Row_number,"meta{qafiya:..., bahr:...}"
1022,"meta{qafiya:ـله, bahr:مسحوب}"
1023,"meta{qafiya:ـله, bahr:مسحوب}"
1024,"meta{qafiya:ـونه, bahr:مسحوب}"
1025,"meta{qafiya:ـونه, bahr:مسحوب}"
1026,"meta{qafiya:ـونه, bahr:مسحوب}"
1027,"meta{qafiya:ـونه, bahr:مسحوب}"
1028,"meta{qafiya:ـني, bahr:مسحوب}"
1029,"meta{qafiya:ـني, bahr:مسحوب}"
1030,"meta{qafiya:ـني, bahr:مسحوب}"
1031,"meta{qafiya:ـني, bahr:مسحوب}"
1032,"meta{qafiya:ـاتها, bahr:بسيط}"
1033,"meta{qafiya:ـاتها, bahr:بسيط}"
1034,"meta{qafiya:ـاتها, bahr:بسيط}"
1035,"meta{qafiya:ـبي, bahr:بسيط}"
1036,"meta{qafiya:ـبي, bahr:بسيط}"
1037,"meta{qafiya:ـبي, bahr:بسيط}"
1038,"meta{qafiya:ـبي, bahr:بسيط}"
1039,"meta{qafiya:ـتي, bahr:مسحوب}"
1040,"meta{qafiya:ـتي, bahr:مسحوب}"
1041,"meta{qafiya:ـتي, bahr:مسحوب}"
1042,"meta{qafiya:ـوك, bahr:مسحوب}"
1043,"meta{qafiya:ـوك, bahr:مسحوب}"
1044,"meta{qafiya:ـقها, bahr:بسيط}"
1045,"meta{qafiya:ـقها, bahr:بسيط}"
1046,"meta{qafiya:ـقها, bahr:بسيط}"
1047,"meta{qafiya:ـقها, bahr:بسيط}"
1048,"meta{qafiya:ـرها, bahr:مسحوب}"
1049,"meta{qafiya:ـرها, bahr:مسحوب}"
1050,"meta{qafiya:ـرها, bahr:مسحوب}"
1051,"meta{qafiya:ـاري, bahr:بسيط}"
1052,"meta{qafiya:ـاري, bahr:بسيط}"
1053,"meta{qafiya:ـاري, bahr:بسيط}"
1054,"meta{qafiya:ـاري, bahr:بسيط}"
1055,"meta{qafiya:ـاري, bahr:بسيط}"
1056,"meta{qafiya:ـاري, bahr:بسيط}"
1057,"meta{qafiya:ـاري, bahr:بسيط}"
1058,"meta{qafiya:ـيها, bahr:مسحوب}"
1059,"meta{qafiya:ـيها, bahr:مسحوب}"
1060,"meta{qafiya:ـيها, bahr:مسحوب}"
1061,"meta{qafiya:ـيها, bahr:مسحوب}"
1062,"meta{qafiya:ـيها, bahr:مسحوب}"
1063,"meta{qafiya:ـيها, bahr:مسحوب}"
1064,"meta{qafiya:ـيها, bahr:مسحوب}"
1065,"meta{qafiya:ـيها, bahr:مسحوب}"
1066,"meta{qafiya:ـيها, bahr:مسحوب}"
1067,"meta{qafiya:ـاقه, bahr:مسحوب}"
1068,"meta{qafiya:ـاقه, bahr:مسحوب}"
1069,"meta{qafiya:ـاقه, bahr:مسحوب}"
1070,"meta{qafiya:ـاقه, bahr:مسحوب}"
1071,"meta{qafiya:ـعه, bahr:مسحوب}"
1072,"meta{qafiya:ـعه, bahr:مسحوب}"
1073,"meta{qafiya:ـامه, bahr:مسحوب}"
1074,"meta{qafiya:ـامه, bahr:مسحوب}"
1075,"meta{qafiya:ـنها, bahr:بسيط}"
1076,"meta{qafiya:ـنها, bahr:بسيط}"
1077,"meta{qafiya:ـنها, bahr:بسيط}"
1078,"meta{qafiya:ـنها, bahr:بسيط}"
1079,"meta{qafiya:ـين, bahr:مسحوب}"
1080,"meta{qafiya:ـين, bahr:مسحوب}"
1081,"meta{qafiya:ـين, bahr:مسحوب}"
1082,"meta{qafiya:ـين, bahr:مسحوب}"
1083,"meta{qafiya:ـين, bahr:مسحوب}"
1084,"meta{qafiya:ـين, bahr:مسحوب}"
1085,"meta{qafiya:ـمه, bahr:بسيط}"
1086,"meta{qafiya:ـمه, bahr:بسيط}"
1087,"meta{qafiya:ـمه, bahr:بسيط}"
1088,"meta{qafiya:ـابه, bahr:مسحوب}"
1089,"meta{qafiya:ـابه, bahr:مسحوب}"
1090,"meta{qafiya:ـابه, bahr:مسحوب}"
1091,"meta{qafiya:ـابه, bahr:مسحوب}"
1092,"meta{qafiya:ـابه, bahr:مسحوب}"
1093,"meta{qafiya:ـار, bahr:مسحوب}"
1094,"meta{qafiya:ـار, bahr:مسحوب}"
1095,"meta{qafiya:ـار, bahr:مسحوب}"
1096,"meta{qafiya:ـار, bahr:مسحوب}"
1097,"meta{qafiya:ـار, bahr:مسحوب}"
1098,"meta{qafiya:ـار, bahr:مسحوب}"
1099,"meta{qafiya:ـار, bahr:مسحوب}"
1100,"meta{qafiya:ـار, bahr:المسحوب}"
1101,"meta{qafiya:ـار, bahr:المسحوب}"
1102,"meta{qafiya:ـار, bahr:المسحوب}"
1103,"meta{qafiya:ـار, bahr:المسحوب}"
1104,"meta{qafiya:ـار, bahr:المسحوب}"
1105,"meta{qafiya:ـار, bahr:المسحوب}"
1106,"meta{qafiya:ـار, bahr:المسحوب}"
1107,"meta{qafiya:ـار, bahr:المسحوب}"
1108,"meta{qafiya:ـار, bahr:المسحوب}"
1109,"meta{qafiya:ـحة, bahr:الرمل}"
1110,"meta{qafiya:ـحة, bahr:الرمل}"
1111,"meta{qafiya:ـحة, bahr:الرمل}"
1112,"meta{qafiya:ـجه, bahr:الرمل}"
1113,"meta{qafiya:ـجه, bahr:الرمل}"
1114,"meta{qafiya:ـجه, bahr:الرمل}"
1115,"meta{qafiya:ـجه, bahr:الرمل}"
1116,"meta{qafiya:ـجه, bahr:الرمل}"
1117,"meta{qafiya:ـجه, bahr:الرمل}"
1118,"meta{qafiya:ـجه, bahr:الرمل}"
1119,"meta{qafiya:ـني, bahr:المسحوب}"
1120,"meta{qafiya:ـني, bahr:المسحوب}"
1121,"meta{qafiya:ـني, bahr:المسحوب}"
1122,"meta{qafiya:ـني, bahr:المسحوب}"
1123,"meta{qafiya:ـني, bahr:المسحوب}"
1124,"meta{qafiya:ـني, bahr:المسحوب}"
1125,"meta{qafiya:ـني, bahr:المسحوب}"
1126,"meta{qafiya:ـاج, bahr:الصخري}"
1127,"meta{qafiya:ـاج, bahr:الصخري}"
1128,"meta{qafiya:ـاج, bahr:الصخري}"
1129,"meta{qafiya:ـاج, bahr:الصخري}"
1130,"meta{qafiya:ـن, bahr:البسيط}"
1131,"meta{qafiya:ـن, bahr:البسيط}"
1132,"meta{qafiya:ـن, bahr:البسيط}"
1133,"meta{qafiya:ـن, bahr:البسيط}"
1134,"meta{qafiya:ـن, bahr:البسيط}"
1135,"meta{qafiya:ـن, bahr:البسيط}"
1136,"meta{qafiya:ـن, bahr:البسيط}"
1137,"meta{qafiya:ـن, bahr:البسيط}"
1138,"meta{qafiya:ـمه, bahr:البسيط}"
1139,"meta{qafiya:ـمه, bahr:البسيط}"
1140,"meta{qafiya:ـمه, bahr:البسيط}"
1141,"meta{qafiya:ـمه, bahr:البسيط}"
1142,"meta{qafiya:ـمه, bahr:البسيط}"
1143,"meta{qafiya:ـمه, bahr:البسيط}"
1144,"meta{qafiya:ـمه, bahr:البسيط}"
1145,"meta{qafiya:ـكر, bahr:الرمل}"
1146,"meta{qafiya:ـكر, bahr:الرمل}"
1147,"meta{qafiya:ـكر, bahr:الرمل}"
1148,"meta{qafiya:ـها, bahr:المسحوب}"
1149,"meta{qafiya:ـها, bahr:المسحوب}"
1150,"meta{qafiya:ـها, bahr:المسحوب}"
1151,"meta{qafiya:ـها, bahr:المسحوب}"
1152,"meta{qafiya:ـها, bahr:المسحوب}"
1153,"meta{qafiya:ـها, bahr:المسحوب}"
1154,"meta{qafiya:ـها, bahr:المسحوب}"
1155,"meta{qafiya:ـها, bahr:المسحوب}"
1156,"meta{qafiya:ـني, bahr:الرمل}"
1157,"meta{qafiya:ـني, bahr:الرمل}"
1158,"meta{qafiya:ـني, bahr:الرمل}"
1159,"meta{qafiya:ـني, bahr:الرمل}"
1160,"meta{qafiya:ـني, bahr:الرمل}"
1161,"meta{qafiya:ـني, bahr:الرمل}"
1162,"meta{qafiya:ـبا, bahr:البسيط}"
1163,"meta{qafiya:ـبا, bahr:البسيط}"
1164,"meta{qafiya:ـبا, bahr:البسيط}"
1165,"meta{qafiya:ـبه, bahr:الرمل}"
1166,"meta{qafiya:ـبه, bahr:الرمل}"
1167,"meta{qafiya:ـبه, bahr:الرمل}"
1168,"meta{qafiya:ـبه, bahr:الرمل}"
1169,"meta{qafiya:ـبه, bahr:الرمل}"
1170,"meta{qafiya:ـبه, bahr:الرمل}"
1171,"meta{qafiya:ـبه, bahr:الرمل}"
1172,"meta{qafiya:ـبه, bahr:الرمل}"
1173,"meta{qafiya:ـبه, bahr:الرمل}"
1174,"meta{qafiya:ـبه, bahr:الرمل}"
1175,"meta{qafiya:ـبه, bahr:الرمل}"
1176,"meta{qafiya:ـبه, bahr:الرمل}"
1177,"meta{qafiya:ـبه, bahr:الرمل}"
1178,"meta{qafiya:ـبه, bahr:الرمل}"
1179,"meta{qafiya:ـبه, bahr:الرمل}"
1180,"meta{qafiya:ـبه, bahr:الرمل}"
1181,"meta{qafiya:ـبه, bahr:الرمل}"
1182,"meta{qafiya:ـبه, bahr:الرمل}"
1183,"meta{qafiya:ـبه, bahr:الرمل}"
1184,"meta{qafiya:ـبه, bahr:الرمل}"
1185,"meta{qafiya:ـبه, bahr:الرمل}"
1186,"meta{qafiya:ـزه, bahr:البسيط}"
1187,"meta{qafiya:ـزه, bahr:البسيط}"
1188,"meta{qafiya:ـزه, bahr:البسيط}"
1189,"meta{qafiya:ـرت, bahr:البسيط}"
1190,"meta{qafiya:ـرت, bahr:البسيط}"
1191,"meta{qafiya:ـرت, bahr:البسيط}"
1192,"meta{qafiya:ـرت, bahr:البسيط}"
1193,"meta{qafiya:ـره, bahr:الرمل}"
1194,"meta{qafiya:ـره, bahr:الرمل}"
1195,"meta{qafiya:ـره, bahr:الرمل}"
1196,"meta{qafiya:ـام, bahr:الرمل}"
1197,"meta{qafiya:ـام, bahr:الرمل}"
1198,"meta{qafiya:ـام, bahr:الرمل}"
1199,"meta{qafiya:ـام, bahr:الرمل}"
1200,"meta{qafiya:ـام, bahr:الرمل}"
1201,"meta{qafiya:ـام, bahr:الرمل}"
1202,"meta{qafiya:ـام, bahr:الرمل}"
1203,"meta{qafiya:ـتها, bahr:البسيط}"
1204,"meta{qafiya:ـتها, bahr:البسيط}"
1205,"meta{qafiya:ـتها, bahr:البسيط}"
1206,"meta{qafiya:ـتها, bahr:البسيط}"
1207,"meta{qafiya:ـتها, bahr:البسيط}"
1208,"meta{qafiya:ـتها, bahr:البسيط}"
1209,"meta{qafiya:ـتها, bahr:البسيط}"
1210,"meta{qafiya:ـدها, bahr:البسيط}"
1211,"meta{qafiya:ـدها, bahr:البسيط}"
1212,"meta{qafiya:ـدها, bahr:البسيط}"
1213,"meta{qafiya:ـدها, bahr:البسيط}"
1214,"meta{qafiya:ـدها, bahr:البسيط}"
1215,"meta{qafiya:ـدها, bahr:البسيط}"
1216,"meta{qafiya:ـدها, bahr:البسيط}"
1217,"meta{qafiya:ـدها, bahr:البسيط}"
1218,"meta{qafiya:ـدها, bahr:البسيط}"
1219,"meta{qafiya:ـدها, bahr:البسيط}"
1220,"meta{qafiya:ـدها, bahr:البسيط}"
1221,"meta{qafiya:ـدها, bahr:البسيط}"
1222,"meta{qafiya:ـدها, bahr:البسيط}"
1223,"meta{qafiya:ـدها, bahr:البسيط}"
1224,"meta{qafiya:ـدها, bahr:البسيط}"
1225,"meta{qafiya:ـدها, bahr:البسيط}"
1226,"meta{qafiya:ـدها, bahr:البسيط}"
1227,"meta{qafiya:ـها, bahr:البسيط}"
1228,"meta{qafiya:ـها, bahr:البسيط}"
1229,"meta{qafiya:ـها, bahr:البسيط}"
1230,"meta{qafiya:ـعم, bahr:الرمل}"
1231,"meta{qafiya:ـدم, bahr:الرمل}"
1232,"meta{qafiya:ـحه, bahr:الرمل}"
1233,"meta{qafiya:ـحه, bahr:الرمل}"
1234,"meta{qafiya:ـحه, bahr:الرمل}"
1235,"meta{qafiya:ـحه, bahr:الرمل}"
1236,"meta{qafiya:ـله, bahr:المسحوب}"
1237,"meta{qafiya:ـله, bahr:المسحوب}"
1238,"meta{qafiya:ـله, bahr:المسحوب}"
1239,"meta{qafiya:ـله, bahr:المسحوب}"
1240,"meta{qafiya:ـله, bahr:المسحوب}"
1241,"meta{qafiya:ـيخ, bahr:المسحوب}"
1242,"meta{qafiya:ـيخ, bahr:المسحوب}"
1243,"meta{qafiya:ـوم, bahr:الرمل}"
1244,"meta{qafiya:ـوم, bahr:الرمل}"
1245,"meta{qafiya:ـوم, bahr:الرمل}"
1246,"meta{qafiya:ـوم, bahr:الرمل}"
1247,"meta{qafiya:ـوم, bahr:الرمل}"
1248,"meta{qafiya:ـوم, bahr:الرمل}"
1249,"meta{qafiya:ـوم, bahr:الرمل}"
1250,"meta{qafiya:ـوم, bahr:الرمل}"
1251,"meta{qafiya:ـوم, bahr:الرمل}"
1252,"meta{qafiya:ـوم, bahr:الرمل}"
1253,"meta{qafiya:ـوم, bahr:الرمل}"
1254,"meta{qafiya:ـوم, bahr:الرمل}"
1255,"meta{qafiya:ـوم, bahr:الرمل}"
1256,"meta{qafiya:ـوم, bahr:الرمل}"
1257,"meta{qafiya:ـوم, bahr:الرمل}"
1258,"meta{qafiya:ـوم, bahr:الرمل}"
1259,"meta{qafiya:ـوم, bahr:الرمل}"
1260,"meta{qafiya:ـام, bahr:الرمل}"
1261,"meta{qafiya:ـام, bahr:الرمل}"
1262,"meta{qafiya:ـام, bahr:الرمل}"
1263,"meta{qafiya:ـام, bahr:الرمل}"
1264,"meta{qafiya:ـام, bahr:الرمل}"
1265,"meta{qafiya:ـام, bahr:الرمل}"
1266,"meta{qafiya:ـام, bahr:الرمل}"
1267,"meta{qafiya:ـام, bahr:الرمل}"
1268,"meta{qafiya:ـاح, bahr:الرمل}"
1269,"meta{qafiya:ـاح, bahr:الرمل}"
1270,"meta{qafiya:ـاح, bahr:الرمل}"
1271,"meta{qafiya:ـاح, bahr:الرمل}"
1272,"meta{qafiya:ـاح, bahr:الرمل}"
1273,"meta{qafiya:ـاح, bahr:الرمل}"
1274,"meta{qafiya:ـبر, bahr:الرمل}"
1275,"meta{qafiya:ـبر, bahr:الرمل}"
1276,"meta{qafiya:ـبر, bahr:الرمل}"
1277,"meta{qafiya:ـبر, bahr:الرمل}"
1278,"meta{qafiya:ـزه, bahr:البسيط}"
1279,"meta{qafiya:ـزه, bahr:البسيط}"
1280,"meta{qafiya:ـزه, bahr:البسيط}"
1281,"meta{qafiya:ـزه, bahr:البسيط}"
1282,"meta{qafiya:ـيه, bahr:البسيط}"
1283,"meta{qafiya:ـيه, bahr:البسيط}"
1284,"meta{qafiya:ـيه, bahr:البسيط}"
1285,"meta{qafiya:ـيه, bahr:البسيط}"
1286,"meta{qafiya:ـيه, bahr:البسيط}"
1287,"meta{qafiya:ـات, bahr:المسحوب}"
1288,"meta{qafiya:ـات, bahr:المسحوب}"
1289,"meta{qafiya:ـات, bahr:المسحوب}"
1290,"meta{qafiya:ـات, bahr:المسحوب}"
1291,"meta{qafiya:ـات, bahr:المسحوب}"
1292,"meta{qafiya:ـات, bahr:المسحوب}"
1293,"meta{qafiya:ـات, bahr:المسحوب}"
1294,"meta{qafiya:ـدم, bahr:الرمل}"
1295,"meta{qafiya:ـدم, bahr:الرمل}"
1296,"meta{qafiya:ـحت, bahr:البسيط}"
1297,"meta{qafiya:ـحت, bahr:البسيط}"
1298,"meta{qafiya:ـحت, bahr:البسيط}"
1299,"meta{qafiya:ـته, bahr:البسيط}"
1300,"meta{qafiya:ـته, bahr:البسيط}"
1301,"meta{qafiya:ـته, bahr:البسيط}"
1302,"meta{qafiya:ـته, bahr:البسيط}"
1303,"meta{qafiya:ـها, bahr:الرمل}"
1304,"meta{qafiya:ـها, bahr:الرمل}"
1305,"meta{qafiya:ـها, bahr:الرمل}"
1306,"meta{qafiya:ـها, bahr:الرمل}"
1307,"meta{qafiya:ـره, bahr:الرمل}"
1308,"meta{qafiya:ـها, bahr:البسيط}"
1309,"meta{qafiya:ـها, bahr:البسيط}"
1310,"meta{qafiya:ـها, bahr:البسيط}"
1311,"meta{qafiya:ـها, bahr:البسيط}"
1312,"meta{qafiya:ـها, bahr:البسيط}"
1313,"meta{qafiya:ـها, bahr:البسيط}"
1314,"meta{qafiya:ـين, bahr:الرمل}"
1315,"meta{qafiya:ـين, bahr:الرمل}"
1316,"meta{qafiya:ـها, bahr:البسيط}"
1317,"meta{qafiya:ـها, bahr:البسيط}"
1318,"meta{qafiya:ـها, bahr:البسيط}"
1319,"meta{qafiya:ـده, bahr:الرمل}"
1320,"meta{qafiya:ـده, bahr:الرمل}"
1321,"meta{qafiya:ـده, bahr:الرمل}"
1322,"meta{qafiya:ـده, bahr:الرمل}"
1323,"meta{qafiya:ـات, bahr:المسحوب}"
1324,"meta{qafiya:ـات, bahr:المسحوب}"
1325,"meta{qafiya:ـدل, bahr:الرمل}"
1326,"meta{qafiya:ـدل, bahr:الرمل}"
1327,"meta{qafiya:ـدل, bahr:الرمل}"
1328,"meta{qafiya:ـنه, bahr:المسحوب}"
1329,"meta{qafiya:ـنه, bahr:المسحوب}"
1330,"meta{qafiya:ـنه, bahr:المسحوب}"
1331,"meta{qafiya:ـنه, bahr:المسحوب}"
1332,"meta{qafiya:ـنه, bahr:المسحوب}"
1333,"meta{qafiya:ـنه, bahr:المسحوب}"
1334,"meta{qafiya:ـنه, bahr:المسحوب}"
1335,"meta{qafiya:ـنه, bahr:المسحوب}"
1336,"meta{qafiya:ـتي, bahr:الرمل}"
1337,"meta{qafiya:ـتي, bahr:الرمل}"
1338,"meta{qafiya:ـصم, bahr:البسيط}"
1339,"meta{qafiya:ـظم, bahr:البسيط}"
1340,"meta{qafiya:ـجم, bahr:البسيط}"
1341,"meta{qafiya:ـزم, bahr:البسيط}"
1342,"meta{qafiya:ـلم, bahr:البسيط}"
1343,"meta{qafiya:ـطم, bahr:البسيط}"
1344,"meta{qafiya:ـلم, bahr:البسيط}"
1345,"meta{qafiya:ـزم, bahr:البسيط}"
1346,"meta{qafiya:ـمم, bahr:البسيط}"
1347,"meta{qafiya:ـعم, bahr:البسيط}"
1348,"meta{qafiya:ـدم, bahr:البسيط}"
1349,"meta{qafiya:ـسم, bahr:البسيط}"
1350,"meta{qafiya:ـظم, bahr:البسيط}"
1351,"meta{qafiya:ـمم, bahr:البسيط}"
1352,"meta{qafiya:ـده, bahr:الرمل}"
1353,"meta{qafiya:ـده, bahr:الرمل}"
1354,"meta{qafiya:ـده, bahr:الرمل}"
1355,"meta{qafiya:ـام, bahr:البسيط}"
1356,"meta{qafiya:ـام, bahr:البسيط}"
1357,"meta{qafiya:ـبه, bahr:البسيط}"
1358,"meta{qafiya:ـبه, bahr:البسيط}"
1359,"meta{qafiya:ـبه, bahr:البسيط}"
1360,"meta{qafiya:ـله, bahr:البسيط}"
1361,"meta{qafiya:ـله, bahr:البسيط}"
1362,"meta{qafiya:ـير, bahr:الرمل}"
1363,"meta{qafiya:ـير, bahr:الرمل}"
1364,"meta{qafiya:ـير, bahr:الرمل}"
1365,"meta{qafiya:ـير, bahr:الرمل}"
1366,"meta{qafiya:ـير, bahr:الرمل}"
1367,"meta{qafiya:ـير, bahr:الرمل}"
1368,"meta{qafiya:ـير, bahr:الرمل}"
1369,"meta{qafiya:ـسم, bahr:البسيط}"
1370,"meta{qafiya:ـسم, bahr:البسيط}"
1371,"meta{qafiya:ـسم, bahr:البسيط}"
1372,"meta{qafiya:ـطر, bahr:البسيط}"
1373,"meta{qafiya:ـطر, bahr:البسيط}"
1374,"meta{qafiya:ـله, bahr:البسيط}"
1375,"meta{qafiya:ـله, bahr:البسيط}"
1376,"meta{qafiya:ـله, bahr:البسيط}"
1377,"meta{qafiya:ـلي, bahr:البسيط}"
1378,"meta{qafiya:ـلي, bahr:البسيط}"
1379,"meta{qafiya:ـلي, bahr:البسيط}"
1380,"meta{qafiya:ـلي, bahr:البسيط}"
1381,"meta{qafiya:ـلي, bahr:البسيط}"
1382,"meta{qafiya:ـما, bahr:الرمل}"
1383,"meta{qafiya:ـمى, bahr:الرمل}"
1384,"meta{qafiya:ـلي, bahr:الرمل}"
1385,"meta{qafiya:ـلي, bahr:الرمل}"
1386,"meta{qafiya:ـلي, bahr:الرمل}"
1387,"meta{qafiya:ـنت, bahr:الرمل}"
1388,"meta{qafiya:ـقي, bahr:الرمل}"
1389,"meta{qafiya:ـقي, bahr:الرمل}"
1390,"meta{qafiya:ـره, bahr:الرمل}"
1391,"meta{qafiya:ـره, bahr:الرمل}"
1392,"meta{qafiya:ـده, bahr:الرمل}"
1393,"meta{qafiya:ـده, bahr:الرمل}"
1394,"meta{qafiya:ـده, bahr:الرمل}"
1395,"meta{qafiya:ـده, bahr:الرمل}"
1396,"meta{qafiya:ـده, bahr:الرمل}"
1397,"meta{qafiya:ـني, bahr:البسيط}"
1398,"meta{qafiya:ـني, bahr:البسيط}"
1399,"meta{qafiya:ـني, bahr:البسيط}"
1400,"meta{qafiya:ـبه, bahr:البسيط}"
1401,"meta{qafiya:ـبه, bahr:البسيط}"
1402,"meta{qafiya:ـني, bahr:البسيط}"
1403,"meta{qafiya:ـني, bahr:البسيط}"
1404,"meta{qafiya:ـني, bahr:البسيط}"
1405,"meta{qafiya:ـجا, bahr:الرمل}"
1406,"meta{qafiya:ـجا, bahr:الرمل}"
1407,"meta{qafiya:ـبه, bahr:الرمل}"
1408,"meta{qafiya:ـره, bahr:البسيط}"
1409,"meta{qafiya:ـره, bahr:البسيط}"
1410,"meta{qafiya:ـره, bahr:البسيط}"
1411,"meta{qafiya:ـره, bahr:البسيط}"
1412,"meta{qafiya:ـاك, bahr:الرمل}"
1413,"meta{qafiya:ـاك, bahr:الرمل}"
1414,"meta{qafiya:ـنا, bahr:الرمل}"
1415,"meta{qafiya:ـفي, bahr:البسيط}"
1416,"meta{qafiya:ـيه, bahr:الرمل}"
1417,"meta{qafiya:ـنك, bahr:الرمل}"
1418,"meta{qafiya:ـفه, bahr:الرمل}"
1419,"meta{qafiya:ـفه, bahr:الرمل}"
1420,"meta{qafiya:ـفه, bahr:الرمل}"
1421,"meta{qafiya:ـهل, bahr:البسيط}"
1422,"meta{qafiya:ـهل, bahr:البسيط}"
1423,"meta{qafiya:ـاس, bahr:الرمل}"
1424,"meta{qafiya:ـاس, bahr:الرمل}"
1425,"meta{qafiya:ـاس, bahr:الرمل}"
1426,"meta{qafiya:ـاس, bahr:الرمل}"
1427,"meta{qafiya:ـاس, bahr:الرمل}"
1428,"meta{qafiya:ـاس, bahr:الرمل}"
1429,"meta{qafiya:ـصت, bahr:الرمل}"
1430,"meta{qafiya:ـصت, bahr:الرمل}"
1431,"meta{qafiya:ـصت, bahr:الرمل}"
1432,"meta{qafiya:ـصت, bahr:الرمل}"
1433,"meta{qafiya:ـصت, bahr:الرمل}"
1434,"meta{qafiya:ـجب, bahr:البسيط}"
1435,"meta{qafiya:ـبه, bahr:الرمل}"
1436,"meta{qafiya:ـبه, bahr:الرمل}"
1437,"meta{qafiya:ـيم, bahr:الرمل}"
1438,"meta{qafiya:ـيم, bahr:الرمل}"
1439,"meta{qafiya:ـرق, bahr:البسيط}"
1440,"meta{qafiya:ـرق, bahr:البسيط}"
1441,"meta{qafiya:ـني, bahr:البسيط}"
1442,"meta{qafiya:ـها, bahr:الرمل}"
1443,"meta{qafiya:ـنا, bahr:البسيط}"
1444,"meta{qafiya:ـكر, bahr:البسيط}"
1445,"meta{qafiya:ـكر, bahr:البسيط}"
1446,"meta{qafiya:ـكر, bahr:البسيط}"
1447,"meta{qafiya:ـره, bahr:الرمل}"
1448,"meta{qafiya:ـمه, bahr:الرمل}"
1449,"meta{qafiya:ـمه, bahr:الرمل}"
1450,"meta{qafiya:ـوف, bahr:الرمل}"
1451,"meta{qafiya:ـره, bahr:الرمل}"
1452,"meta{qafiya:ـره, bahr:الرمل}"
1453,"meta{qafiya:ـلد, bahr:الرمل}"
1454,"meta{qafiya:ـلع, bahr:البسيط}"
1455,"meta{qafiya:ـلع, bahr:البسيط}"
1456,"meta{qafiya:ـله, bahr:الرمل}"
1457,"meta{qafiya:ـله, bahr:الرمل}"
1458,"meta{qafiya:ـله, bahr:الرمل}"
1459,"meta{qafiya:ـله, bahr:الرمل}"
1460,"meta{qafiya:ـقا, bahr:الرمل}"
1461,"meta{qafiya:ـقا, bahr:الرمل}"
1462,"meta{qafiya:ـقا, bahr:الرمل}"
1463,"meta{qafiya:ـاع, bahr:البسيط}"
1464,"meta{qafiya:ـمي, bahr:الرمل}"
1465,"meta{qafiya:ـمي, bahr:الرمل}"
1466,"meta{qafiya:ـمي, bahr:الرمل}"
1467,"meta{qafiya:ـمي, bahr:الرمل}"
1468,"meta{qafiya:ـده, bahr:الرمل}"
1469,"meta{qafiya:ـده, bahr:الرمل}"
1470,"meta{qafiya:ـده, bahr:الرمل}"
1471,"meta{qafiya:ـلا, bahr:الرمل}"
1472,"meta{qafiya:ـهر, bahr:البسيط}"
1473,"meta{qafiya:ـهر, bahr:البسيط}"
1474,"meta{qafiya:ـان, bahr:الرمل}"
1475,"meta{qafiya:ـنى, bahr:البسيط}"
1476,"meta{qafiya:ـام, bahr:البسيط}"
1477,"meta{qafiya:ـام, bahr:البسيط}"
1478,"meta{qafiya:ـام, bahr:البسيط}"
1479,"meta{qafiya:ـام, bahr:البسيط}"
1480,"meta{qafiya:ـام, bahr:البسيط}"
1481,"meta{qafiya:ـنك, bahr:الرمل}"
1482,"meta{qafiya:ـمه, bahr:الرمل}"
1483,"meta{qafiya:ـمه, bahr:الرمل}"
1484,"meta{qafiya:ـهم, bahr:الرمل}"
1485,"meta{qafiya:ـهم, bahr:الرمل}"
1486,"meta{qafiya:ـهم, bahr:الرمل}"
1487,"meta{qafiya:ـله, bahr:الرمل}"
1488,"meta{qafiya:ـتر, bahr:الرمل}"
1489,"meta{qafiya:ـها, bahr:الرمل}"
1490,"meta{qafiya:ـيف, bahr:الرمل}"
1491,"meta{qafiya:ـعه, bahr:الرمل}"
1492,"meta{qafiya:ـني, bahr:الرمل}"
1493,"meta{qafiya:ـني, bahr:الرمل}"
1494,"meta{qafiya:ـين, bahr:الرمل}"
1495,"meta{qafiya:ـين, bahr:الرمل}"
1496,"meta{qafiya:ـين, bahr:الرمل}"
1497,"meta{qafiya:ـعه, bahr:الرمل}"
1498,"meta{qafiya:ـال, bahr:الكامل}"
1499,"meta{qafiya:ـال, bahr:الكامل}"
1500,"meta{qafiya:ـها, bahr:الرمل}"
1501,"meta{qafiya:ـجه, bahr:الرمل}"
1502,"meta{qafiya:ـرض, bahr:الرمل}"
1503,"meta{qafiya:ـله, bahr:البسيط}"
1504,"meta{qafiya:ـله, bahr:البسيط}"
1505,"meta{qafiya:ـيف, bahr:الرمل}"
1506,"meta{qafiya:ـيف, bahr:الرمل}"
1507,"meta{qafiya:ـيف, bahr:الرمل}"
1508,"meta{qafiya:ـيف, bahr:الرمل}"
1509,"meta{qafiya:ـجد, bahr:البسيط}"
1510,"meta{qafiya:ـيف, bahr:البسيط}"
1511,"meta{qafiya:ـيف, bahr:البسيط}"
1512,"meta{qafiya:ـيف, bahr:البسيط}"
1513,"meta{qafiya:ـيف, bahr:البسيط}"
1514,"meta{qafiya:ـبل, bahr:البسيط}"
1515,"meta{qafiya:ـها, bahr:البسيط}"
1516,"meta{qafiya:ـقا, bahr:البسيط}"
1517,"meta{qafiya:ـنا, bahr:البسيط}"
1518,"meta{qafiya:ـنا, bahr:البسيط}"
1519,"meta{qafiya:ـنا, bahr:البسيط}"
1520,"meta{qafiya:ـها, bahr:الرمل}"
1521,"meta{qafiya:ـله, bahr:البسيط}"
1522,"meta{qafiya:ـرد, bahr:البسيط}"
