poem_id,chunk_id,Title_raw,Poem_line_raw,Title_cleaned,Poem_line_cleaned,Row_IDs_in_chunk,chunk_type,Status
144,671,فصول عـمـري,"صابني من بارد احساسك خـمول      والبلا ضاقت من احساسي دبي
كل ما جـيتـك أدوّر لي قـبــــول      إكـتشـفت انّي أنا ما اطلع بشيّ
كل ما قـالوا غـرامـك ما يـطــول      قلت بس لحظه عليّ صبروا شويّ
عيد لي خامس جهه لاربع فصول      وما تموت فصول عمري وانت حيّ",فصول عمري,"صابني من بارد احساسك خمول      والبلا ضاقت من احساسي دبي
كل ما جيتك ادور لي قبول      اكتشفت اني انا ما اطلع بشي
كل ما قالوا غرامك ما يطول      قلت بس لحظه علي صبروا شوي
عيد لي خامس جهه لاربع فصول      وما تموت فصول عمري وانت حي","1993,1994,1995,1996",regular,Ready
145,672,فمـان الله,"فـمـان الله يا دربٍ عـلى الهـجـر يتـحـرّاني      خذاه الوقـت من جـنبي ولا جاني ولا جـيته
قصيدي يا قصيدي إسكن فـ قلبي طرف ثاني      قبل يسـكن بيـوتي جـنـّه و تمـسي عـفاريته
تعـال اسأل نجـوم اللـيل يا هاجـر من الهاني      وانا اعـلّمك بالوقـت الطـويل وْكيف قضـّيته
بغيت اقوى على بعدك وراح الصبر ما امداني      أهز الشوق وان طاح الوله بالحضن ضمّيته",فمان الله,"فمان الله يا درب علي الهجر يتحراني      خذاه الوقت من جنبي ولا جاني ولا جيته
قصيدي يا قصيدي اسكن ف قلبي طرف ثاني      قبل يسكن بيوتي جنه و تمسي عفاريته
تعال اسال نجوم الليل يا هاجر من الهاني      وانا اعلمك بالوقت الطويل وكيف قضيته
بغيت اقوي علي بعدك وراح الصبر ما امداني      اهز الشوق وان طاح الوله بالحضن ضميته","1,997,199,819,992,000",regular,Ready
145,673,فمـان الله,"بغيت اقوى على بعدك وراح الصبر ما امداني      أهز الشوق وان طاح الوله بالحضن ضمّيته
ربيعـي ياخـريـفي ياشـتاي وصيـفي الهـاني      تراك انت الفصول وهجرة الشاعر وتشتيته
فـضـت كل الشـوارع ما لقـيت اللي تـريّـاني      مثـل طـفـلٍ طـلع يـلعـب و ردّ وما لـقى بيـته
تحـدّاني .. تحـدّاني .. حبـيـبي لا تحــــدّاني      أنـا لـولاك لحـن الهـجـر والفـرقا ما غـنـّيته",فمان الله,"بغيت اقوي علي بعدك وراح الصبر ما امداني      اهز الشوق وان طاح الوله بالحضن ضميته
ربيعي ياخريفي ياشتاي وصيفي الهاني      تراك انت الفصول وهجره الشاعر وتشتيته
فضت كل الشوارع ما لقيت اللي ترياني      مثل طفل طلع يلعب و رد وما لقي بيته
تحداني .. تحداني .. حبيبي لا تحداني      انا لولاك لحن الهجر والفرقا ما غنيته","2000,2001,2002,2003",regular,Ready
145,674,فمـان الله,"تحـدّاني .. تحـدّاني .. حبـيـبي لا تحــــدّاني      أنـا لـولاك لحـن الهـجـر والفـرقا ما غـنـّيته
تمـنـّيـتـك وقـلت فـْ خـاطـري ليـته تمـنـّاني      وانـا ما كـل واحـد شـافـتـه عـيـني تـمـنـّيته
على كيفك تـذكّـرني .. على كيفـك تناساني      وانـا طـاريـك ولا يـوم في قـلـبي تـناسـيـته
زرعـتك وردةٍ حـمـرا تـزيّـن كـل بسـتـاني      ودفـنت القـلب في تـربة مـشاعرنا وخـلّيته",فمان الله,"تحداني .. تحداني .. حبيبي لا تحداني      انا لولاك لحن الهجر والفرقا ما غنيته
تمنيتك وقلت ف خاطري ليته تمناني      وانا ما كل واحد شافته عيني تمنيته
علي كيفك تذكرني .. علي كيفك تناساني      وانا طاريك ولا يوم في قلبي تناسيته
زرعتك ورده حمرا تزين كل بستاني      ودفنت القلب في تربه مشاعرنا وخليته","2003,2004,2005,2006",regular,Ready
145,675,فمـان الله,"تمـنـّيـتـك وقـلت فـْ خـاطـري ليـته تمـنـّاني      وانـا ما كـل واحـد شـافـتـه عـيـني تـمـنـّيته
على كيفك تـذكّـرني .. على كيفـك تناساني      وانـا طـاريـك ولا يـوم في قـلـبي تـناسـيـته
زرعـتك وردةٍ حـمـرا تـزيّـن كـل بسـتـاني      ودفـنت القـلب في تـربة مـشاعرنا وخـلّيته
أنا المجـني عليه اللي يقـدّر طعـنة الجاني      لأن جـرحـه يـذكّـرني بـطـاريّـه لا حـسّـيته",فمان الله,"تمنيتك وقلت ف خاطري ليته تمناني      وانا ما كل واحد شافته عيني تمنيته
علي كيفك تذكرني .. علي كيفك تناساني      وانا طاريك ولا يوم في قلبي تناسيته
زرعتك ورده حمرا تزين كل بستاني      ودفنت القلب في تربه مشاعرنا وخليته
انا المجني عليه اللي يقدر طعنه الجاني      لان جرحه يذكرني بطاريه لا حسيته","2004,2005,2006,2007",final,Ready
146,676,فنـون الغـدر,"لا تتصـل لي ولا ترسـل لي حـروفـك      ما ابا سوى تمـسح ارقامي من اللسـته
عجزت اداريك وامشـي رغبة كفوفك      ما فيه درب ٍ لكسب رضاك ما دسـته
عـقب الخـيانه تجـيني تـشرح ظروفك      إنـت الـذي حـبّـنا تحـت الـقـدم دسـتـه
جَـمّـلت كـرّاسـة التعـبـير بـوصـوفـك      لا واحـسـافـه قـصـيـد ٍ فـيك كـرّسـتـه",فنون الغدر,"لا تتصل لي ولا ترسل لي حروفك      ما ابا سوي تمسح ارقامي من اللسته
عجزت اداريك وامشي رغبه كفوفك      ما فيه درب _ لكسب رضاك ما دسته
عقب الخيانه تجيني تشرح ظروفك      انت الذي حبنا تحت القدم دسته
جملت كراسه التعبير بوصوفك      لا واحسافه قصيد _ فيك كرسته","2008,2009,2010,2011",regular,Ready
146,677,فنـون الغـدر,"جَـمّـلت كـرّاسـة التعـبـير بـوصـوفـك      لا واحـسـافـه قـصـيـد ٍ فـيك كـرّسـتـه
أبعد بـطـيفك .. عـيوني ماتبي شوفـك      تـراك جـرح الخـفـوق بْـجـِد لامـسـته
لو كان بعـض الخـيانه سـاكن بجوفـك      عـذرت قـلبي وعاطـفـته و وسـوسـته
صحيح انا كنت احبّك واعشق طيوفك      وان جيت قلبي بغـربة هـَم .. ونـّسـته",فنون الغدر,"جملت كراسه التعبير بوصوفك      لا واحسافه قصيد _ فيك كرسته
ابعد بطيفك .. عيوني ماتبي شوفك      تراك جرح الخفوق بجد لامسته
لو كان بعض الخيانه ساكن بجوفك      عذرت قلبي وعاطفته و وسوسته
صحيح انا كنت احبك واعشق طيوفك      وان جيت قلبي بغربه هم .. ونسته","2011,2012,2013,2014",regular,Ready
146,678,فنـون الغـدر,"صحيح انا كنت احبّك واعشق طيوفك      وان جيت قلبي بغـربة هـَم .. ونـّسـته
وان رحت يا صاحبي كمّلت معروفك      شجّعـت قـلبي على بُعـدك و حمّـسته
لا يازمن ماني بناقـص من صـدوفـك      وش عاد باقي معي يا وقت ما حسته
يا قـلب لاتـنحني لاحـد ٍ وانا اشـوفـك      وش لك في بنتٍ فنـون الغدر دارسته",فنون الغدر,"صحيح انا كنت احبك واعشق طيوفك      وان جيت قلبي بغربه هم .. ونسته
وان رحت يا صاحبي كملت معروفك      شجعت قلبي علي بعدك و حمسته
لا يازمن ماني بناقص من صدوفك      وش عاد باقي معي يا وقت ما حسته
يا قلب لاتنحني لاحد _ وانا اشوفك      وش لك في بنت فنون الغدر دارسته","2014,2015,2016,2017",regular,Ready
146,679,فنـون الغـدر,"يا قـلب لاتـنحني لاحـد ٍ وانا اشـوفـك      وش لك في بنتٍ فنـون الغدر دارسته
عدلك وميلك تساوت.. والسبب خوفك      من واقع ٍ يكـشـف اللي فـيه مـارسـته
والله لخلّـيك عـقـبي تصـفـق كـفـوفـك      واشرّب اللي تغطرس كاس غطرسته
با وقـّفـك في طـريـق الغـدر وآطوفك      دام الـغـدر هـو هـواك اللي تـنـفـّسته",فنون الغدر,"يا قلب لاتنحني لاحد _ وانا اشوفك      وش لك في بنت فنون الغدر دارسته
عدلك وميلك تساوت.. والسبب خوفك      من واقع _ يكشف اللي فيه مارسته
والله لخليك عقبي تصفق كفوفك      واشرب اللي تغطرس كاس غطرسته
با وقفك في طريق الغدر واطوفك      دام الغدر هو هواك اللي تنفسته","2,017,201,820,192,020",regular,Ready
146,680,فنـون الغـدر,"عدلك وميلك تساوت.. والسبب خوفك      من واقع ٍ يكـشـف اللي فـيه مـارسـته
والله لخلّـيك عـقـبي تصـفـق كـفـوفـك      واشرّب اللي تغطرس كاس غطرسته
با وقـّفـك في طـريـق الغـدر وآطوفك      دام الـغـدر هـو هـواك اللي تـنـفـّسته
بس انتـظر لاتـناظـر لحـظة وقـوفـك      أخاف أضعف وارد اسمك على اللسته",فنون الغدر,"عدلك وميلك تساوت.. والسبب خوفك      من واقع _ يكشف اللي فيه مارسته
والله لخليك عقبي تصفق كفوفك      واشرب اللي تغطرس كاس غطرسته
با وقفك في طريق الغدر واطوفك      دام الغدر هو هواك اللي تنفسته
بس انتظر لاتناظر لحظه وقوفك      اخاف اضعف وارد اسمك علي اللسته","2018,2019,2020,2021",final,Ready
147,681,فهـمت وما فهـمت,"فهمت العـشق لي يطلب من الإنسان ذرف دموع      فهمت العـشق لي يطلب من الإحساس كل اوجاع
فهمت العشق لي يفرض على الإنسان يعيش بجوع      فهمت وما فهمت اللي سكن في داخله (فزّاع )
فهمت العشق بحر احلام غـزير غـزير بليّـا قوع      فهـمته بـحـر أحـلامـي بحـر عـشـقي بليّـا قـاع
فهمته نبض فهمته لمس فهمته روح ولا مسموع      فهـمت ان العـشـق فـرصة عمر متخـبّيٍ بقناع",فهمت وما فهمت,"فهمت العشق لي يطلب من الانسان ذرف دموع      فهمت العشق لي يطلب من الاحساس كل اوجاع
فهمت العشق لي يفرض علي الانسان يعيش بجوع      فهمت وما فهمت اللي سكن في داخله (فزاع )
فهمت العشق بحر احلام غزير غزير بليا قوع      فهمته بحر احلامي بحر عشقي بليا قاع
فهمته نبض فهمته لمس فهمته روح ولا مسموع      فهمت ان العشق فرصه عمر متخبي بقناع","2022,2023,2024,2025",regular,Ready
147,682,فهـمت وما فهـمت,"فهمته نبض فهمته لمس فهمته روح ولا مسموع      فهـمت ان العـشـق فـرصة عمر متخـبّيٍ بقناع
قريته درس فهمته علم أعيشه روح بنور شموع      بكيته دمّ جرحته لا عرفت انّ الصراع صراع
فهـمـتـه .. لـه قـوانـيــنٍ ولـكـنـّـه بـلا مـمـنــوع      فهـمته أصـعـب دروبٍ مـشـيـنـاها بلا مرجاع
فهمت ان العـشق غصن الوعد في خافقي مزروع      فهـمته مـلجأ الإحـساس ولـكـنـّـه بعـد ضــيـّاع",فهمت وما فهمت,"فهمته نبض فهمته لمس فهمته روح ولا مسموع      فهمت ان العشق فرصه عمر متخبي بقناع
قريته درس فهمته علم اعيشه روح بنور شموع      بكيته دم جرحته لا عرفت ان الصراع صراع
فهمته .. له قوانين ولكنه بلا ممنوع      فهمته اصعب دروب مشيناها بلا مرجاع
فهمت ان العشق غصن الوعد في خافقي مزروع      فهمته ملجا الاحساس ولكنه بعد ضياع","2025,2026,2027,2028",regular,Ready
147,683,فهـمت وما فهـمت,"فهمت ان العـشق غصن الوعد في خافقي مزروع      فهـمته مـلجأ الإحـساس ولـكـنـّـه بعـد ضــيـّاع
فهمت ان العشق أحيان يشبه ف النزول طـلوع      أعيشه في اختلاف الوقت مثل ماتختلف الاصباع
فهـمته جامـع ويجـمـع وجـمّـعــنا بـلا مجـمـوع      بلا مـرسى بلا مـيـنا بلا شـاطي وبـلا مـربـاع
فهـمـته عـالـم الوحـده شـعـارٍ رايـع و مـرفــوع      فهـمته كـوكـبٍ ثـانـي .. يـبـيع الـكـلّ مـا يـنـباع",فهمت وما فهمت,"فهمت ان العشق غصن الوعد في خافقي مزروع      فهمته ملجا الاحساس ولكنه بعد ضياع
فهمت ان العشق احيان يشبه ف النزول طلوع      اعيشه في اختلاف الوقت مثل ماتختلف الاصباع
فهمته جامع ويجمع وجمعنا بلا مجموع      بلا مرسي بلا مينا بلا شاطي وبلا مرباع
فهمته عالم الوحده شعار رايع و مرفوع      فهمته كوكب ثاني .. يبيع الكل ما ينباع","2028,2029,2030,2031",regular,Ready
147,684,فهـمت وما فهـمت,"فهـمته جامـع ويجـمـع وجـمّـعــنا بـلا مجـمـوع      بلا مـرسى بلا مـيـنا بلا شـاطي وبـلا مـربـاع
فهـمـته عـالـم الوحـده شـعـارٍ رايـع و مـرفــوع      فهـمته كـوكـبٍ ثـانـي .. يـبـيع الـكـلّ مـا يـنـباع
فهمت العـشق لي يطـلب من الإنـسان ذرف دموع      فهمت العـشق لي يطلب من الإحساس كل اوجاع
فهمت العـشق له أنواع وعـشقي من فـريد النـوع      فهمت وما فهمت اصلاً وش اللي داخله (فزّاع )",فهمت وما فهمت,"فهمته جامع ويجمع وجمعنا بلا مجموع      بلا مرسي بلا مينا بلا شاطي وبلا مرباع
فهمته عالم الوحده شعار رايع و مرفوع      فهمته كوكب ثاني .. يبيع الكل ما ينباع
فهمت العشق لي يطلب من الانسان ذرف دموع      فهمت العشق لي يطلب من الاحساس كل اوجاع
فهمت العشق له انواع وعشقي من فريد النوع      فهمت وما فهمت اصلا وش اللي داخله (فزاع )","2030,2031,2032,2033",final,Ready
148,685,في خاطـرك حاجـه,"وش فيه بالك بعـيد وجالـس تـفكـّر      بدري على الحزن ، توّك في بداياتك
لا تحسب الوقت لي فاتك وتتـذكـّر      عـمر الـزمن ما يرد الوقت لي فاتـك
لا تـترك الـدمع فـوق الخـد يتحـدّر      حاسب ترى كل عمري فوق وجناتـك
يا نور عيني مدام العـين بك تـنظر      حـرام تـبخـل على خـلـّك بنـظـراتـك",في خاطرك حاجه,"وش فيه بالك بعيد وجالس تفكر      بدري علي الحزن ، توك في بداياتك
لا تحسب الوقت لي فاتك وتتذكر      عمر الزمن ما يرد الوقت لي فاتك
لا تترك الدمع فوق الخد يتحدر      حاسب تري كل عمري فوق وجناتك
يا نور عيني مدام العين بك تنظر      حرام تبخل علي خلك بنظراتك","2034,2035,2036,2037",regular,Ready
148,686,في خاطـرك حاجـه,"يا نور عيني مدام العـين بك تـنظر      حـرام تـبخـل على خـلـّك بنـظـراتـك
ما شفت كيف القمر عقب الظلام انور      بالضبط نفس الشعور ان شفت بسماتك
إن كان في خاطرك حاجه عليّ ابشر      والله لا اسـوق العمر كلـّه لمرضاتـك
ما تدري انـّك إذا تكـدّرت انا اتكـدّر      وافرح لاجل فرحتك واشره لشرهاتك",في خاطرك حاجه,"يا نور عيني مدام العين بك تنظر      حرام تبخل علي خلك بنظراتك
ما شفت كيف القمر عقب الظلام انور      بالضبط نفس الشعور ان شفت بسماتك
ان كان في خاطرك حاجه علي ابشر      والله لا اسوق العمر كله لمرضاتك
ما تدري انك اذا تكدرت انا اتكدر      وافرح لاجل فرحتك واشره لشرهاتك","2,037,203,820,392,040",regular,Ready
148,687,في خاطـرك حاجـه,"ما تدري انـّك إذا تكـدّرت انا اتكـدّر      وافرح لاجل فرحتك واشره لشرهاتك
عوّدتني ع السهر وامسيت ما تسهر      ما غير طيفـك يعـوّضني بسهـراتـك
أحـلى سنيـن العـمر بلـقاك تـتعـطـّر      يا دنيـتي وابـرك الـساعات ساعاتـك
يمر طيفك واضمّك وارجع استغـفر      وارد اشوفـك واقـول الله ما احـلاتـك",في خاطرك حاجه,"ما تدري انك اذا تكدرت انا اتكدر      وافرح لاجل فرحتك واشره لشرهاتك
عودتني ع السهر وامسيت ما تسهر      ما غير طيفك يعوضني بسهراتك
احلي سنين العمر بلقاك تتعطر      يا دنيتي وابرك الساعات ساعاتك
يمر طيفك واضمك وارجع استغفر      وارد اشوفك واقول الله ما احلاتك","2040,2041,2042,2043",regular,Ready
149,688,قال الـمثـل,"خلـّي الدلع وخلـّي التغـلـّي بعـيدين      وخلـنا حـبايـب مثـل ما كنـّا أوّل
وخلـّي الـتـلاقي حيّ مابين الاثـنين      إسكن خـفوقي وبعروقي تجوّل
شوف المسافه لي من دبي للصـين      أقـرب من آهـاتي إذا البعد طوّل
حبّـك يمـوّل فـرحتي سنـين وسنين      مثل الخفوق لباقي الجسم موّل",قال المثل,"خلي الدلع وخلي التغلي بعيدين      وخلنا حبايب مثل ما كنا اول
وخلي التلاقي حي مابين الاثنين      اسكن خفوقي وبعروقي تجول
شوف المسافه لي من دبي للصين      اقرب من اهاتي اذا البعد طول
حبك يمول فرحتي سنين وسنين      مثل الخفوق لباقي الجسم مول","2044,2045,2046,2047",regular,Ready
149,689,قال الـمثـل,"حبّـك يمـوّل فـرحتي سنـين وسنين      مثل الخفوق لباقي الجسم موّل
كنت بعـيـوني حلـم .. لكـنـّه الحـين      أنا اشهـد ان الحـلـم واقـع تحوّل
قال المثل راعي الهوى دوم مسكين      به من كـثير الـشوق هـمّ ٍ يهـوّل
جيت اكتبك شعرٍعلى الطرس يازين      حيث ان شعري من جمالك تنوّل",قال المثل,"حبك يمول فرحتي سنين وسنين      مثل الخفوق لباقي الجسم مول
كنت بعيوني حلم .. لكنه الحين      انا اشهد ان الحلم واقع تحول
قال المثل راعي الهوي دوم مسكين      به من كثير الشوق هم _ يهول
جيت اكتبك شعرعلي الطرس يازين      حيث ان شعري من جمالك تنول","2,047,204,820,492,050",regular,Ready
149,690,قال الـمثـل,"كنت بعـيـوني حلـم .. لكـنـّه الحـين      أنا اشهـد ان الحـلـم واقـع تحوّل
قال المثل راعي الهوى دوم مسكين      به من كـثير الـشوق هـمّ ٍ يهـوّل
جيت اكتبك شعرٍعلى الطرس يازين      حيث ان شعري من جمالك تنوّل
أطلـب وآمـر قـبل هالعـيـن هالعـيـن      ونرجع حـبايب مثـل ما كنـّا أوّل",قال المثل,"كنت بعيوني حلم .. لكنه الحين      انا اشهد ان الحلم واقع تحول
قال المثل راعي الهوي دوم مسكين      به من كثير الشوق هم _ يهول
جيت اكتبك شعرعلي الطرس يازين      حيث ان شعري من جمالك تنول
اطلب وامر قبل هالعين هالعين      ونرجع حبايب مثل ما كنا اول","2048,2049,2050,2051",final,Ready
150,691,قــدّها و قـدود,"صدق من قال يا محمد بأنك سيف ما تـنصد      مروّاتك علم خفـّاق وفيك المرجـله والجـود
يا بن راشـد وابو راشد بنيت امجاد لك تشهد      تجفّ اقلامي بمدحك ، يحير العـد بالمـعـدود
إذا منـّك بغـيـت الـشـيّ فـلا عـنـّه مـردّ و بـد      تطـول اللي تقـوله عـزّ وانتـه قـدّها و قـدود
أشـوف النجم ذاك بعـيد ، وانت من النجم أبعـد      ألا يا حظ ابو من هو تكون انته معه موجود",قدها و قدود,"صدق من قال يا محمد بانك سيف ما تنصد      مرواتك علم خفاق وفيك المرجله والجود
يا بن راشد وابو راشد بنيت امجاد لك تشهد      تجف اقلامي بمدحك ، يحير العد بالمعدود
اذا منك بغيت الشي فلا عنه مرد و بد      تطول اللي تقوله عز وانته قدها و قدود
اشوف النجم ذاك بعيد ، وانت من النجم ابعد      الا يا حظ ابو من هو تكون انته معه موجود","2052,2053,2054,2055",regular,Ready
150,692,قــدّها و قـدود,"أشـوف النجم ذاك بعـيد ، وانت من النجم أبعـد      ألا يا حظ ابو من هو تكون انته معه موجود
إذا اسـمك يجـي في الشـعر يزيد البحر مـدّه مـد      يزيد الشعر في الشاعر تجـيه ابيات دون حدود
مروّض جامحات الخيل ، مهـدّي الموقف المشتد      مفرّج كربة المظـلوم ، وشوق الفاتنات الخـود
أحـد مثـلك أنا ما الـقى رجـل مثـلك أبـد ما حـد      على شـعبه سطع نـوره مثل بـدر الليالي السود",قدها و قدود,"اشوف النجم ذاك بعيد ، وانت من النجم ابعد      الا يا حظ ابو من هو تكون انته معه موجود
اذا اسمك يجي في الشعر يزيد البحر مده مد      يزيد الشعر في الشاعر تجيه ابيات دون حدود
مروض جامحات الخيل ، مهدي الموقف المشتد      مفرج كربه المظلوم ، وشوق الفاتنات الخود
احد مثلك انا ما القي رجل مثلك ابد ما حد      علي شعبه سطع نوره مثل بدر الليالي السود","2055,2056,2057,2058",regular,Ready
150,693,قــدّها و قـدود,"إذا اسـمك يجـي في الشـعر يزيد البحر مـدّه مـد      يزيد الشعر في الشاعر تجـيه ابيات دون حدود
مروّض جامحات الخيل ، مهـدّي الموقف المشتد      مفرّج كربة المظـلوم ، وشوق الفاتنات الخـود
أحـد مثـلك أنا ما الـقى رجـل مثـلك أبـد ما حـد      على شـعبه سطع نـوره مثل بـدر الليالي السود
أنا لاجلك كـتبت الشـعـر و فضلك سـيّدي ممتـد      على طول المدى نبقـى لشـورك طايعين جـنود",قدها و قدود,"اذا اسمك يجي في الشعر يزيد البحر مده مد      يزيد الشعر في الشاعر تجيه ابيات دون حدود
مروض جامحات الخيل ، مهدي الموقف المشتد      مفرج كربه المظلوم ، وشوق الفاتنات الخود
احد مثلك انا ما القي رجل مثلك ابد ما حد      علي شعبه سطع نوره مثل بدر الليالي السود
انا لاجلك كتبت الشعر و فضلك سيدي ممتد      علي طول المدي نبقي لشورك طايعين جنود","2056,2057,2058,2059",final,Ready
151,694,قـراءة مـدى,"دنـيا ودانـي مـواطـيها تـرفـّـعـها      والقرم يرقى بعـزمه عن مواطيها
القـرم يفـرض عليها أمر واقـعها      يجرح دروبه لاجل يرجع يداويها
يرقى واذا ضاقت دْروبه يوسّعها      ويعـب فـيها مع انـّه ما طـمع فيها
لان المـطامع يثـير الشـك دافـعها      مثل الفعى يوم تسمع ناي حاويها",قراءه مدي,"دنيا وداني مواطيها ترفعها      والقرم يرقي بعزمه عن مواطيها
القرم يفرض عليها امر واقعها      يجرح دروبه لاجل يرجع يداويها
يرقي واذا ضاقت دروبه يوسعها      ويعب فيها مع انه ما طمع فيها
لان المطامع يثير الشك دافعها      مثل الفعي يوم تسمع ناي حاويها","2060,2061,2062,2063",regular,Ready
151,695,قـراءة مـدى,"لان المـطامع يثـير الشـك دافـعها      مثل الفعى يوم تسمع ناي حاويها
لاهو سمعها ولا قـصده يسـمّـعها      ولا قـصده إلاَّ تـناظـر ميل راعيها
يطـلع بطـلعه ولكـن ما يـطـلـّعها      بعض المظاهر تزخرف لك مراميها
وشلون ألوم المظاهر والعذر معها      والعـقـربي ما قـدر يكـشف ليالـيها",قراءه مدي,"لان المطامع يثير الشك دافعها      مثل الفعي يوم تسمع ناي حاويها
لاهو سمعها ولا قصده يسمعها      ولا قصده الا تناظر ميل راعيها
يطلع بطلعه ولكن ما يطلعها      بعض المظاهر تزخرف لك مراميها
وشلون الوم المظاهر والعذر معها      والعقربي ما قدر يكشف لياليها","2063,2064,2065,2066",regular,Ready
151,696,قـراءة مـدى,"وشلون ألوم المظاهر والعذر معها      والعـقـربي ما قـدر يكـشف ليالـيها
أهل المطامع تغطّي لك مطامعها      والوقـت يقـدر يبـيّـن لك مغـازيها
من حكّم الظن في الدنيا يضـيّعها      ومن حكّم العقل يكسب في تواليها
ومن أشعل النار لا يامِنْ مواضعها      (النار ما تحرق إلاَّ رجل واطيها )",قراءه مدي,"وشلون الوم المظاهر والعذر معها      والعقربي ما قدر يكشف لياليها
اهل المطامع تغطي لك مطامعها      والوقت يقدر يبين لك مغازيها
من حكم الظن في الدنيا يضيعها      ومن حكم العقل يكسب في تواليها
ومن اشعل النار لا يامن مواضعها      (النار ما تحرق الا رجل واطيها )","2066,2067,2068,2069",regular,Ready
151,697,قـراءة مـدى,"ومن أشعل النار لا يامِنْ مواضعها      (النار ما تحرق إلاَّ رجل واطيها )
والنار أطفت وانا ما اريد أوَلـّعها      واذا ارجعت ولّعت أرجع واطَفّيها
والبسـمه اللي لـذيذ الزيـف وزّعـها      أقـرا مـداها واتـرجـمها وامـشـّيـها
وحروف ما بين الاسطر سهل تجمعها      لكن من الصعب تستوعب معانيها",قراءه مدي,"ومن اشعل النار لا يامن مواضعها      (النار ما تحرق الا رجل واطيها )
والنار اطفت وانا ما اريد اولعها      واذا ارجعت ولعت ارجع واطفيها
والبسمه اللي لذيذ الزيف وزعها      اقرا مداها واترجمها وامشيها
وحروف ما بين الاسطر سهل تجمعها      لكن من الصعب تستوعب معانيها","2069,2070,2071,2072",regular,Ready
151,698,قـراءة مـدى,"وحروف ما بين الاسطر سهل تجمعها      لكن من الصعب تستوعب معانيها
قـليل من يدرك الفـرصه ويصـنعها      يـجـري بـمـبـداه والـدنـيا يـجاريها
بعض الفرص تغتنمني لاجل أضيّعها      واصنع فرص تغتنم من طيب راعيها
هذا وانا اعـزّ نفـسي في تواضـعها      واقــدّر الـنـاس قـاصــيـها و دانـيها",قراءه مدي,"وحروف ما بين الاسطر سهل تجمعها      لكن من الصعب تستوعب معانيها
قليل من يدرك الفرصه ويصنعها      يجري بمبداه والدنيا يجاريها
بعض الفرص تغتنمني لاجل اضيعها      واصنع فرص تغتنم من طيب راعيها
هذا وانا اعز نفسي في تواضعها      واقدر الناس قاصيها و دانيها","2072,2073,2074,2075",regular,Ready
151,699,قـراءة مـدى,"هذا وانا اعـزّ نفـسي في تواضـعها      واقــدّر الـنـاس قـاصــيـها و دانـيها
والناس ما تحـفـل اللي ما يصانعها      وتعـيب في بعـضها لو كان غـاليها
تـنسى وتـذكر علوم اللي يطابـعها      واذا اختفى يختفي عن ذكر طاريها
تـتبع خطا من هو يْحَاوِلْ يمتــّعها      وتـقـول مالا تـكـنـّـه في خـوافـيـها",قراءه مدي,"هذا وانا اعز نفسي في تواضعها      واقدر الناس قاصيها و دانيها
والناس ما تحفل اللي ما يصانعها      وتعيب في بعضها لو كان غاليها
تنسي وتذكر علوم اللي يطابعها      واذا اختفي يختفي عن ذكر طاريها
تتبع خطا من هو يحاول يمتعها      وتقول مالا تكنه في خوافيها","2075,2076,2077,2078",regular,Ready
151,700,قـراءة مـدى,"والناس ما تحـفـل اللي ما يصانعها      وتعـيب في بعـضها لو كان غـاليها
تـنسى وتـذكر علوم اللي يطابـعها      واذا اختفى يختفي عن ذكر طاريها
تـتبع خطا من هو يْحَاوِلْ يمتــّعها      وتـقـول مالا تـكـنـّـه في خـوافـيـها
والناس تـشـكي لحاميها مواجعها      وشلون لو صار حاميها حراميها.!",قراءه مدي,"والناس ما تحفل اللي ما يصانعها      وتعيب في بعضها لو كان غاليها
تنسي وتذكر علوم اللي يطابعها      واذا اختفي يختفي عن ذكر طاريها
تتبع خطا من هو يحاول يمتعها      وتقول مالا تكنه في خوافيها
والناس تشكي لحاميها مواجعها      وشلون لو صار حاميها حراميها.!","2076,2077,2078,2079",final,Ready
152,701,قصيدة ساجـدة,"لك حـروفي قصـيد وْلك قصـيدي شعور      ولك شعـوري خـفوقٍ نبـضه الحَيّ إنتي
وْلك غلا في صَميم الروح حَاضر حضور      واشهد انك بقـلبي وْلا عن العـين غـبتي
يا سَـنا الكـون كلـّه والعـواطـف بحُــور      يا ظيا العـين ياللّي في وَسَـطها سكـنتي
يا بَعَـد كل من لي يـا أريــج الـزهـــور      يا اعذب حروف تظهر في كلامي وصَمتي",قصيده ساجده,"لك حروفي قصيد ولك قصيدي شعور      ولك شعوري خفوق نبضه الحي انتي
ولك غلا في صميم الروح حاضر حضور      واشهد انك بقلبي ولا عن العين غبتي
يا سنا الكون كله والعواطف بحور      يا ظيا العين ياللي في وسطها سكنتي
يا بعد كل من لي يا اريج الزهور      يا اعذب حروف تظهر في كلامي وصمتي","2080,2081,2082,2083",regular,Ready
