Row_number,"meta{qafiya:..., bahr:...}",meta
574,"meta{qafiya:ـالها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
575,"meta{qafiya:ـالها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
576,"meta{qafiya:ـالها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
577,"meta{qafiya:ـالها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
578,"meta{qafiya:ـالها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
579,"meta{qafiya:ـالها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
580,"meta{qafiya:ـهل, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
581,"meta{qafiya:ـهل, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
582,"meta{qafiya:ـهل, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
583,"meta{qafiya:ـال, bahr:رجز}","meta{qafiya:ل, bahr:رجز}"
584,"meta{qafiya:ـال, bahr:رجز}","meta{qafiya:ل, bahr:رجز}"
585,"meta{qafiya:ـال, bahr:رجز}","meta{qafiya:ل, bahr:رجز}"
586,"meta{qafiya:ـال, bahr:رجز}","meta{qafiya:ل, bahr:رجز}"
587,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
588,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
589,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
590,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
591,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
592,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
593,"meta{qafiya:ـيك, bahr:بسيط}","meta{qafiya:ك, bahr:بسيط}"
594,"meta{qafiya:ـيك, bahr:بسيط}","meta{qafiya:ك, bahr:بسيط}"
595,"meta{qafiya:ـيك, bahr:بسيط}","meta{qafiya:ك, bahr:بسيط}"
596,"meta{qafiya:ـيك, bahr:بسيط}","meta{qafiya:ك, bahr:بسيط}"
597,"meta{qafiya:ـينا, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
598,"meta{qafiya:ـينا, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
599,"meta{qafiya:ـينا, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
600,"meta{qafiya:ـاير, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
601,"meta{qafiya:ـاير, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
602,"meta{qafiya:ـفه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
603,"meta{qafiya:ـفه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
604,"meta{qafiya:ـفه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
605,"meta{qafiya:ـاك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
606,"meta{qafiya:ـاك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
607,"meta{qafiya:ـانها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
608,"meta{qafiya:ـانها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
609,"meta{qafiya:ـانها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
610,"meta{qafiya:ـنك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
611,"meta{qafiya:ـنك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
612,"meta{qafiya:ـنك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
613,"meta{qafiya:ـنك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
614,"meta{qafiya:ـن, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
615,"meta{qafiya:ـن, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
616,"meta{qafiya:ـن, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
617,"meta{qafiya:ـزا, bahr:رجز}","meta{qafiya:ا, bahr:رجز}"
618,"meta{qafiya:ـزا, bahr:رجز}","meta{qafiya:ا, bahr:رجز}"
619,"meta{qafiya:ـدك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
620,"meta{qafiya:ـدك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
621,"meta{qafiya:ـدك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
622,"meta{qafiya:ـدك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
623,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
624,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
625,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
626,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
627,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
628,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
629,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
630,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
631,"meta{qafiya:ـابي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
632,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
633,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
634,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
635,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
636,"meta{qafiya:ـيا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
637,"meta{qafiya:ـيا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
638,"meta{qafiya:ـيا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
639,"meta{qafiya:ـيا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
640,"meta{qafiya:ـيا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
641,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
642,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
643,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
644,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
645,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
646,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
647,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
648,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
649,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
650,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
651,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
652,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
653,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
654,"meta{qafiya:ـيب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
655,"meta{qafiya:ـيب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
656,"meta{qafiya:ـيب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
657,"meta{qafiya:ـينا, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
658,"meta{qafiya:ـينا, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
659,"meta{qafiya:ـينا, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
660,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
661,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
662,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
663,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
664,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
665,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
666,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
667,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
668,"meta{qafiya:ـامها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
669,"meta{qafiya:ـيني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
670,"meta{qafiya:ـيني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
671,"meta{qafiya:ـيني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
672,"meta{qafiya:ـضا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
673,"meta{qafiya:ـضا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
674,"meta{qafiya:ـضا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
675,"meta{qafiya:ـف, bahr:بسيط}","meta{qafiya:ف, bahr:بسيط}"
676,"meta{qafiya:ـف, bahr:بسيط}","meta{qafiya:ف, bahr:بسيط}"
677,"meta{qafiya:ـف, bahr:بسيط}","meta{qafiya:ف, bahr:بسيط}"
678,"meta{qafiya:ـيح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
679,"meta{qafiya:ـيح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
680,"meta{qafiya:ـيح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
681,"meta{qafiya:ـيح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
682,"meta{qafiya:ـيح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
683,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
684,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
685,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
686,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
687,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
688,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
689,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
690,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
691,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
692,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
693,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
694,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
695,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
696,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
697,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
698,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
699,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
700,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
701,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
702,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
703,"meta{qafiya:ـله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
704,"meta{qafiya:ـله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
705,"meta{qafiya:ـله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
706,"meta{qafiya:ـله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
707,"meta{qafiya:ـال, bahr:بسيط}","meta{qafiya:ل, bahr:بسيط}"
708,"meta{qafiya:ـال, bahr:بسيط}","meta{qafiya:ل, bahr:بسيط}"
709,"meta{qafiya:ـال, bahr:بسيط}","meta{qafiya:ل, bahr:بسيط}"
710,"meta{qafiya:ـال, bahr:بسيط}","meta{qafiya:ل, bahr:بسيط}"
711,"meta{qafiya:ـال, bahr:بسيط}","meta{qafiya:ل, bahr:بسيط}"
712,"meta{qafiya:ـال, bahr:بسيط}","meta{qafiya:ل, bahr:بسيط}"
713,"meta{qafiya:ـي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
714,"meta{qafiya:ـي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
715,"meta{qafiya:ـي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
716,"meta{qafiya:ـي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
717,"meta{qafiya:ـيته, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
718,"meta{qafiya:ـيته, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
719,"meta{qafiya:ـيته, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
720,"meta{qafiya:ـيته, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
721,"meta{qafiya:ـته, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
722,"meta{qafiya:ـته, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
723,"meta{qafiya:ـته, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
724,"meta{qafiya:ـته, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
725,"meta{qafiya:ـته, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
726,"meta{qafiya:ـاع, bahr:بسيط}","meta{qafiya:ع, bahr:بسيط}"
727,"meta{qafiya:ـاع, bahr:بسيط}","meta{qafiya:ع, bahr:بسيط}"
728,"meta{qafiya:ـاع, bahr:بسيط}","meta{qafiya:ع, bahr:بسيط}"
729,"meta{qafiya:ـاع, bahr:بسيط}","meta{qafiya:ع, bahr:بسيط}"
730,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
731,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
732,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
733,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
734,"meta{qafiya:ـول, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
735,"meta{qafiya:ـول, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
736,"meta{qafiya:ـول, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
737,"meta{qafiya:ـود, bahr:بسيط}","meta{qafiya:د, bahr:بسيط}"
738,"meta{qafiya:ـود, bahr:بسيط}","meta{qafiya:د, bahr:بسيط}"
739,"meta{qafiya:ـود, bahr:بسيط}","meta{qafiya:د, bahr:بسيط}"
740,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
741,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
742,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
743,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
744,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
745,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
746,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
747,"meta{qafiya:ـتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
748,"meta{qafiya:ـتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
749,"meta{qafiya:ـتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
750,"meta{qafiya:ـتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
751,"meta{qafiya:ـوت, bahr:مسحوب}","meta{qafiya:ت, bahr:مسحوب}"
752,"meta{qafiya:ـوت, bahr:مسحوب}","meta{qafiya:ت, bahr:مسحوب}"
753,"meta{qafiya:ـوت, bahr:مسحوب}","meta{qafiya:ت, bahr:مسحوب}"
754,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
755,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
756,"meta{qafiya:ـتك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
757,"meta{qafiya:ـها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
758,"meta{qafiya:ـها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
759,"meta{qafiya:ـها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
760,"meta{qafiya:ـها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
761,"meta{qafiya:ـها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
762,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
763,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
764,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
765,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
766,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
767,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
768,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
769,"meta{qafiya:ـيه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
770,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
771,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
772,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
773,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
774,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
775,"meta{qafiya:ـيل, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
776,"meta{qafiya:ـيل, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
777,"meta{qafiya:ـيل, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
778,"meta{qafiya:ـيل, bahr:مسحوب}","meta{qafiya:ل, bahr:مسحوب}"
779,"meta{qafiya:ـاقي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
780,"meta{qafiya:ـاقي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
781,"meta{qafiya:ـاقي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
782,"meta{qafiya:ـاقي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
783,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
784,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
785,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
786,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
787,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
788,"meta{qafiya:ـلك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
789,"meta{qafiya:ـلك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
790,"meta{qafiya:ـلك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
791,"meta{qafiya:ـلك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
792,"meta{qafiya:ـام, bahr:مسحوب}","meta{qafiya:م, bahr:مسحوب}"
793,"meta{qafiya:ـام, bahr:مسحوب}","meta{qafiya:م, bahr:مسحوب}"
794,"meta{qafiya:ـام, bahr:مسحوب}","meta{qafiya:م, bahr:مسحوب}"
795,"meta{qafiya:ـينا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
796,"meta{qafiya:ـينا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
797,"meta{qafiya:ـاه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
798,"meta{qafiya:ـاه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
799,"meta{qafiya:ـاه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
800,"meta{qafiya:ـاه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
801,"meta{qafiya:ـوحي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
802,"meta{qafiya:ـوحي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
803,"meta{qafiya:ـوحي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
804,"meta{qafiya:ـوحي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
805,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
806,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
807,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
808,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
809,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
810,"meta{qafiya:ـامي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
811,"meta{qafiya:ـامي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
812,"meta{qafiya:ـامي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
813,"meta{qafiya:ـاب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
814,"meta{qafiya:ـاب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
815,"meta{qafiya:ـاب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
816,"meta{qafiya:ـوح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
817,"meta{qafiya:ـوح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
818,"meta{qafiya:ـوح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
819,"meta{qafiya:ـوح, bahr:مسحوب}","meta{qafiya:ح, bahr:مسحوب}"
820,"meta{qafiya:ـنا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
821,"meta{qafiya:ـنا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
822,"meta{qafiya:ـنا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
823,"meta{qafiya:ـنا, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
824,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
825,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
826,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
827,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
828,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
829,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
830,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
831,"meta{qafiya:ـوب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
832,"meta{qafiya:ـرك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
833,"meta{qafiya:ـرك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
834,"meta{qafiya:ـرك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
835,"meta{qafiya:ـرك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
836,"meta{qafiya:ـرى, bahr:مسحوب}","meta{qafiya:ى, bahr:مسحوب}"
837,"meta{qafiya:ـرى, bahr:مسحوب}","meta{qafiya:ى, bahr:مسحوب}"
838,"meta{qafiya:ـرى, bahr:مسحوب}","meta{qafiya:ى, bahr:مسحوب}"
839,"meta{qafiya:ـرى, bahr:مسحوب}","meta{qafiya:ى, bahr:مسحوب}"
840,"meta{qafiya:ـرى, bahr:مسحوب}","meta{qafiya:ى, bahr:مسحوب}"
841,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
842,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
843,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
844,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
845,"meta{qafiya:ـيه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
846,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
847,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
848,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
849,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
850,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
851,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
852,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
853,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
854,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
855,"meta{qafiya:ـيله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
856,"meta{qafiya:ـاعي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
857,"meta{qafiya:ـاعي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
858,"meta{qafiya:ـاعي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
