Text content,Title,poem_id
رغـم قـساوة جرحـك بْقـلبي لكـن قلـبي ما خان,,184
يصحى إلى منّه صحى وان نام جرحك نام لـــه,,184
فتـنتـني لين اكتـشـفـت ان اكـثر الحـب افـتـتان,,184
واتعبت من مَـسْك الـقـَلم كفٍ تجـيد أنامـلـــــــه,,184
صـياغـة الـتعبيـر في جـملـه يخـلـّده الزمـــــان,,184
تصـويرها يـثـبت بـأنّ الـنـّاس ماهـي كـاملــــه,,184
خلاص بطـّـلنا غـلا .. أحسن لنا نبقى اخـوان,,184
ويعاملك قلبي طبيعي مثل ما انت تـْعامـلـــــــه,,184
صدّيت منـّك مثل ما صد الشجاع مْن الجبـــان,,184
واحرمت من وصلك أحاسيس الخفوق الشامله,,184
لا صرت دون احساس ما تقدر تقدّم لي حنــان,,184
لان القـلوب بحـسّها .. و بعـطفها .. متـكاملـه,,184
إنتـه على طيّـارة الهجـران حاجـز لك مكـــان,,184
وانا فْ مطار مْواصلك ناطرك ساعه كاملـــه,,184
مطـر .. مطـر.. وتـرد للـتـربـه الـروح,مطر .. مطر,185
ويخـضـرّ ويذعـذع نـسـيم البـرادي,,185
والعـشب فوق العـشب يبني له صروح,,185
فـي وادي ٍ رابـي على ظهـر وادي,,185
لكـن حـمـام الـدوح ما لـه مـن الـنــوح,,185
صـدّه .. لو ان العـيـد شـارقه بـادي,,185
حـمامة الـوادي ترى الصـوت مبحـوح,,185
نوحي لكن نوحي بشكـل اعـتـيادي,,185
الـحـزن بـرقـه كـل لـيـلــه لـي يْـلـــوح,,185
أحب أحـزن .. بس في جـوّ هـادي,,185
ضايـق ما أدري ويـن انا أبـغـي اروح,,185
رغـم النجاح اللي صنعـه انفـرادي,,185
لـو ان لاعــداء الـنجـاحـات مـصـلوح,,185
يـتــّمـتهـا .. لـكـن .. لا يا أعـــادي,,185
وكفوف أصحاب الكرم ماهي شحـوح,,185
وطموحهـم دايـم وهو في ازديـادي,,185
تشـرق مكارمهـم على الأرض وتفوح,,185
أذكـارهـم فـوحـة بَخَـتـْري وكـادي,,185
وفكري وَحَش في روض الابداع مطروح,,185
نادر ولا يُعرض في سوق المزادي,,185
لانـسـان حـفـنـة طيـن نـُفـخ بهـا روح,,185
تـكـوّنـت عـلى شـعـور و مـبـــادي,,185
فـــــزّاع حـزنـه سِـر ماهو بْمـفـضوح,,185
لو ينـفـضـح يمـكن يـثـور الزنـادي,,185
ضيقة شعوب الأرض يا عاشق البوح,,185
ماهي مثل ضـيـقة شـيـوخ البـلادي,,185
عـنيـد لو قـلـبي مـن الحـزن مجـروح,,185
ولا اعرف وش هو سبب هالعنادي,,185
يمـكـن لأن العـمر مجـموعـة جْـروح,,185
والاّ لأنـّي شـخــص ماهـو بْـعــادي,,185
يا مصـبّـحٍ بالخـيـر مسّـيـت بالخـيـر,ملاذ عمر,186
أنـا بــدار و إنـت عـنـّـي بـديـــــره,,186
أيخفـق لك قـلبي كما خـفـقـة الطـيـر,,186
عَ كـف غـمـريٍّ سبـوقـه قصـيـره,,186
يـفـرّنـي التـفـكـيـر فـرّ الأعـاصـيـر,,186
وشوق مسبّـب في الضماير حشيره,,186
يجـيـبـك التـفـكـير صـوتٍ وتصـوير,,186
واهـيـم في نـور الخـدود النضـيـره,,186
أمشي على حـكـم الـزمـن والمـقاديـر,,186
أنـا بـغـرب وصـاحـبـي بالجـزيـره,,186
أمري خطير ان صار في الوقت تقصير,,186
لانـّك طـبـيـبٍ للجـروح الخـطـيـره,,186
آخـر قـراري فـيك من دون تفـكـيـر,,186
تـقـريـر من يـبـغي يـبـرّي ضميره,,186
إنك عن الأقصى والادنى وعن الغـير,,186
مـلاذ عـمـرٍ فـي الحـياه اسـتـخـيره,,186
الأوّلـه أنـتـه بالـغـلا وإنـت الأخــيــر,,186
وانت الوطن والأهل وانت العشيره,,186
تبـسّـــــم يا قـمـر للّي عـنـالك,من الف ليله وليله,187
بسحـبٍ تمطـر ويطـرب رعـدها,,187
سرت لك نجمةٍ من طيب فالك,,187
وراحـت من بلــدها ليا .. بلـدها,,187
بـليـلة حـلم ما تخـطر ع بـالك,,187
بـليـله وألـف ليـله مـن وعــدها,,187
صــباح الـورد ياليـلي لحـالك,,187
ومـسـاك النـور ياصـبح بوردها,,187
إذا غـرّبـت والمجـد بوصـالك,,187
خطر ع الشمس تشرق من سعدها,,187
هـنيّـالك ومـن وصـلـه هـنالك,,187
هـنـيّـالـه مـن الـدنـيــا سـهــدها,,187
سعى بطيب وبدابك وانتهى لك,,187
و بـن الـعـطـر من يـدها لـيـدها,,187
وتنشد يا قمر من هو سعى لك,,187
وانا آقول النجوم ومن صعـدها,,187
هذاك اللي قبل لاسـمع سـؤالك,,187
سـما العـليا على مجـده سـندها,,187
مادامه من صـور قلبـك مـنالك,,187
عـسى دنـيا الفـرح دايم سعـدها,,187
سرت لك نجـمةٍ من طيب فالك,,187
وراحـت من بلــدها ليا بـلـــدها,,187
من حَاء ميم إلى سَعادة حضرتك يا نون الف,من حاء ميم إلى نون ألف,188
وشلون تبغـيني أخـون العَهـد وآنا حَـالـفه,,188
ياصاحبي كانك من اصحاب الضميرالمختلف,,188
لا عاد تطريني على باب الأمل في سَالفه,,188
شاعر ومبدع قبل ما أنـشر بوسـط المُختـلف,,188
وآرى بخلق الله في طيبي ماهي مِـتخالفه,,188
وكانه تِلف قـلبك ترى قـلبي من الفرقا تـلف,,188
دروبـنـا مـتخـالـفـه .. و قـلـوبـنا مـتوالفه,,188
أتعـب من الفرقا وتتعـبني ويلحقـني صَـلف,,188
لكن قلبي صَلف ويحب الدروب الصَّالفه,,188
إن كان حبّك لي مجرّد حب تقصد به سَلف,,188
إذلف من العوج السنين الماضيات الذالفه,,188
قضيّتك في المحكمه والجرم مكتوب بْمَـلف,,188
والمـدّعي ياخـذ بـرايـك والمحـامي خالفه,,188
كلـّفت نفـسك فوق طاقـتها وتعـّـبها الكـَلف,,188
والحين تبغي تموت نفسك من عناها كالفه,,188
لا تفـتـكر إنـّي معاك افـكـّر آسـوّي حِـلِف,,188
ما نيب مجـبور ايّ شخـص آقـابله أوالـفه,,188
لا عاد تحلف زور لانّي كاشفك قبل تحَلف,,188
الحـب تالـف وانت تالـف والعـلاقـه تالـفه,,188
من صغر سِنـّي وانا انظر للغلا نظره رفيعه,من عرفته ما ذرفته,189
واعرف ان العِشره اسمى من غلاك وْمن حَناني,,189
يوم شفتك من ضياع وشفتني مثل الوديعه,,189
انته اللي ضعـت فيني وانت بس اللي لقـاني,,189
والله انّ الضيعه اللي جابتك ما هي بْضيعه,,189
ضيعة العـشـّاق شيّ وْضيعـتي بك شيّ ثاني,,189
يا غرامٍ ما استطيع انساه لو قلت استطيعه,,189
يا كــلامٍ مـن عـرفـته ما ذرفـتـه من لـساني,,189
إشتر اللي تـشتري فيني وبيع اللي تبـيعه,,189
ما التـفت لوجـه غـيرك باعـني والاّ شراني,,189
خل طعـناتك قـويّه وْ خل نظراتك سـريعه,,189
يعني اضرب اهرب اضرب اضرب اهرب في ثواني,,189
ماانت باوّل من شرب صيفي وعطـّشني ربيعه,,189
ولا انت بآخر من خذاني من يديّ وْلا خذاني,,189
إنت ما وسّعت صدري لين ضيّـقت الوسيعه,,189
كنـّك تحـطب الجروح مْن المحاني للمحاني,,189
كل ساعه لك بصدري رمح أقسى من تبيعه,,189
وكل جرحٍ له بوجهـي حـزن غـير الأوّلاني,,189
وكل ليـل يْهـون لكن ليـلة البارح فـظـيـعه,,189
يعـلـم الله كانـت اوّل لـيله تـزلـزل كـيـاني,,189
كن رمحك ما يبات الا ورى الحدب المنيعه,,189
وكن جرحي ما يعرف ينام ورماحك تعاني,,189
ولّ يا كيد الظبا ما شفـت من يصنع صنيعه,,189
لو زرعته في حشاك سنين يمحيك بثواني,,189
في زمنـّا قالوا ان ما طاوعك هالوقت طيعه,,189
وانت مثل الوقت قاسي طاعني والاّ عصاني,,189
بس ابيك ليا عسفت البُعد واسرجت القطيعه,,189
إلتـفت مَرّه عليّ وْ حـط نفـسك في مـكاني,,189
إنت لو إنّي خدعتك راح ترضى بالخديعه؟!,,189
بعـتني مليـون مَرّه .. حبّـني مَرّه عشاني,,189
خايف تحمّل خـفـوقي فوق ما لا يستـطيعه,,189
ويبتـليك الله بغـيري مثل ما فيك ابتـلاني,,189
خلـّني مثـل الضـياع وشلـّني مثـل الوديـعه,,189
إنت من ضيّعتني، مافي أحد غيرك لقاني,,189
واشهد ان الضيعه اللي جابتك ماهي بْضيعه,,189
ضيعة العشـّاق شيّ وْضيعتي بك شيّ ثاني,,189
أنا عنــــواني اشعــاري وأسمـي في معانيهـا,من هو فزّاع,190
وأوّل بيـــت أنا قـلتــه غــدى تـاريخ ميـلادي,,190
إذا تـنـــشد عن اخـباري من اوّلهــا لتـاليهــا,,190
أنا أشـعاري هي اخباري على ما ريد تنقادي,,190
وانا أمّـي إماراتــي ولدت وْعشــت أنا فيهــا,,190
وابوي امجاد عرباني وطاري ماضي اجدادي,,190
وأخـوانـي أنا الملـيــار مسلـم في أراضـيهـا,,190
وانا الـقــرآن والـسـنـّه غـدوا زادي وزوّادي,,190
أعيـش هـمومــي وفرحــي ولا لـي نيّه أخفيها,,190
وأكـبر هـمّـي الـمقــدس وطفــلٍ جـنـبه ينادي,,190
يهـزّ بصرختــه أرضٍ نوى الصهيـون يمحيها,,190
مـن التاريخ، والعـالم وقـف مكـتوف الآيادي,,190
وانـا ايّــامي هي اسـتاذي تعـلـّمنـي ليالـيهــا,,190
فـلا خـيـــرٍ بإنـســــانٍ يـفــاد ولا بعــد فـادي,,190
وزايـــد قـدوتي زايــــد، وزايـد من يزهـّـيها,,190
بـلاده شـانهـا عـالـي بـإسـمــه دايـم تـشـادي,,190
وروحي محـمّــد المغـوار إبـن راشــد يغـذّيها,,190
من اشعاره من افكاره بنـيت بْـمجده امـجادي,,190
مربنـّي على الجـود وْعلى المعروف واحميهـا,,190
بـــلادي حـبي الأوّل ولا لـي غـيـرها بـــلادي,,190
من يحـبّـك كـثـر ما احـبّـك أنـا,من يحبك,191
ومن بحـبك حاول وياما اجتهـد,,191
ومن فـ عينه شوفتـك كل المنى,,191
لا ورب العـرش ما غـيـرك أبـد,,191
انت شـوفي وانت عمري والهنا,,191
ياجسـد بي روح ولروحي جسـد,,191
وانت عيني وانت نوري والسنا,,191
وانـتـه اسـبـابـي إذا حـبي خـمـد,,191
وانت ميـعـادي وسهـدي والعـنا,,191
وانت تعـذيـبي وصـبري والجلد,,191
وانت راحـاتي وروحي والظـنا,,191
وانت الاوّل ..مابها قبـل و بعـد,,191
لـمّـنا جـو الـمـحـبـّـه و ضـمـّـنا,,191
ومن بعـد قـربك أنا كيف ابتعـد,,191
شـوف ما اكبر ياحبيبي عـشقـنا,,191
فـاق كل العـشق وحـده وانفـرد,,191
لـو يـوزّع عالـبـسـيـطـه حـبّـنا,,191
ما بـقـى حــدٍّ بها يـكــره أحَـــد,,191
اليوم عيد .. اليوم أغلى من العـيد,ميلاد مجد,192
اليـوم هـذا غـير عـن كـل الاعـيـاد,,192
واللـيله احلى مـوعـدٍ فالـمـواعـيـد,,192
تاريـخها يحـمل معـه عـيـد ميـلاد,,192
ميـلاد كل الحـسن والـمجد والغـيد,,192
الـزيــن فـيـها كـامــلٍ والـغـلا زاد,,192
ميـلادها سـمّـوه شـيـخ الـموالـيد,,192
الـمجـتمع يـفرح به جمـوع وافـراد,,192
كـنـها غــزالٍ جـافـلٍ قـادة الصـيـد,,192
كل الضـبا من خـلـفها جـات تـنقاد,,192
البحر يـحسدها على السير في البيد,,192
شوف البحر من حسنها صار حسّاد,,192
هي أغلى عـنقودٍ ما بين العـناقيد,,192
بنت الشـيوخ اللي من امجاد لامجاد,,192
الشـوق يحـضـنها مـن الأيـد للإيـد,,192
مـتـسـيّـده ..لان الـسيـاده للاسـياد,,192
جـمالها يطغى على فـرحـة العـيد,,192
ويـالـيـتـها بصـحّه لها دوم يـنـعـاد,,192
يا كامـلٍ زينـك على كل مـزيـــون,نبع المحبّه,193
أهـــواك والله يـا غـــزالٍ فـتـنـّي,,193
منـزلك داخـل في وسط لبّ لعـيون,,193
وما كنت لحظه يالغلا بعيد عنـّي,,193
إن قـلت أحبّـك لا حـشا فيك مجنون,,193
وان قلت بانسى خيّب الفكر ظنّي,,193
يا كـيف بانسى والعـقل فيك مفـتـون,,193
وكـن المحـبّـه نـبـع منـّـك ومـنـّي,,193
يضج قلبي شوق في الصدر مكنون,,193
ورياح حبّـك يا حبـيبي عْصـفنـّي,,193
ما اريـد بك حـدٍ ولو كان ما يكــون,,193
إنتـه وبس انتـه ..حـيـاتـي وفـنـّي,,193
ان جيـتني أفـرح ولو كنت محـزون,,193
وآشوف كوني بالفـرح لي يغـنـّي,,193
وان رحت عنّي ضاق بي واسع الكون,,193
وتكـثـر هـمـومٍ فـالحـشا عـذبـنـّي,,193
يا مسا السكـّر على الغصن الرطيب,نخوة قوافي,194
يعِـل تـسـقي ديـرتـه وبـل الـسحـب,,194
زارني والفـكر ساري سري ذيـب,,194
قـلـت سـبـحان الـذي سـاق ووهـب,,194
قـلت يالـيل اللـقا والـشـوق طـيـب,,194
طيب لاصحاب الحسب واهل النسب,,194
الـقـوافـي تـنـتخـيني قـبـل اثـيــب,,194
وما على سنـّي من اشـعاري عـتب,,194
إن بدعـت الشعر سنـّي ما يعـيب,,194
من صغـر سنـّي وانا قـافـي عجـب,,194
الـقـوافـي بـدعـها حـظ ونـصـيب,,194
بس انا حظـّي على الـقاف انـتصب,,194
إن صعب قافي ترى فالي يطيب,,194
مطـلب افكاري هو الـقاف الصعـب,,194
دامني في صغر سنّي قبل اشيب,,194
أمـلـي الـدنـيـا زغـاريـد و طـــرب,,194
ما علـيّـه لو غـدى شـكٍ وريــب,,194
وش على الصادق إذا الحاسد كذب,,194
دام فعـله دون قولي ما يصـيـب,,194
كـيـف لو فـعـلي عـلى قـوله وثـب,,194
ظنّ بي ظنّ الحسود المستغـيب,,194
وابتـلـيـتـه بـلـوة الـسـيـف الحَــدَب,,194
قمت اجيب اللي عجز عنّه يجيب,,194
ما قدر يكشف عن عروق الذهب,,194
كيف الوم اللي نظر عينه عطيب,,194
ما يـمـيـّــز بيـن زرفــال وخـبـب,,194
الـمعاني بـدع فـكـري واللـبيـب,,194
يـدري ان الـراس ما يتـبـع ذنـَب,,194
الشعـر ماهـوب لامـثالي غريب,,194
لانـي بحـاجـة من احـتـاج وكـتب,,194
وارثـنـّه هـوب في حاجة نسيب,,194
الضعـيف اللي إذا احـتاج انتـسب,,194
وانت يابو نصّ ظن ونصّ عيب,,194
لا تـسال الـكـرْم عن لـون العـنـب,,194
لا تسال الشط عن موج الغـبيب,,194
البحـر مايـرحـم صـغار الخـشـب,,194
والعـرب ما تـفخـر الاّ بالنجـيب,,194
واشهـد انـّي عـندهـم عِـزّ الـطـلب,,194
وانت يالمحـبوب لك ربّ ٍ حسيب,,194
لا يـغــرّك مـن تـبـاعـد واقـتــرب,,194
وانت لو تخطي على قلبي مصيب,,194
صـابـني من بيّـة عـيـونـك هــدب,,194
إن رماني رمش عينك يالحـبيب,,194
جـرحـك علاجـي وانا ادوّر سـبب,,194
إسأل مْجـرّب ولا تسأل طـبـيـب,,194
العـرب ما تـفـخـر الاّ بالـعـَــــرب,,194
يوم اقبلت تخطب ندى الريحان لطف وخفـّه,ندى الريحان,195
ما كنـّها الاّ الصبح يوم اقبل يجرّ اقـدامه,,195
تحـفة حسن من حولها غـيمة غلا ملـتـفـّـه,,195
كل الحلا محبوس بين اقدامها والهامه,,195
كن الـثغـر منها نهـر والا الشـفايف ضفـّه,,195
ما شفت في عمري نهر له ضفّةٍ بسّامه,,195
يحتار فيها من نظر لو هو صدق في وصفه,,195
ويكذّبه لي ما نظر واللي نظر ما لامه,,195
تحفة حسن لاقت بعـين اللي يعرف التحفه,,195
ويسوم عمره لاجلها لولا الغلا ما سامه,,195
بعض الصدف فيها حلا يا ما حلا هالصدفه,,195
وشلون ما يرتاح لي صادف فتاة احلامه,,195
ويـزفـّـها بايـقــاع هــادي للـحـنايـا زفـّـه,,195
ويعيش معها ما بقى له من جميل ايّامه,,195
ويعـاتـب اوّل سـينها لانـّه تـصدّر حرفه,,195
مع ان اوّل إسـمها سـينـه تصـدّر لامه,,195
طـيّـبت فـال الفـوز يا طيّـب الفـال,هذا الشبل من ذاك الأسد,196
يا ( راشد المكـتوم ) ما فـيك حـيله,,196
الفـوز بـك ياعـالي الـشـان يخـتال,,196
والفـوز يرغـب كل راعي طويـله,,196
مبروك ما دنّت لك مزون الاقـوال,,196
ومبروك ما غِظْت بْمزونك مخيله,,196
يا زاكـي الجَـدّيـن من عَـمّ وْ خَـال,,196
يا بـدرنا اللي في الدجى نستخـيله,,196
يـفـداك عَـزم اللي تـمـنـّى ولا نـال,,196
يا شـوق ربّـات العـيـون الكحـيله,,196
لك مجد قبل .. وْمجد حاضر ولازال,,196
وامجاد لك في المقـبلات الجزيله,,196
يا(راشد) اتْعَبْت المدى والمدى طال,,196
واللي تِبَعْـك أتْعَـبْت عَزمه وخيله,,196
كم سقـت خيلك بين رمله وْمِـْسـيَال,,196
وشَــيَّـلـتها بالحـزم ما لا تـشـيـله,,196
يا شبـل من تـفـخر بطاريه الاشـبال,,196
شـبل الأسـد لي ما يِحَفْل الهزيله,,196
هذاك لي تضرب به الناس الامثال,,196
سهـل الـتمثـِّـل به ويصعب مثـيله,,196
فـارس يِهـزّ بْهـيـبـته ألـف خَـيّـال,,196
ظاري على حمل الحمول الثقـيله,,196
يـدهـل بغـايـاتـه على كـل مـدهـال,,196
دون المـعـالي ما تــردّه عضيلـه,,196
وانته على درب العـلا قايـد أبطال,,196
والشبل من ذاك الأسد له حصيله,,196
أشْهَـد شهـادة حَـق والحـق ينـقال,,196
إنـّك على الطـولات ما فـيك حيله,,196
لابـد بالـكامـل يجي فـيه نـقـصان,هذي طبوعي,197
يالـيـتها بالـجـوع .. باسـدّ جـوعـي,,197
لكـنـّها كـضـّه و فــرّه و مـيـــدان,,197
وانا لـيا قـدّمـت يـصعـب رجـوعي,,197
والكـلمه اللي من قـناعات وايـمان,,197
يصبح بها لساني وتصغي سموعي,,197
قولوا لمن سوّت على القلب بيـبان,,197
إتـفـتـّحـن م السـبت ليـن الربـوعي,,197
إللي حزنها غير عن كل الاحزان,,197
خلاّ ابتـسـاماتي مثـل حـب كـوعي,,197
لـو انـّها تـسـهــر ليـا بـعـد الآذان,,197
باتشوفني لا رحت باطفي شموعي,,197
حزيـن متـشـائـم ونـادم وحـيـران,,197
بس ماظلم .. وهذي أرقى طبوعي,,197
أبـوي سـمّاني على ابوي حمـدان,,197
وخلاّني آخذ عـزّتي من خضوعي,,197
وعلـّمني آبـادل الاسـاءه بإحـسان,,197
من قــوّ وقــفـاتي أثـبـّـت وقـوعي,,197
يمكن عيوني قاسيه بعض الاحيان,,197
لكن يعـرفـني اصـدقـاي وربـوعي,,197
والله لو ان في ايدي أفـرّح انسان,,197
بافـرّحـه .. لو ان ثـمـنها دمـوعي,,197
يا ناعـم العـود مزحـك يذبح وجـِدّك,هنيّالي,198
يـذبـح وانا كـل ما جا منـك يـحـلالي,,198
ألله .. ألله يـا فـتــّــــان مـن قـــــدّك,,198
حـتى عـيوني لوصـلك مـوقـها سـالي,,198
باحت دموعي غـرام وْقلت وش حدّك,,198
يا دمعـتي تـنـزليـن وْ مرقـبـك عـالي,,198
قالـت مكـاني خلقـه الله عـلى خــدّك,,198
والاّ عـيونـك مكـان الصـاحب الغالي,,198
محـلاك .. محلاك قـالت للشهـد نِدّك,,198
حتى الشهـد ما ينافـس ريقـك الحالي,,198
أهواك، واغـليك، وآقـدّرك وآودّك,,198
وآلـحـّـنـك شـوق ويـغـنـّـيـك مــوّالي,,198
آهـد بـفـراقـك الـدنـيـا .. ولا اهــدّك,,198
و افـني بوصـلك طـموحـاتي وآمالي,,198
برودة الشـوق تـدفا في حـضن يـدّك,,198
وحـرارة الوصـل تـبـرد لا تـهـيّـالي,,198
أحـط راسـي على مـنحـرك واسـدّك,,198
عن حـب هالـناس لانـّك حبي لحالي,,198
قلبي يموت ف غلاك ووصلي يشدّك,,198
وغلاك في خافقي و صورتك في بالي,,198
ولا انثنى رمش عينك وانتصب قـدّك,,198
أشوف لون القهـر في عيون عذّالي,,198
ويـقـول قـلـبي هـنـيّـالك ومـن قــدّك,,198
وانـا أردّد مَـعَ قـلـبــي .. هـنـيـّــالي,,198
الشـوق في خافـقي يا زيـن حـرّكـته,هوا الحريّه,199
واحرجتني فالغلا واقفيت سكـّاتي,,199
لين اكتشفت انّك الخاسر في معركته,,199
من يوم زعّلت ( فــزّاع ) الإماراتي,,199
القلب متـشربكٍ بك وانت شربكته,,199
لكـنّ باروح وانـته خـلـّك تـحـاتي,,199
يامهـلك القلب تدري يوم هلـّـكته,,199
ما طاع عزمي وعيّـا ينكـسر ذاتي,,199
إن شفتك تفبرك احساسي ما فبركته,,199
أعيش إنسان .. حتى في معاناتي,,199
مؤمن بربّـي ولا في يـوم أشـركـتـه,,199
وآهذب النفس باسمه في صلواتي,,199
طموح واحد عشقت النفس وادركته,,199
إنّي أحـقـِّق نـجاحي بانكـساراتي,,199
واليوم حَقـّك على الصقـّار وشبكته,,199
يا طير ياللي تهاوت فيك هقواتي,,199
سلطان قلبي قطع سبقك في مملكته,,199
ناطـح بصدرك هوا الحريَّه العاتي,,199
الشـعـر فـن الـريـــاح ومزّتـه وابـل,وسمي,200
والمزمل ان جاك راكب ما يبا وسمي,,200
والا انت خل الطيور و خل الـمعابل,,200
هذي نصـيحه قبل تتـعرّف بأسـمي,,200
الـدار هذي تـراها غيـر عن ( كـابل ),,200
والأمبـراطـــور فيها دايـماً رسـمي,,200
والاّ مـقابـل قـصـيدي شـاعـرٍ قابـل,,200
يـوسّـم بيـوتـه النـدّر على وسـمي,,200
وان هز كتفك سيوف الحرب والنابل,,200
تراي من زود عزمي ما ارتخى جسمي,,200
والا انت قسمك بيديني وانته بـْ( بابل ),,200
لكن من الصعب تتسيطر على قسمي,,200
وان جيت في آخر العنقـود لي ذابل,,200
أنـا لك مـزون ماقـد جـابته وسـمي,,200
على اللي صار وش باقي تزيد الهمّ فوق الهم,وضوح الما,201
على اللي صار ياخلـّي أرد آقـول وش بـاقي,,201
أنا عـشـتــك حـلم كـذاب ألا يا الله يا ذا الحـلم,,201
تعيش انته برود الجوّ وتضحك لي على احراقي,,201
إذا ما تدري إن السـمّ إذا صابـك يـبي له سم,,201
وانا سَـمّي وضـوح الـما تـشـوفه دايـمٍ راقـي,,201
واذا شفـته حـبيبي لونـه الأحـمر ترى هو دم,,201
وانا الظـمـيان إرويـني أدوّر فـزعـة الـساقي,,201
لا تغلط قبل ما ترمي باتضرب يمكن ابن العم,,201
ولا تأمّـن في واحـد بين هـذي الناس سرّاقي,,201
على الصوره أنا اصوّر وانا الوّن وانا أرسم,,201
ولكـن ياحـبيب القـلب أنا ما أكـشف اوراقـي,,201
يمين الله يمين الله عقب ما ضجّت الوديان,ولا يقدَر يلمّ الشمْل غير القايد الربّان,202
بامدّ غصون عذري قبل تـثمِر بالذنوب غـْصون,,202
انا باستغفر الله وارجع اتعوّذ من الشـيطان,,202
قـبل لا ابـدا الكــلام وقـبل ترجـح بالكـلام وْزون,,202
قبل أعزا العرب واعزف سنين اللي خبرها كان,,202
اقول اش حال نخوَتْنا وحال اللي رضوا بالهون,,202
علام قـْـلوبنا شـتـّى وبيـن افـعـالـنا شـتـّــان,,202
تـخـالَف فكـرنا حتى ضحَـك من حالنا شارون,,202
تسنـّمنا الخـلاف بْـداجْ ليل وصـبحـنا ما بان,,202
عن ايّة صبح نتـكـلـّم ماْ دام ان الطـريق ظـنون,,202
سراب الظنّ يغري بس يا بعده عن الظميان,,202
ومن يتبع سراب اللال ظنّه وش عساه يكون؟,,202
ومن يـتـبع سـراب اللال ظـنـّه يورد الغـدران,,202
مثِل من يطلب مْن الموج في عزّ العـواصف عون,,202
غريبه كيف حاضرنا غدا من حاضره حيران,,202
واذا مـنّا ذكَـرْنا لي مضى صـار الـكـلام شْجـون,,202
ذكرنا عـزّ ماضيـنا وضـاق بدمّـنا الشـريـان,,202
وضاق البحْر بـدمـانـا وضـاق بْنا وسـيع الكون,,202
جرى دمّ العرب من مغرب (المغرب) الين (عْمَان),,202
من (المغرب) الين(عْمَان) ضاقت بالعتاب حْضون,,202
غـدى صنع الدهـر فينا صنـيع السـيل بالعيدان,,202
بلــَغ حـدّ الزبى وارّث بـنا من كل صوب طـْعـون,,202
تقـلـّب يا دهـر ما بيـن زيـف القـول والكـتمان,,202
كما الافـعى تـقـلّب بالـْف معنى والْف لون ولون,,202
عراق المجد ما تطوي مشارقها سما النسيان,,202
ولا والله نـنـسـاهـا ولـو بـعــْض العـرب يـنسون,,202
نحبّ ارض العراق ولاجل اهلها يرجح الميزان,,202
ويهتف باسـمها ركْب الشعوب اللي غـدوا يـسعـون,,202
سعـوا من شرْقها للغرب يرثون العرب ركبان,,202
غريبه كيف حتى الغرب لاحـوال العـرب يـرثـون,,202
شعـارات الوفا طاحـت بيارقها على الشـطآن,,202
على شـطّ الفـرات ودِجـله انهارت كـبار حـصون,,202
على نـاريـن نار الحـرب والفـتـنه لها نيـران,,202
جرْت بين القلوب ونوّخت في حاضـرة (هارون),,202
تشتّت شمْل من كانوا على درْب الرخا خلاّن,,202
يجـدّم بـعـضهـم قـولـه وردّ الـبـعـض مـنهم دُون,,202
ولا يقـدَر يلـمّ الشـمْـل غيـر القـايـد الـربّـــان,,202
حكـيم الـراي له نـرضى وبه كل العـرب يرضون,,202
قدَر يجمع شمِل هذا الوطن من سالف الأزمان,,202
ولا زالـت بــلاده بـالمـكـارم قــَـدْرها مـصـيـــون,,202
بعـزمه وحّـد بْـلاده ورَدّ بْحـزمه الطـمـعان,,202
وثـبـّـت منهـجـه بالحقّ والـدسـتـور والـقـانون,,202
تسامَـت به قـوافـينا ومالـَت بالقصيـد الحان,,202
بذكر اسمه تسامَت وافصحَت عن درّه المكنون,,202
سمـوّ الوالـد القـايـد نعـم زايـد إبـن سلطان,,202
نعـم زايـد نعـم زايــد بـذكـر اسـمـه تـقـرّ عْيون,,202
نعـم زايـد نعـم زايـد اهو اللي شـيّـد البـنـيان,,202
وعـلاّ للـسـما صرح ٍ تـضـمّـه راسـخات رْكون,,202
مواثيقه على العدْل اشهدت باسم الله الرحمان,,202
وراياتـه على مـتـْن الـسـحاب وجانـبه مامـون,,202
على مـدّ النظـر مـدّة يمـيـنه ما يـردّ انـسان,,202
ولا ضـيـفه يـردّ الاّ وعـنـقــه بالـثـنـا مـديـــون,,202
وَلا قلت الجديـد ان قلت جوده ورّد العـربان,,202
صـفات الجود لـه تـشهـد وبه كل الملا يـدرون,,202
مزونه ما تميّـز من كـرمها ظامي ورويـان,,202
واذا هـلـّت تـسوق بـطـيـبها مالا تسـوق مْزون,,202
واذا للفخْر داعي نحن نفخر به رفيع الشان,,202
واذا للـدار داعـي كـل منـّا حـاضــر ومـمـنــون,,202
يمين الله يمين الله متى ما ضمّـنا المـيـدان,,202
لَـتـلـقى فعـلـنا مع قـولـنا باسم الـوطـن مقرون,,202
وين انت ياللي كل ما قلت وين انت,وين انت؟,203
حتى السـؤال يقـول ويـن الإجابه,,203
عامين ضايـق وانت للـيوم ما بنـت,,203
هي حـالـتي بيـن الحـزن والكـأبه,,203
لو شِنت بعـيون المخاليـق ما شـنت,,203
في عـين من حبّـك سرابه سرابه,,203
لـولا الغـلا يا صـاحـبـي ما تمكـنت,,203
صدرٍ من الهـجران صاير خرابه,,203
عــوّد عـليّ وآنـا اتـريّــاك لا هـنـت,,203
الحال واحـد، والظـروف تـشابه,,203
