"ID"	"poem_title"	"content"	"Poem-contexted"	"people"	"places"	"objects"	"sentiments"	"Metadata"
"193"	"نبع المحبّه"	"ان جيتني أفرح ولو كنت محزون    وآشوف كوني بالفرح لي يغني
وان رحت عني ضاق بي واسع الكون    وتكثر هموم فالحشا عذبني"	"وصول الحبيب يجلب الفرح ويضيء الكون، وغيابه يسبب ضيق الكون وكثرة الهموم التي تعذب الشاعر.
-----
ان جيتني أفرح ولو كنت محزون    وآشوف كوني بالفرح لي يغني
وان رحت عني ضاق بي واسع الكون    وتكثر هموم فالحشا عذبني"	"[]"	"[]"	"[]"	"Joy, sadness"	""
"194"	"نخوة قوافي"	"يا مسا السكر على الغصن الرطيب    يعل تسقي ديرته وبل السحب
زارني والفكر ساري سري ذيب    قلت سبحان الذي ساق ووهب
قلت ياليل اللقا والشوق طيب    طيب لاصحاب الحسب واهل النسب
القوافي تنتخيني قبل اثيب    وما على سني من اشعاري عتب"	"يصف الشاعر زيارة شخص عزيز، مشيدا بمكانته العالية وأصله الرفيع، مؤكدا أن شعره لا يعتذر عن عمره.
-----
يا مسا السكر على الغصن الرطيب    يعل تسقي ديرته وبل السحب
زارني والفكر ساري سري ذيب    قلت سبحان الذي ساق ووهب
قلت ياليل اللقا والشوق طيب    طيب لاصحاب الحسب واهل النسب
القوافي تنتخيني قبل اثيب    وما على سني من اشعاري عتب"	"[]"	"[]"	"[""الغصن الرطيب"",""ديرته"",""السحب"",""الفكر"",""سبحان الذي ساق ووهب"",""يلل اللقا"",""الشوق"",""الحسب"",""النسب"",""القوافي"",""اثيب"",""اشعاري""]"	"Joy"	""
"194"	"نخوة قوافي"	"القوافي تنتخيني قبل اثيب    وما على سني من اشعاري عتب
إن بدعت الشعر سني ما يعيب    من صغر سني وانا قافي عجب
القوافي بدعها حظ ونصيب    بس انا حظي على القاف انتصب
إن صعب قافي ترى فالي يطيب    مطلب افكاري هو القاف الصعب"	"يفتخر الشاعر بإتقانه للشعر منذ صغره، مؤكدا أن إبداعه في القوافي حظ ونصيب، وأن الأفكار الصعبة هي مطلبه.
-----
القوافي تنتخيني قبل اثيب    وما على سني من اشعاري عتب
إن بدعت الشعر سني ما يعيب    من صغر سني وانا قافي عجب
القوافي بدعها حظ ونصيب    بس انا حظي على القاف انتصب
إن صعب قافي ترى فالي يطيب    مطلب افكاري هو القاف الصعب"	"[]"	"[]"	"[""القافية"",""الشعر"",""سني"",""عبي"",""حظ"",""نصيب"",""القب"",""الانتصاب"",""الفالي"",""الطلب""]"	"Pride"	""
"194"	"نخوة قوافي"	"إن صعب قافي ترى فالي يطيب    مطلب افكاري هو القاف الصعب
دامني في صغر سني قبل اشيب    أملي الدنيا زغاريد و طرب
ما عليه لو غدى شك وريب    وش على الصادق إذا الحاسد كذب
دام فعله دون قولي ما يصيب    كيف لو فعلي على قوله وثب"	"شاعر يطلب القافية الصعبة، ويرفض اليأس في صغره، ويثق بالصادق رغم شك الحاسد وكذبه، ويؤكد أن فعله أقوى من قوله.
-----
إن صعب قافي ترى فالي يطيب    مطلب افكاري هو القاف الصعب
دامني في صغر سني قبل اشيب    أملي الدنيا زغاريد و طرب
ما عليه لو غدى شك وريب    وش على الصادق إذا الحاسد كذب
دام فعله دون قولي ما يصيب    كيف لو فعلي على قوله وثب"	"[]"	"[]"	"[""قافي"",""الي"",""القاف"",""الصعب"",""طلب"",""أفكاري"",""سني"",""الدنيا"",""زغاريد"",""طرب"",""شك"",""ريب"",""الصادق"",""الحاسد"",""كذب"",""فعله"",""قولي"",""فعلي"",""قوله"",""وثب""]"	"Joy"	""
"194"	"نخوة قوافي"	"دام فعله دون قولي ما يصيب    كيف لو فعلي على قوله وثب
ظن بي ظن الحسود المستغيب    وابتليته بلوة السيف الحدب
قمت اجيب اللي عجز عنه يجيب    ما قدر يكشف عن عروق الذهب
كيف الوم اللي نظر عينه عطيب    ما يميز بين زرفال وخبب"	"يشكو الشاعر من سوء الظن به، ويثبت قدرته على تحقيق ما يعجز عنه الآخرون، ويلوم من لا يميز بين الحق والباطل.
-----
دام فعله دون قولي ما يصيب    كيف لو فعلي على قوله وثب
ظن بي ظن الحسود المستغيب    وابتليته بلوة السيف الحدب
قمت اجيب اللي عجز عنه يجيب    ما قدر يكشف عن عروق الذهب
كيف الوم اللي نظر عينه عطيب    ما يميز بين زرفال وخبب"	"[]"	"[]"	"[""قولي"",""فعلي"",""قوله"",""ظن بي"",""الحسود"",""الذي"",""بلوة"",""السيف"",""الحدب"",""عروق الذهب"",""عليه"",""زفال"",""خبب""]"	"Pride"	""
"194"	"نخوة قوافي"	"كيف الوم اللي نظر عينه عطيب    ما يميز بين زرفال وخبب
المعاني بدع فكري واللبيب    يدري ان الراس ما يتبع ذنب
الشعر ماهوب لامثالي غريب    لاني بحاجة من احتاج وكتب
وارثنه هوب في حاجة نسيب    الضعيف اللي إذا احتاج انتسب"	"لوم من لا يميز بين الجيد والرديء. الشاعر ذو فكر مبتكر، والشعر ميراث له لا يحتاج فيه لأحد.
-----
كيف الوم اللي نظر عينه عطيب    ما يميز بين زرفال وخبب
المعاني بدع فكري واللبيب    يدري ان الراس ما يتبع ذنب
الشعر ماهوب لامثالي غريب    لاني بحاجة من احتاج وكتب
وارثنه هوب في حاجة نسيب    الضعيف اللي إذا احتاج انتسب"	"[]"	"[]"	"[""العيون"",""زرافال"",""خبب"",""المعاني"",""فكر"",""اللبيب"",""الرأس"",""الذنب"",""الشعر"",""مثالي"",""الكتب"",""الوراثة"",""النسيب"",""الضعيف""]"	"Pride"	""
"194"	"نخوة قوافي"	"وارثنه هوب في حاجة نسيب    الضعيف اللي إذا احتاج انتسب
وانت يابو نص ظن ونص عيب    لا تسال الكرم عن لون العنب
لا تسال الشط عن موج الغبيب    البحر مايرحم صغار الخشب
والعرب ما تفخر الا بالنجيب    واشهد اني عندهم عز الطلب"	"القصيدة تتحدث عن النسب والشرف، وتنتقد الضعيف الذي يحتاج إلى الانتساب. ترفض التفاخر باللون فقط، وتشبه البحر الذي لا يرحم الصغار. تؤكد على أن العرب تفخر بالنجيب، والشاعر يرى نفسه كذلك.
-----
وارثنه هوب في حاجة نسيب    الضعيف اللي إذا احتاج انتسب
وانت يابو نص ظن ونص عيب    لا تسال الكرم عن لون العنب
لا تسال الشط عن موج الغبيب    البحر مايرحم صغار الخشب
والعرب ما تفخر الا بالنجيب    واشهد اني عندهم عز الطلب"	"[]"	"[]"	"[""حاجة"",""الضعيف"",""انتسب"",""نص ظن"",""نص عيب"",""الكرم"",""لون العنب"",""الشط"",""موج الغريب"",""البحر"",""صغار الخشب"",""العرب"",""النجيب"",""عز الطلب""]"	"Pride"	""
"194"	"نخوة قوافي"	"والعرب ما تفخر الا بالنجيب    واشهد اني عندهم عز الطلب
وانت يالمحبوب لك رب  حسيب    لا يغرك من تباعد واقترب
وانت لو تخطي على قلبي مصيب    صابني من بية عيونك هدب
إن رماني رمش عينك يالحبيب    جرحك علاجي وانا ادور سبب"	"افتخر العرب بالنجيب، والشاعر هو عز الطلب. للمحبوب رب حسيب، ولا يغتر بمن تباعد أو اقترب. خطأ المحبوب مصيب، وجرحه علاج للشاعر.
-----
والعرب ما تفخر الا بالنجيب    واشهد اني عندهم عز الطلب
وانت يالمحبوب لك رب  حسيب    لا يغرك من تباعد واقترب
وانت لو تخطي على قلبي مصيب    صابني من بية عيونك هدب
إن رماني رمش عينك يالحبيب    جرحك علاجي وانا ادور سبب"	"[""المحبوب"",""الحبيب""]"	"[]"	"[""النجيب"",""عز الطلب"",""رب"",""عيون"",""هدب"",""رمش"",""علاج""]"	"Love"	""
"194"	"نخوة قوافي"	"إن رماني رمش عينك يالحبيب    جرحك علاجي وانا ادور سبب
إسأل مجرب ولا تسأل طبيب    العرب ما تفخر الا بالعرب"	"رمش الحبيب يصبح علاجا للجرح، والخبراء الحقيقيون هم المجربون، والعرب يفخرون بالعرب.
-----
إن رماني رمش عينك يالحبيب    جرحك علاجي وانا ادور سبب
إسأل مجرب ولا تسأل طبيب    العرب ما تفخر الا بالعرب"	"[""الحبيب""]"	"[""العرب""]"	"[""رماني"",""رمش عينك"",""جرحك"",""علاج"",""سبب""]"	"Love, admiration, pride"	""
"195"	"ندى الريحان"	"يوم اقبلت تخطب ندى الريحان لطف وخفه    ما كنها الا الصبح يوم اقبل يجر اقدامه
تحفة حسن من حولها غيمة غلا ملتفه    كل الحلا محبوس بين اقدامها والهامه
كن الثغر منها نهر والا الشفايف ضفه    ما شفت في عمري نهر له ضفة بسامه
يحتار فيها من نظر لو هو صدق في وصفه    ويكذبه لي ما نظر واللي نظر ما لامه"	"خطبة ندى الريحان، بنت جميلة ورقيقة، شبهت بالصباح، كأن حسنها محصور بين قدميها ورأسها. ثغرها نهر، وشفتيها ضفة مبتسمة.
-----
يوم اقبلت تخطب ندى الريحان لطف وخفه    ما كنها الا الصبح يوم اقبل يجر اقدامه
تحفة حسن من حولها غيمة غلا ملتفه    كل الحلا محبوس بين اقدامها والهامه
كن الثغر منها نهر والا الشفايف ضفه    ما شفت في عمري نهر له ضفة بسامه
يحتار فيها من نظر لو هو صدق في وصفه    ويكذبه لي ما نظر واللي نظر ما لامه"	"[]"	"[]"	"[""ندى الريحان"",""الصبح"",""أقدامها"",""تحفة حسن"",""غيمة"",""ملتفه"",""الحلا"",""أقدامها"",""الهامه"",""الثرنهر"",""الشفايف"",""الضفة"",""سمة"",""وصفه"",""نظر""]"	"Love
Admiration"	""
"195"	"ندى الريحان"	"يحتار فيها من نظر لو هو صدق في وصفه    ويكذبه لي ما نظر واللي نظر ما لامه
تحفة حسن لاقت بعين اللي يعرف التحفه    ويسوم عمره لاجلها لولا الغلا ما سامه
بعض الصدف فيها حلا يا ما حلا هالصدفه    وشلون ما يرتاح لي صادف فتاة احلامه
ويزفها بايقاع هادي للحنايا زفه    ويعيش معها ما بقى له من جميل ايامه"	"يجتذب حسنها العارفين، ويسخر المرء حياته لأجلها. سعادة اللقاء بالفتاة الحلم، والعيش معها بقية الأيام.
-----
يحتار فيها من نظر لو هو صدق في وصفه    ويكذبه لي ما نظر واللي نظر ما لامه
تحفة حسن لاقت بعين اللي يعرف التحفه    ويسوم عمره لاجلها لولا الغلا ما سامه
بعض الصدف فيها حلا يا ما حلا هالصدفه    وشلون ما يرتاح لي صادف فتاة احلامه
ويزفها بايقاع هادي للحنايا زفه    ويعيش معها ما بقى له من جميل ايامه"	"[""فتاة أحلامه""]"	"[]"	"[""تحفة"",""عمره"",""صدف"",""حلا"",""صدفه"",""فتاة الأحلام"",""هالأصدفه"",""قاع"",""الحنايا"",""جميل""]"	"Love
Joy"	""
"195"	"ندى الريحان"	"ويزفها بايقاع هادي للحنايا زفه    ويعيش معها ما بقى له من جميل ايامه
ويعاتب اول سينها لانه تصدر حرفه    مع ان اول إسمها سينه تصدر لامه"	"يتحدث عن رجل يعيش أيامه الأخيرة بسعادة مع امرأة، ويعاتبها على موقف سابق في اسمها.
-----
ويزفها بايقاع هادي للحنايا زفه    ويعيش معها ما بقى له من جميل ايامه
ويعاتب اول سينها لانه تصدر حرفه    مع ان اول إسمها سينه تصدر لامه"	"[""سين"",""لامه""]"	"[]"	"[""هدي، حنايا، أيام، سينها، حرفه""]"	"Love"	""
"196"	"هذا الشبل من ذاك الأسد"	"طيبت فال الفوز يا طيب الفال    يا ( راشد المكتوم ) ما فيك حيله
الفوز بك ياعالي الشان يختال    والفوز يرغب كل راعي طويله
مبروك ما دنت لك مزون الاقوال    ومبروك ما غظت بمزونك مخيله
يا زاكي الجدين من عم و خال    يا بدرنا اللي في الدجى نستخيله"	"تهنئة بالانتصار ل (راشد المكتوم) لسمعته الرفيعة، وتشيد بنسبه الأصيل.
-----
طيبت فال الفوز يا طيب الفال    يا ( راشد المكتوم ) ما فيك حيله
الفوز بك ياعالي الشان يختال    والفوز يرغب كل راعي طويله
مبروك ما دنت لك مزون الاقوال    ومبروك ما غظت بمزونك مخيله
يا زاكي الجدين من عم و خال    يا بدرنا اللي في الدجى نستخيله"	"[""راشد المكتوم""]"	"[]"	"[""الفوز"",""يا طيب الفال"",""عالي الشان"",""مزون الأقوال"",""مزونك مخيله"",""زاكي الجدين"",""البدر""]"	"Pride"	""
"196"	"هذا الشبل من ذاك الأسد"	"يا زاكي الجدين من عم و خال    يا بدرنا اللي في الدجى نستخيله
يفداك عزم اللي تمنى ولا نال    يا شوق ربات العيون الكحيله
لك مجد قبل .. ومجد حاضر ولازال    وامجاد لك في المقبلات الجزيله
يا(راشد) اتعبت المدى والمدى طال    واللي تبعك أتعبت عزمه وخيله"	"يا راشد، يا بدرا مضيئا، يا مجدا عريقا، أتعبت المدى والتابعين.
-----
يا زاكي الجدين من عم و خال    يا بدرنا اللي في الدجى نستخيله
يفداك عزم اللي تمنى ولا نال    يا شوق ربات العيون الكحيله
لك مجد قبل .. ومجد حاضر ولازال    وامجاد لك في المقبلات الجزيله
يا(راشد) اتعبت المدى والمدى طال    واللي تبعك أتعبت عزمه وخيله"	"[""راشد""]"	"[]"	"[""جدين"",""عم"",""خال"",""درنا"",""الدجى"",""عزم"",""شوق"",""العين"",""الكحيلة"",""مجد"",""المقبلات"",""مدى"",""خيله""]"	"Admiration"	""
"196"	"هذا الشبل من ذاك الأسد"	"يا(راشد) اتعبت المدى والمدى طال    واللي تبعك أتعبت عزمه وخيله
كم سقت خيلك بين رمله ومسيال    وشيلتها بالحزم ما لا تشيله
يا شبل من تفخر بطاريه الاشبال    شبل الأسد لي ما يحفل الهزيله
هذاك لي تضرب به الناس الامثال    سهل التمثل به ويصعب مثيله"	"يا راشد، لقد أتعبت المدى ورفاقه. أنت أسد كأبيك، سهل الاقتداء بك، ويصعب تقليدك.
-----
يا(راشد) اتعبت المدى والمدى طال    واللي تبعك أتعبت عزمه وخيله
كم سقت خيلك بين رمله ومسيال    وشيلتها بالحزم ما لا تشيله
يا شبل من تفخر بطاريه الاشبال    شبل الأسد لي ما يحفل الهزيله
هذاك لي تضرب به الناس الامثال    سهل التمثل به ويصعب مثيله"	"[""راشد""]"	"[]"	"[""المدى"",""المدى"",""خيلك"",""رملة"",""ميسيال"",""حزم"",""السد"",""الهزيله"",""الناس""]"	"Pride
Admiration"	""
"196"	"هذا الشبل من ذاك الأسد"	"هذاك لي تضرب به الناس الامثال    سهل التمثل به ويصعب مثيله
فارس يهز بهيبته ألف خيال    ظاري على حمل الحمول الثقيله
يدهل بغاياته على كل مدهال    دون المعالي ما ترده عضيله
وانته على درب العلا قايد أبطال    والشبل من ذاك الأسد له حصيله"	"شخص يضرب به المثل، فارس قوي، يعتلي صهوة المجد. أنت تقود الأبطال، وابنك يرث الشجاعة.
-----
هذاك لي تضرب به الناس الامثال    سهل التمثل به ويصعب مثيله
فارس يهز بهيبته ألف خيال    ظاري على حمل الحمول الثقيله
يدهل بغاياته على كل مدهال    دون المعالي ما ترده عضيله
وانته على درب العلا قايد أبطال    والشبل من ذاك الأسد له حصيله"	"[]"	"[]"	"[""الأمثال"",""التمثل"",""خيال"",""الخيال"",""الحملات"",""الحمول"",""الثقيلة"",""شبل"",""أسد"",""حصيلة""]"	"Pride"	""
"196"	"هذا الشبل من ذاك الأسد"	"وانته على درب العلا قايد أبطال    والشبل من ذاك الأسد له حصيله
أشهد شهادة حق والحق ينقال    إنك على الطولات ما فيك حيله"	"وصف الأبطال بأنهم يقودون مسيرة العلا، وأن الشبل يرث صفات الأسد. شهادة بأن القائد لا مثيل له في تحقيق المجد.
-----
وانته على درب العلا قايد أبطال    والشبل من ذاك الأسد له حصيله
أشهد شهادة حق والحق ينقال    إنك على الطولات ما فيك حيله"	"[""الأبطال"",""الأسد""]"	"[]"	"[""درب العلا"",""حصيله"",""شهادة حق"",""الحق"",""الطولات"",""حيله""]"	"Pride"	""
"197"	"هذي طبوعي"	"لابد بالكامل يجي فيه نقصان    ياليتها بالجوع .. باسد جوعي
لكنها كضه و فره و ميدان    وانا ليا قدمت يصعب رجوعي
والكلمه اللي من قناعات وايمان    يصبح بها لساني وتصغي سموعي
قولوا لمن سوت على القلب بيبان    إتفتحن م السبت لين الربوعي"	"يتحدث الشاعر عن نقص كامل، لا بالجوع بل ب كضه وفره وميدان، وأن كلامه من قناعات وإيمان. يرسل رسالة لمن فتحت أبواب قلبها من السبت للربوع.
-----
لابد بالكامل يجي فيه نقصان    ياليتها بالجوع .. باسد جوعي
لكنها كضه و فره و ميدان    وانا ليا قدمت يصعب رجوعي
والكلمه اللي من قناعات وايمان    يصبح بها لساني وتصغي سموعي
قولوا لمن سوت على القلب بيبان    إتفتحن م السبت لين الربوعي"	"[]"	"[]"	"[""الكامل"",""نقصان"",""الجوع"",""جوعي"",""فره"",""ميدان"",""قدمت"",""رجوعي"",""قناعات"",""وايمان"",""لساني"",""سموعي"",""قلب"",""بيبان"",""السبت"",""الربوعي""]"	"Longing, Sadness"	""
"197"	"هذي طبوعي"	"قولوا لمن سوت على القلب بيبان    إتفتحن م السبت لين الربوعي
إللي حزنها غير عن كل الاحزان    خلا ابتساماتي مثل حب كوعي
لو انها تسهر ليا بعد الآذان    باتشوفني لا رحت باطفي شموعي
حزين متشائم ونادم وحيران    بس ماظلم .. وهذي أرقى طبوعي"	"إمرأة سببت حزنا عميقا للشخص، جعل ابتساماته تختفي. هو حزين متشائم وندمان، لكنه لا يظلم أحدا.
-----
قولوا لمن سوت على القلب بيبان    إتفتحن م السبت لين الربوعي
إللي حزنها غير عن كل الاحزان    خلا ابتساماتي مثل حب كوعي
لو انها تسهر ليا بعد الآذان    باتشوفني لا رحت باطفي شموعي
حزين متشائم ونادم وحيران    بس ماظلم .. وهذي أرقى طبوعي"	"[]"	"[]"	"[""القلب"",""السبت"",""الربوعي"",""حزنها"",""ابتساماتي"",""حب"",""آذان"",""شموعي"",""طبوعي""]"	"Sadness, regret, confusion, pessimism"	""
"197"	"هذي طبوعي"	"حزين متشائم ونادم وحيران    بس ماظلم .. وهذي أرقى طبوعي
أبوي سماني على ابوي حمدان    وخلاني آخذ عزتي من خضوعي
وعلمني آبادل الاساءه بإحسان    من قو وقفاتي أثبت وقوعي
يمكن عيوني قاسيه بعض الاحيان    لكن يعرفني اصدقاي وربوعي"	"الحزين المتشائم أبوه حمدان سماه. يعلم الإحسان، أصدقاؤه يعرفونه.
-----
حزين متشائم ونادم وحيران    بس ماظلم .. وهذي أرقى طبوعي
أبوي سماني على ابوي حمدان    وخلاني آخذ عزتي من خضوعي
وعلمني آبادل الاساءه بإحسان    من قو وقفاتي أثبت وقوعي
يمكن عيوني قاسيه بعض الاحيان    لكن يعرفني اصدقاي وربوعي"	"[""أبي"",""حمودان""]"	"[]"	"[""طبوعي"",""عزتي"",""خضوعي"",""الإساءه"",""إحسان"",""قو"",""وقفاتي"",""وقوعي""]"	"Sadness, regret, confusion"	""
"197"	"هذي طبوعي"	"يمكن عيوني قاسيه بعض الاحيان    لكن يعرفني اصدقاي وربوعي
والله لو ان في ايدي أفرح انسان    بافرحه .. لو ان ثمنها دموعي"	"الشاعر يصف قسوة عينيه أحيانا، لكن أصدقاءه يعرفونه، ويعبر عن استعداده لفعل أي شيء لإسعاد الآخرين، حتى لو كلفه ذلك دموعه.
-----
يمكن عيوني قاسيه بعض الاحيان    لكن يعرفني اصدقاي وربوعي
والله لو ان في ايدي أفرح انسان    بافرحه .. لو ان ثمنها دموعي"	"[]"	"[]"	"[""عيوني"",""أصدقائي"",""دموعي""]"	"Kindness"	""
"198"	"هنيّالي"	"يا ناعم العود مزحك يذبح وجدك    يذبح وانا كل ما جا منك يحلالي
ألله .. ألله يا فتان من قدك    حتى عيوني لوصلك موقها سالي
باحت دموعي غرام وقلت وش حدك    يا دمعتي تنزلين و مرقبك عالي
قالت مكاني خلقه الله على خدك    والا عيونك مكان الصاحب الغالي"	"يشير النص إلى شخص محبوب ذو قوام رشيق، يصف الشاعر مداعباته القاتلة وحبه الشديد له. الدموع تعبر عن الشوق، والعينان هي المكان الأنسب للصاحب الغالي.
-----
يا ناعم العود مزحك يذبح وجدك    يذبح وانا كل ما جا منك يحلالي
ألله .. ألله يا فتان من قدك    حتى عيوني لوصلك موقها سالي
باحت دموعي غرام وقلت وش حدك    يا دمعتي تنزلين و مرقبك عالي
قالت مكاني خلقه الله على خدك    والا عيونك مكان الصاحب الغالي"	"[]"	"[]"	"[""ناعم العود"",""وجدك"",""وجدك"",""الله"",""عيوني"",""دموعي"",""مرقبك"",""مكاني"",""خدك""]"	"Love"	""
"198"	"هنيّالي"	"قالت مكاني خلقه الله على خدك    والا عيونك مكان الصاحب الغالي
محلاك .. محلاك قالت للشهد ندك    حتى الشهد ما ينافس ريقك الحالي
أهواك، واغليك، وآقدرك وآودك    وآلحنك شوق ويغنيك موالي
آهد بفراقك الدنيا .. ولا اهدك    و افني بوصلك طموحاتي وآمالي"	"حديث بين محبوبة وحبيبها. تصف جمال محبوبها وتقارن ريقه بالشهد. يعبر الشاعر عن حبه الشديد وتفضيله لمحبوبته على كل شيء.
-----
قالت مكاني خلقه الله على خدك    والا عيونك مكان الصاحب الغالي
محلاك .. محلاك قالت للشهد ندك    حتى الشهد ما ينافس ريقك الحالي
أهواك، واغليك، وآقدرك وآودك    وآلحنك شوق ويغنيك موالي
آهد بفراقك الدنيا .. ولا اهدك    و افني بوصلك طموحاتي وآمالي"	"[]"	"[]"	"[""خد"",""عيون"",""مكان"",""صحبة"",""شهد"",""ريگ"",""الوقت"",""الشوق"",""المال"",""الود"",""الدنيا"",""الوصال"",""طموحات"",""آمال""]"	"Love, admiration."	""
"198"	"هنيّالي"	"آهد بفراقك الدنيا .. ولا اهدك    و افني بوصلك طموحاتي وآمالي
برودة الشوق تدفا في حضن يدك    وحرارة الوصل تبرد لا تهيالي
أحط راسي على منحرك واسدك    عن حب هالناس لانك حبي لحالي
قلبي يموت ف غلاك ووصلي يشدك    وغلاك في خافقي و صورتك في بالي"	"فراق الحبيب يؤلم، ووصله يحقق الطموحات. دفء الشوق والشعور بالبرد في حال البعد. القلب يهيم بحب الحبيب، والصورة في البال.
-----
آهد بفراقك الدنيا .. ولا اهدك    و افني بوصلك طموحاتي وآمالي
برودة الشوق تدفا في حضن يدك    وحرارة الوصل تبرد لا تهيالي
أحط راسي على منحرك واسدك    عن حب هالناس لانك حبي لحالي
قلبي يموت ف غلاك ووصلي يشدك    وغلاك في خافقي و صورتك في بالي"	"[]"	"[]"	"[""الدنيا"",""الوصل"",""برودة الشوق"",""حضن"",""يدك"",""حرارة الوصل"",""خيالي"",""رأس"",""حب الناس"",""غلاك"",""خافقي"",""صورتك"",""بالي""]"	"Love
Longing"	""
"198"	"هنيّالي"	"قلبي يموت ف غلاك ووصلي يشدك    وغلاك في خافقي و صورتك في بالي
ولا انثنى رمش عينك وانتصب قدك    أشوف لون القهر في عيون عذالي
ويقول قلبي هنيالك ومن قدك    وانا أردد مع قلبي .. هنيالي"	"القلب يموت في غلاك، ووصلك يشدني. صورتك في بالي، أرى لون القهر في عيون العذال، ويقول قلبي هنيالك، وأنا أردد هنيالي.
-----
قلبي يموت ف غلاك ووصلي يشدك    وغلاك في خافقي و صورتك في بالي
ولا انثنى رمش عينك وانتصب قدك    أشوف لون القهر في عيون عذالي
ويقول قلبي هنيالك ومن قدك    وانا أردد مع قلبي .. هنيالي"	"[]"	"[]"	"[""غلاك"",""وصلك"",""خافقي"",""صورتك"",""بالي"",""عينك"",""قدك"",""لون القهر"",""عيون عذالي"",""قلبك""]"	"Love, admiration, joy."	""
"199"	"هوا الحريّه"	"الشوق في خافقي يا زين حركته    واحرجتني فالغلا واقفيت سكاتي
لين اكتشفت انك الخاسر في معركته    من يوم زعلت ( فزاع ) الإماراتي
القلب متشربك بك وانت شربكته    لكن باروح وانته خلك تحاتي
يامهلك القلب تدري يوم هلكته    ما طاع عزمي وعيا ينكسر ذاتي"	"يتحدث الشاعر عن شوقه ل زين وشعوره بالحرج، واكتشافه أن زين هو الخاسر بعد إغضاب فزاع الإماراتي. يشعر القلب بتعلق عميق، لكن الشاعر يقرر الرحيل، مؤكدا أن قلبه رغم ضعفه لن ينكسر.
-----
الشوق في خافقي يا زين حركته    واحرجتني فالغلا واقفيت سكاتي
لين اكتشفت انك الخاسر في معركته    من يوم زعلت ( فزاع ) الإماراتي
القلب متشربك بك وانت شربكته    لكن باروح وانته خلك تحاتي
يامهلك القلب تدري يوم هلكته    ما طاع عزمي وعيا ينكسر ذاتي"	"[""فزاع""]"	"[""الإمارات""]"	"[""الشوق"",""خافقي"",""حركته"",""الغلا"",""سكاتي"",""معركته"",""يوم"",""قلب"",""شربك"",""روح"",""حاتي"",""يلك"",""عزم"",""ذاتي""]"	"Longing, Sadness"	""
"199"	"هوا الحريّه"	"يامهلك القلب تدري يوم هلكته    ما طاع عزمي وعيا ينكسر ذاتي
إن شفتك تفبرك احساسي ما فبركته    أعيش إنسان .. حتى في معاناتي
مؤمن بربي ولا في يوم أشركته    وآهذب النفس باسمه في صلواتي
طموح واحد عشقت النفس وادركته    إني أحقق نجاحي بانكساراتي"	"يصف الشاعر تعلقه بقلب المحبوبة، معتزا بإنسانيته وصموده رغم الألم. يؤمن بالله ويجاهد نفسه، ويرى النجاح في تحقيق طموحه عبر تجارب الفشل.
-----
يامهلك القلب تدري يوم هلكته    ما طاع عزمي وعيا ينكسر ذاتي
إن شفتك تفبرك احساسي ما فبركته    أعيش إنسان .. حتى في معاناتي
مؤمن بربي ولا في يوم أشركته    وآهذب النفس باسمه في صلواتي
طموح واحد عشقت النفس وادركته    إني أحقق نجاحي بانكساراتي"	"[""رب"",""نفس""]"	"[]"	"[""قلبي"",""عزمي"",""ذات"",""احساسي"",""إنسان"",""معاناتي"",""ربي"",""صلواتي"",""طموح"",""نفس"",""نجاحي"",""انكساراتي""]"	"Love, admiration, hope, faith."	""
"199"	"هوا الحريّه"	"طموح واحد عشقت النفس وادركته    إني أحقق نجاحي بانكساراتي
واليوم حقك على الصقار وشبكته    يا طير ياللي تهاوت فيك هقواتي
سلطان قلبي قطع سبقك في مملكته    ناطح بصدرك هوا الحريه العاتي"	"يعبر الشاعر عن تحقيق النجاح عبر الانكسارات، ووصف طائرا سقط في شبكة صقار. سلطان القلب كسر سبق الطائر، الذي اصطدم بصدره بحرية عاتية.
-----
طموح واحد عشقت النفس وادركته    إني أحقق نجاحي بانكساراتي
واليوم حقك على الصقار وشبكته    يا طير ياللي تهاوت فيك هقواتي
سلطان قلبي قطع سبقك في مملكته    ناطح بصدرك هوا الحريه العاتي"	"[""نفس"",""طائر""]"	"[""مملكة""]"	"[""طموح"",""نجاحي"",""انكساراتي"",""حقك"",""صقر"",""شبكته"",""طير"",""قوة"",""سلطان"",""صدر"",""هوا"",""الحرية""]"	"Pride, Sadness, Longing"	""
