poem_id,Row_ID,Title_cleaned,Poem_line_cleaned,summary,قافية,البحر,وصل,حركة,نوع,شخص,sentiments,أماكن,أحداث,مواضيع,تصنيف
146,2008,فنون الغدر,لا تتصل لي ولا ترسل لي حروفك      ما ابا سوي تمسح ارقامي من اللسته,رفض التواصل وحذف الأرقام بعد الألم والخيبة.,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""غضب"",""رفض""]",[],[],"[""أنتِ"",""حروفك"",""ارقامي""]",معاصر
146,2009,فنون الغدر,عجزت اداريك وامشي رغبه كفوفك      ما فيه درب _ لكسب رضاك ما دسته,فشل في إدارة العلاقة ومحاولة كسب رضا الطرف الآخر.,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""يأس"",""ألم""]",[],[],"[""كفوفك"",""رضاك""]",معاصر
146,2010,فنون الغدر,عقب الخيانه تجيني تشرح ظروفك      انت الذي حبنا تحت القدم دسته,يتهم الحبيب بالخيانة وتدمير الحب.,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""الخائنة""}]","[""غضب"",""خيانة"",""حزن""]",[],[],"[""أنت"",""الخيانة"",""حبنا""]",معاصر
146,2011,فنون الغدر,جملت كراسه التعبير بوصوفك      لا واحسافه قصيد _ فيك كرسته,عبر عن التعبير بالكلمات ولكنها لا تفي بالمشاعر.,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حسرة"",""ندم""]",[],[],"[""وصوفك"",""قصيد""]",معاصر
146,2012,فنون الغدر,ابعد بطيفك .. عيوني ماتبي شوفك      تراك جرح الخفوق بجد لامسته,طلب الابتعاد لعدم القدرة على تحمل ذكرى الحبيب.,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""الجرح""}]","[""رفض"",""ألم""]",[],[],"[""طيفك"",""عيوني"",""شوفك"",""جرح"",""الخفوق""]",معاصر
146,2013,فنون الغدر,لو كان بعض الخيانه ساكن بجوفك      عذرت قلبي وعاطفته و وسوسته,محاولة تبرير الخيانة بتعاطف القلب والوسوسة.,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""الخائنة""}]","[""تبرير"",""شفقة""]",[],[],"[""الخيانة"",""جوفك"",""قلبي"",""عاطفته""]",معاصر
146,2014,فنون الغدر,صحيح انا كنت احبك واعشق طيوفك      وان جيت قلبي بغربه هم .. ونسته,اعترف بحبه لكنه يحاول نسيان الألم والغربة.,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة السابقة""}]","[""حب"",""غربة""]",[],[],"[""طيوفك"",""قلبي""]",معاصر
146,2015,فنون الغدر,وان رحت يا صاحبي كملت معروفك      شجعت قلبي علي بعدك و حمسته,شكر الطرف الآخر رغم الفراق لما أسدى من معروف.,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""صاحبي"",""relation"":""الصديق""}]","[""قوة"",""وداع""]",[],[],"[""صاحبي"",""معروفك"",""قلبي""]",معاصر
146,2016,فنون الغدر,لا يازمن ماني بناقص من صدوفك      وش عاد باقي معي يا وقت ما حسته,حس بالقليل من الباقي لديه بعد مرور الزمن.,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""الزمان"",""relation"":""الزمن""}]","[""استقلال"",""تعب""]",[],[],"[""زمن"",""صدوفك""]",معاصر
146,2017,فنون الغدر,يا قلب لاتنحني لاحد _ وانا اشوفك      وش لك في بنت فنون الغدر دارسته,حث القلب على الصمود وعدم الانحناء للغدر.,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""قلب"",""relation"":""النفس""},{""name"":""الحبيبة"",""relation"":""الغادرة""}]","[""نصيحة"",""تحذير""]",[],[],"[""قلب"",""بنت فنون الغدر"",""دارسته""]",معاصر
146,2018,فنون الغدر,عدلك وميلك تساوت.. والسبب خوفك      من واقع _ يكشف اللي فيه مارسته,السبب في الغدر هو الخوف من كشف الواقع المؤلم.,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المنافقة""}]","[""كشف"",""اتهام""]",[],[],"[""عدلك"",""ميلك"",""خوفك""]",معاصر
146,2019,فنون الغدر,والله لخليك عقبي تصفق كفوفك      واشرب اللي تغطرس كاس غطرسته,تهديد بردع من غدر به والانتقام منه.,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المتغطرسة""}]","[""انتقام"",""غضب""]",[],[],"[""كفوفك"",""غطرستك""]",معاصر
146,2020,فنون الغدر,با وقفك في طريق الغدر واطوفك      دام الغدر هو هواك اللي تنفسته,التجول في طريق الخيانة رغم الألم المكتسب من الحب.,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""الغادرة""}]","[""مواجهة"",""غضب""]",[],[],"[""وقفك"",""الغدر"",""هواك"",""اطوفك""]",معاصر
146,2021,فنون الغدر,بس انتظر لاتناظر لحظه وقوفك      اخاف اضعف وارد اسمك علي اللسته,الخوف من الضعف عند مواجهة الموقف وذكر الاسم في القائمة السوداء.,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""تحذير"",""ضعف""]",[],[],"[""وقوفك"",""اسمك"",""اللسته""]",معاصر
147,2022,فهمت وما فهمت,فهمت العشق لي يطلب من الانسان ذرف دموع      فهمت العشق لي يطلب من الاحساس كل اوجاع,العشق يطلب من الإنسان التعبير بالألم والدموع,ع,غير محسوم,,سكون,مقيدة,"[{""name"":""الإنسان"",""relation"":""عام""}]","[""ألم"",""حزن""]",[],[],"[""الإنسان""]",معاصر
147,2023,فهمت وما فهمت,فهمت العشق لي يفرض علي الانسان يعيش بجوع      فهمت وما فهمت اللي سكن في داخله (فزاع ),العشق يجبر على العيش بجوع داخلي وغموض في القلب,ع,غير محسوم,,سكون,مقيدة,"[{""name"":""الإنسان"",""relation"":""عام""},{""name"":""فزاع"",""relation"":""الحبيب""}]","[""ألم"",""حيرة""]",[],[],"[""الإنسان"",""فزاع""]",معاصر
147,2024,فهمت وما فهمت,فهمت العشق بحر احلام غزير غزير بليا قوع      فهمته بحر احلامي بحر عشقي بليا قاع,العشق بحر حلم عميق لا قرار له ولا نهاية,ع,غير محسوم,,سكون,مقيدة,[],"[""حب"",""أمل""]",[],[],[],معاصر
147,2025,فهمت وما فهمت,فهمته نبض فهمته لمس فهمته روح ولا مسموع      فهمت ان العشق فرصه عمر متخبي بقناع,العشق نبض ولمسة وروح وفرصة عمر مخفية,ع,غير محسوم,,سكون,مقيدة,[],"[""حب"",""وجد""]",[],[],[],معاصر
147,2026,فهمت وما فهمت,قريته درس فهمته علم اعيشه روح بنور شموع      بكيته دم جرحته لا عرفت ان الصراع صراع,العشق درس وعلم يعيش بالنور ويجرح بصراعات,ع,غير محسوم,,سكون,مقيدة,[],"[""ألم"",""حزن""]",[],[],[],معاصر
147,2027,فهمت وما فهمت,فهمته .. له قوانين ولكنه بلا ممنوع      فهمته اصعب دروب مشيناها بلا مرجاع,العشق له قواعد لكنه بلا حدود ودروب صعبة,ع,غير محسوم,,سكون,مقيدة,[],"[""حزن"",""يأس""]",[],[],[],معاصر
147,2028,فهمت وما فهمت,فهمت ان العشق غصن الوعد في خافقي مزروع      فهمته ملجا الاحساس ولكنه بعد ضياع,العشق وعد مزروع في القلب وملجأ رغم الضياع,ع,المتقارب,,سكون,مقيدة,[],"[""أمل"",""حنين""]",[],[],[],حديث
147,2029,فهمت وما فهمت,فهمت ان العشق احيان يشبه ف النزول طلوع      اعيشه في اختلاف الوقت مثل ماتختلف الاصباع,العشق تقلبات مثل النزول والطلوع واختلاف الأوقات,ع,المتقارب,,سكون,مقيدة,[],"[""تأمل"",""حيرة""]",[],[],[],حديث
147,2030,فهمت وما فهمت,فهمته جامع ويجمع وجمعنا بلا مجموع      بلا مرسي بلا مينا بلا شاطي وبلا مرباع,العشق يجمع بيننا رغم غياب المراسي والموانئ,ع,المتقارب,,سكون,مقيدة,[],"[""حب"",""وحدة""]",[],[],[],حديث
147,2031,فهمت وما فهمت,فهمته عالم الوحده شعار رايع و مرفوع      فهمته كوكب ثاني .. يبيع الكل ما ينباع,العشق عالم الوحدة شعار مرفوع وكوكب فريد لا يشترى,ع,المتقارب,,سكون,مقيدة,[],"[""حزن"",""وحدة""]",[],[],[],حديث
147,2032,فهمت وما فهمت,فهمت العشق لي يطلب من الانسان ذرف دموع      فهمت العشق لي يطلب من الاحساس كل اوجاع,العشق يطالب بالدموع والألم من أعماق الإنسان,ع,المتقارب,,سكون,مقيدة,"[{""name"":""الإنسان"",""relation"":""عام""}]","[""ألم"",""حزن""]",[],[],"[""الإنسان""]",حديث
147,2033,فهمت وما فهمت,فهمت العشق له انواع وعشقي من فريد النوع      فهمت وما فهمت اصلا وش اللي داخله (فزاع ),العشق له أنواع وعشقه فريد لكنه غامض في جوهره,ع,المتقارب,,سكون,مقيدة,"[{""name"":""فزاع"",""relation"":""الحبيب""}]","[""حب"",""حيرة""]",[],[],"[""فزاع""]",حديث
148,2034,في خاطرك حاجه,وش فيه بالك بعيد وجالس تفكر      بدري علي الحزن ، توك في بداياتك,يحذر من التفكير المبكر في الحزن ويدعو للصبر في بدايات الألم,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حزن"",""تأمل""]",[],[],"[""بالك"",""تفكر"",""عينيك""]",معاصر
148,2035,في خاطرك حاجه,لا تحسب الوقت لي فاتك وتتذكر      عمر الزمن ما يرد الوقت لي فاتك,يؤكد أن الزمن لا يعيد ما فات فلا جدوى من الندم على الماضي,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حكمة"",""حزن""]",[],[],"[""لي"",""فاتك""]",معاصر
148,2036,في خاطرك حاجه,لا تترك الدمع فوق الخد يتحدر      حاسب تري كل عمري فوق وجناتك,ينصح بعدم البكاء لأن حياته كلها معقودة بمحبوبه,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حزن"",""نصيحة""]",[],[],"[""الدمع"",""الخد"",""وجناتك""]",معاصر
148,2037,في خاطرك حاجه,يا نور عيني مدام العين بك تنظر      حرام تبخل علي خلك بنظراتك,يعبر عن شدة تعلقه بنظرات محبوبته ويطلب منها عدم البخل بها,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""نور العين""}]","[""حب"",""شوق""]",[],[],"[""نور عيني"",""العين"",""نظراتك""]",معاصر
148,2038,في خاطرك حاجه,ما شفت كيف القمر عقب الظلام انور      بالضبط نفس الشعور ان شفت بسماتك,يقارن ضوء القمر بعد الظلام ببهجة ابتسامة محبوبته,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""أمل"",""حب""]",[],[],"[""بسماتك"",""القمر""]",معاصر
148,2039,في خاطرك حاجه,ان كان في خاطرك حاجه علي ابشر      والله لا اسوق العمر كله لمرضاتك,يعلن استعداده لفعل أي شيء من أجل رضا محبوبته,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حب"",""تفاني""]",[],[],"[""خاطرك"",""مرضاتك""]",معاصر
148,2040,في خاطرك حاجه,ما تدري انك اذا تكدرت انا اتكدر      وافرح لاجل فرحتك واشره لشرهاتك,يعبر عن تلاحم مشاعره مع مشاعرها في الحزن والفرح معا,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حب"",""تعاطف""]",[],[],"[""تكدرت"",""فرحتك"",""شرهاتك""]",معاصر
148,2041,في خاطرك حاجه,عودتني ع السهر وامسيت ما تسهر      ما غير طيفك يعوضني بسهراتك,يصف كيف غابت سهراته إلا بطيف محبوبته التي تعوض وحدته,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حنين"",""شوق""]",[],[],"[""طيفك"",""سهراتك""]",معاصر
148,2042,في خاطرك حاجه,احلي سنين العمر بلقاك تتعطر      يا دنيتي وابرك الساعات ساعاتك,يعتبر لقاء محبوبته أجمل سنوات حياته وأبسطها بسعادتها,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""دنيتي""}]","[""سعادة"",""حب""]",[],[],"[""دنيتي"",""لقاك"",""ساعاتك""]",معاصر
148,2043,في خاطرك حاجه,يمر طيفك واضمك وارجع استغفر      وارد اشوفك واقول الله ما احلاتك,يجد في رؤيتها رجاء وقدرة على التسامح ويعبر عن إعجابه الشديد,ك,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""شوق"",""حب""]",[],[],"[""طيفك"",""احلاتك""]",معاصر
149,2044,قال المثل,خلي الدلع وخلي التغلي بعيدين      وخلنا حبايب مثل ما كنا اول,يدعو للتخلي عن التدليل والمبالغة والعودة للحب البسيط كما كان في البداية,ل,الكامل,الألف,سكون,مطلقة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حنين"",""حب""]",[],[],"[""حبايب"",""أول""]",معاصر
149,2045,قال المثل,وخلي التلاقي حي مابين الاثنين      اسكن خفوقي وبعروقي تجول,يطلب بقية اللقاء والحب الحي، مع التعبير عن حضور محبوبه في قلبه وروحه,ل,الكامل,الألف,سكون,مطلقة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""شوق"",""حب""]",[],[],"[""التلاقي"",""خفوقي"",""عروقي""]",معاصر
149,2046,قال المثل,شوف المسافه لي من دبي للصين      اقرب من اهاتي اذا البعد طول,يصف المسافة الجغرافية بأنها أصغر من حزنه وألمه الناتج عن البعد,ل,الكامل,الألف,سكون,مطلقة,[],"[""حزن"",""ألم""]","[{""name"":""دبي"",""type"":""مدينة""},{""name"":""الصين"",""type"":""دولة""}]",[],[],معاصر
149,2047,قال المثل,حبك يمول فرحتي سنين وسنين      مثل الخفوق لباقي الجسم مول,يرى أن حب محبوبه يملأ حياته بالسعادة ويدوم كنبض القلب في جسده,ل,الكامل,الألف,سكون,مطلقة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""فرح""]",[],[],"[""حبك"",""الخفوق""]",معاصر
149,2048,قال المثل,كنت بعيوني حلم .. لكنه الحين      انا اشهد ان الحلم واقع تحول,يُقرّ بأن الحلم الذي كان يراه بحبه، أصبح الآن واقعا قائما,ل,الكامل,الألف,سكون,مطلقة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""سعادة"",""أمل""]",[],[],"[""بعيوني"",""الحلم""]",معاصر
149,2049,قال المثل,قال المثل راعي الهوي دوم مسكين      به من كثير الشوق هم _ يهول,يشير لمثل شعبي عن عاشق دائم الحزن نتيجة الشوق العميق,ل,الكامل,الألف,سكون,مطلقة,"[{""name"":""راعي الهوي"",""relation"":""عاشق""}]","[""شوق"",""حزن""]",[],[],"[""مسكين"",""الشوق""]",معاصر
149,2050,قال المثل,جيت اكتبك شعرعلي الطرس يازين      حيث ان شعري من جمالك تنول,يبدأ بكتابة الشعر لمحبوبته مستلهما جمالها كمصدر لإبداعه,ل,الكامل,الألف,سكون,مطلقة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""إعجاب""]",[],[],"[""زين"",""جمالك""]",معاصر
149,2051,قال المثل,اطلب وامر قبل هالعين هالعين      ونرجع حبايب مثل ما كنا اول,يطلب عودتهم لحالة المحبة والألفة التي كانت بينهم منذ البداية,ل,الكامل,الألف,سكون,مطلقة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""حنين""]",[],[],"[""عين"",""حبايب"",""أول""]",معاصر
150,2052,قدها و قدود,صدق من قال يا محمد بانك سيف ما تنصد      مرواتك علم خفاق وفيك المرجله والجود,يمجد الشاعر محمد كسيف قوي وذو شجاعة وكرم عاليين,د,الكامل,,ضمة,مقيدة,"[{""name"":""محمد"",""relation"":""المدعو""}]","[""فخر"",""امتنان"",""مدح""]",[],[],"[""سيف"",""مرواتك"",""المرجله"",""الجود""]",معاصر
150,2053,قدها و قدود,يا بن راشد وابو راشد بنيت امجاد لك تشهد      تجف اقلامي بمدحك ، يحير العد بالمعدود,يشيد ببن راشد أبًا وابنًا وبإنجازاتهما التي يصعب وصفها,د,الكامل,,ضمة,مقيدة,"[{""name"":""راشد"",""relation"":""ابن راشد""}]","[""فخر"",""مدح"",""امتنان""]",[],[],"[""بن راشد"",""ابو راشد"",""امجاد""]",معاصر
150,2054,قدها و قدود,اذا منك بغيت الشي فلا عنه مرد و بد      تطول اللي تقوله عز وانته قدها و قدود,يؤكد أنه لا يُرد له طلب ويتميز بالعزة والقدرة القوية,د,الكامل,,ضمة,مقيدة,"[{""name"":""أنت"",""relation"":""المدعو""}]","[""عزة"",""فخر"",""مدح""]",[],[],"[""منك"",""قدها"",""قدود""]",معاصر
150,2055,قدها و قدود,اشوف النجم ذاك بعيد ، وانت من النجم ابعد      الا يا حظ ابو من هو تكون انته معه موجود,يصف محمد بأنه أعظم وأرفع شأنا من أي نجم بعيد,د,الكامل,,ضمة,مقيدة,"[{""name"":""أنت"",""relation"":""المدعو""},{""name"":""ابو"",""relation"":""عام""}]","[""مدح"",""فخر"",""تفوق""]",[],[],"[""أنت"",""النجم"",""ابو"",""حظ""]",معاصر
150,2056,قدها و قدود,اذا اسمك يجي في الشعر يزيد البحر مده مد      يزيد الشعر في الشاعر تجيه ابيات دون حدود,اسم محمد يُلهم الشعراء ويطيل البحور ويزيد الإبداع,د,الكامل,,ضمة,مقيدة,"[{""name"":""أنت"",""relation"":""المدعو""}]","[""مدح"",""فخر"",""إعجاب""]",[],[],"[""اسمك""]",معاصر
150,2057,قدها و قدود,مروض جامحات الخيل ، مهدي الموقف المشتد      مفرج كربه المظلوم ، وشوق الفاتنات الخود,محمد مروض الخيل وقائد في المواقف الصعبة ومفرج للكروب,د,الكامل,,ضمة,مقيدة,"[{""name"":""أنت"",""relation"":""المدعو""}]","[""مدح"",""فخر"",""قوة""]",[],[],"[""مروض"",""مهدي"",""مفرج"",""الخيل"",""المظلوم"",""الفاتنات""]",معاصر
150,2058,قدها و قدود,احد مثلك انا ما القي رجل مثلك ابد ما حد      علي شعبه سطع نوره مثل بدر الليالي السود,لا يوجد رجل مثله، وهو نور ساطع لشعبه في الظلام,د,الكامل,,ضمة,مقيدة,"[{""name"":""أنت"",""relation"":""المدعو""},{""name"":""الشعب"",""relation"":""جماعة""}]","[""فخر"",""مدح"",""تفرد""]",[],[],"[""رجل"",""شعبه"",""نوره"",""بدر""]",معاصر
150,2059,قدها و قدود,انا لاجلك كتبت الشعر و فضلك سيدي ممتد      علي طول المدي نبقي لشورك طايعين جنود,يُقر الشاعر بأن كل شعره ومحبته ممتدة له كقائد مخلص,د,الكامل,,ضمة,مقيدة,"[{""name"":""أنت"",""relation"":""السيد""},{""name"":""نحن"",""relation"":""الجنود""}]","[""امتنان"",""ولاء"",""مدح""]",[],[],"[""سيدي"",""فضلك"",""جنود"",""طايعين""]",معاصر
151,2060,قراءه مدي,دنيا وداني مواطيها ترفعها      والقرم يرقي بعزمه عن مواطيها,الشاعر يصف تقلبات الدنيا وكيف ترفع وتنزل الإنسان بإرادة القدر,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""مواطيها"",""relation"":""جماعة""}]","[""فخر"",""امتنان""]",[],[],"[""مواطنين""]",معاصر
151,2061,قراءه مدي,القرم يفرض عليها امر واقعها      يجرح دروبه لاجل يرجع يداويها,القدر يفرض واقعًا مؤلمًا لكنه يسعى لترميم الجروح والعثرات,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""القرم"",""relation"":""جماعة""}]","[""ألم"",""حزن""]",[],[],"[""قرم""]",معاصر
151,2062,قراءه مدي,يرقي واذا ضاقت دروبه يوسعها      ويعب فيها مع انه ما طمع فيها,رغم ضيق الطريق، القدر يوسعها ويملأها بلا طمع أو مصلحة,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""القرم"",""relation"":""جماعة""}]","[""تفاؤل"",""عمل""]",[],[],"[""قرم""]",معاصر
151,2063,قراءه مدي,لان المطامع يثير الشك دافعها      مثل الفعي يوم تسمع ناي حاويها,المطامع تولد الشكوك وتحرّك دوافع سلبية كالخوف والتردد,ها,الكامل,الألف,سكون,مقيدة,[],"[""تحذير"",""حكمة""]",[],[],[],معاصر
151,2064,قراءه مدي,لاهو سمعها ولا قصده يسمعها      ولا قصده الا تناظر ميل راعيها,لا يسمع ولا يرغب إلا في مراقبة وتحليل تصرفات الآخرين,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""راعيها"",""relation"":""عام""}]","[""تأمل"",""حياد""]",[],[],"[""راعي""]",معاصر
151,2065,قراءه مدي,يطلع بطلعه ولكن ما يطلعها      بعض المظاهر تزخرف لك مراميها,يظهر بعض المظاهر لكنه لا يكشف الحقيقة كاملة ولا يقربها,ها,الكامل,الألف,سكون,مقيدة,[],"[""تحذير"",""شك""]",[],[],[],معاصر
151,2066,قراءه مدي,وشلون الوم المظاهر والعذر معها      والعقربي ما قدر يكشف لياليها,الشاعر يعذر المظاهر لأنها تخفي الأسرار التي يصعب كشفها,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""العقربي"",""relation"":""عام""}]","[""حسرة"",""تأمل""]",[],[],"[""عقربي""]",معاصر
151,2067,قراءه مدي,اهل المطامع تغطي لك مطامعها      والوقت يقدر يبين لك مغازيها,طموحات الناس تختفي خلف أغراضهم والوقت يظهر الحقيقة تدريجيًا,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""اهل المطامع"",""relation"":""جماعة""}]","[""تحذير"",""حكمة""]",[],[],"[""مطامع""]",معاصر
151,2068,قراءه مدي,من حكم الظن في الدنيا يضيعها      ومن حكم العقل يكسب في تواليها,من يعتمد الظنون يخسر، ومن يستند للعقل ينجح في تقدير الأمور,ها,الكامل,الألف,سكون,مقيدة,[],"[""حكمة"",""تفاؤل""]",[],[],[],معاصر
151,2069,قراءه مدي,ومن اشعل النار لا يامن مواضعها      (النار ما تحرق الا رجل واطيها ),النار خطر لا يهدد إلا الضعيف ولها مواقع خاصة تسبب الضرر,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""رجل واطيها"",""relation"":""عام""}]","[""تحذير"",""خوف""]",[],[],"[""رجل"",""واطي""]",معاصر
151,2070,قراءه مدي,والنار اطفت وانا ما اريد اولعها      واذا ارجعت ولعت ارجع واطفيها,يحاول إطفاء نار المشاكل لكنه يعيدها بإرادته حين تشتعل مجددًا,ها,الكامل,الألف,سكون,مقيدة,[],"[""حكمة"",""عمل""]",[],[],[],معاصر
151,2071,قراءه مدي,والبسمه اللي لذيذ الزيف وزعها      اقرا مداها واترجمها وامشيها,البسمة الزائفة جميل مظهرها لكن يجب تفسيرها بحكمة وفهم,ها,الكامل,الألف,سكون,مقيدة,[],"[""تحذير"",""حكمة""]",[],[],[],معاصر
151,2072,قراءه مدي,وحروف ما بين الاسطر سهل تجمعها      لكن من الصعب تستوعب معانيها,الكلمات بين السطور سهلة الجمع لكنها تحمل معانٍ عميقة وصعبة,ها,الكامل,الألف,سكون,مقيدة,[],"[""تأمل"",""حكمة""]",[],[],[],معاصر
151,2073,قراءه مدي,قليل من يدرك الفرصه ويصنعها      يجري بمبداه والدنيا يجاريها,قلة هم من يدركون الفرص ويستغلونها بسلاسة وحكمة في الحياة,ها,الكامل,الألف,سكون,مقيدة,[],"[""أمل"",""حكمة""]",[],[],[],معاصر
151,2074,قراءه مدي,بعض الفرص تغتنمني لاجل اضيعها      واصنع فرص تغتنم من طيب راعيها,بعض الفرص تُهدَر عمداً لصنع فرص أفضل تفيد صاحبها الصالح,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""راعيها"",""relation"":""عام""}]","[""حسرة"",""فرص""]",[],[],"[""راعي""]",معاصر
151,2075,قراءه مدي,هذا وانا اعز نفسي في تواضعها      واقدر الناس قاصيها و دانيها,الشاعر يعتز بتواضعه ويقدر الناس مهما بعدت أو قربت علاقاتهم,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""الناس"",""relation"":""جماعة""}]","[""فخر"",""تواضع""]",[],[],"[""قاصيها"",""دانيها""]",معاصر
151,2076,قراءه مدي,والناس ما تحفل اللي ما يصانعها      وتعيب في بعضها لو كان غاليها,الناس لا تهتم لمن لا يصنع فرصاً وتنتقد حتى الأغلى منهم,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""الناس"",""relation"":""جماعة""}]","[""حزن"",""نقد""]",[],[],"[""غاليها""]",معاصر
151,2077,قراءه مدي,تنسي وتذكر علوم اللي يطابعها      واذا اختفي يختفي عن ذكر طاريها,ينسون ويذكرون حسب الأهواء، وكل غائب يختفي من الذكر بسهولة,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""الناس"",""relation"":""جماعة""}]","[""حكمة"",""نسيان""]",[],[],"[""طابعها""]",معاصر
151,2078,قراءه مدي,تتبع خطا من هو يحاول يمتعها      وتقول مالا تكنه في خوافيها,يتبعون من يسعى لإمتاعهم لكنهم يسيئون الظن به في الخفاء,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""الناس"",""relation"":""جماعة""}]","[""تأمل"",""نقد""]",[],[],"[""خوافيها""]",معاصر
151,2079,قراءه مدي,والناس تشكي لحاميها مواجعها      وشلون لو صار حاميها حراميها.!,الناس تشتكي لحاميها من الآلام، والخوف من أن يتحول الحامي إلى معتدٍ,ها,الكامل,الألف,سكون,مقيدة,"[{""name"":""الناس"",""relation"":""جماعة""}]","[""ألم"",""غدر""]",[],[],"[""حاميها"",""حراميها""]",معاصر
152,2080,قصيده ساجده,لك حروفي قصيد ولك قصيدي شعور      ولك شعوري خفوق نبضه الحي انتي,يعبر عن حروفه وشعوره النابض الذي يهديه لمن يحب,ي,الكامل,,سكون,مقيدة,"[{""name"":""أنتِ"",""relation"":""الحبيبة""}]","[""حب"",""شوق""]",[],[],"[""لك"",""حروفي"",""قصيدي"",""شعوري"",""خفوق"",""نبضه الحي""]",معاصر
152,2081,قصيده ساجده,ولك غلا في صميم الروح حاضر حضور      واشهد انك بقلبي ولا عن العين غبتي,يؤكد حضور محبوبته العميق في روحه وقلبه بلا غياب,ي,الكامل,,سكون,مقيدة,"[{""name"":""أنتِ"",""relation"":""الحبيبة""}]","[""حب"",""حنين""]",[],[],"[""غلا"",""صميم الروح"",""بقلبي"",""العين""]",معاصر
152,2082,قصيده ساجده,يا سنا الكون كله والعواطف بحور      يا ظيا العين ياللي في وسطها سكنتي,يمجد محبوبته بأنها نور الكون ومصدر العواطف الواسعة,ي,الكامل,,سكون,مقيدة,"[{""name"":""أنتِ"",""relation"":""الحبيبة""}]","[""حب"",""إعجاب""]",[],[],"[""سنا الكون"",""ظيا العين"",""وسطها""]",معاصر
152,2083,قصيده ساجده,يا بعد كل من لي يا اريج الزهور      يا اعذب حروف تظهر في كلامي وصمتي,يصفها بأنها أغلى وأحب ما يملك وأطيب كلمات كلماته,ي,الكامل,,سكون,مقيدة,"[{""name"":""أنتِ"",""relation"":""الحبيبة""}]","[""حب"",""شوق""]",[],[],"[""بعد كل من لي"",""أريج الزهور"",""أعذب حروف""]",معاصر
152,2084,قصيده ساجده,يا شعاع تجلي ولا علي النور نور      بس ما غير نورك يظهر ليا ظهرتي,يرى فيها النور الوحيد الذي يظهر له حتى وسط الظلام,ي,الكامل,,سكون,مقيدة,"[{""name"":""أنتِ"",""relation"":""الحبيبة""}]","[""حب"",""امتنان""]",[],[],"[""شعاع"",""نورك""]",معاصر
