poem_id,row_ids,line_count,Title_cleaned,Title_raw,category,meter,qafiya,ai_images_thumb,Poem_line_cleaned,Poem_line_raw,places,religion,animals,events,entities,sentiments,subjects,summary_combined,ai_prompt
75,"[1033, 1034, 1035, 1036]",4,بياض التجربه,بيـاض التجـربـه,معاصر,الهجيني,ها,/images/poems/75_Drive_New_Thumbnail_view.jpg,"احب هاجوس الشعر من كل نوع      والنادره تصبح بي وامسي بها
والهامه اللي ما تعرف الا الخضوع      كم في ميادين الشرف ترتيبها
مع كبار السن .. ياتيني خشوع      واشعر براحه ماحد  يدري بها
كم شايب  ماهو من الدنيا جزوع      متمرس  فيها … وفاساليبها","أحب هاجـوس الشعـر من كل نوع      والـنادره تصـبح بي وأمـسي بها
والهامه اللي ما تعرف الاّ الخضوع      كم في مـياديـن الـشـرف ترتيـبها
مع كـبار السـن .. ياتيـني خشـوع      واشعـر براحـه ماحـد ٍ يدري بها
كم شايـب ٍ ماهو من الـدنيا جزوع      مـتـمـرّس ٍ فـيها … وفـأسـاليـبها","[{""resolved_from"": ""ميادين الشرف"", ""name"": ""أماكن مجردة""}]","[{""name"": ""المفاهيم الإيمانية""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""احب""]}]","[""حب"", ""فخر"", ""فرح""]","[""الشعر والإبداع"", ""المجد والعز"", ""الإيمان والدعاء"", ""الزمن والقدر""]",يعبّر عن حبه للشعر وتقديره للنادر منه الذي يرافقه دومًا يشيد بالإلهام الذي يتسم بالخضوع وتنظيم الأمور بشرف يشعر بخشوع وراحة عميقة عند التفاعل مع كبار السن يصف الشيوخ الذين يمتلكون خبرة كبيرة وحكمة في الحياة,"يعبّر عن حبه للشعر وتقديره للنادر منه الذي يرافقه دومًا يشيد بالإلهام الذي يتسم بالخضوع وتنظيم الأمور بشرف يشعر بخشوع وراحة عميقة عند التفاعل مع كبار السن يصف الشيوخ الذين يمتلكون خبرة كبيرة وحكمة في الحياة | Mood: حب, فخر, فرح | Location: أماكن مجردة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
75,"[1037, 1038, 1039, 1040]",4,بياض التجربه,بيـاض التجـربـه,معاصر,الهجيني,ها,/images/poems/75_Drive_New_Thumbnail_view.jpg,"لحيته فيها شيب لكنه قنوع      شوفوا بياض التجربه في شيبها
باعياد ميلاد البدر ليت الشموع      اللي البشر فاعيادها تضحي بها
ما تنور لرجل  في هالدنيا خنوع      ما تنور الا للرجال .. وطيبها
واذا الطلوع اصعب علي نفوس التبوع      يامشرق احلامي ويا تغريبها","لحـيـتـه فـيها شـيـب لكـنـّه قـنـوع      شوفوا بياض التجـربه في شيبها
باعـياد ميـلاد البدر ليت الشـموع      اللي الـبشر فاعـيادها تضحّي بها
ما تـنور لـرجل ٍ في هالدنيا خنوع      ما تـنـور الاّ للـرجـال .. وطيـبها
واذا الطلوع اصعب على نفوس التبوع      يامـشـرق احـلامـي ويا تغـريـبها",[],[],[],"[{""name"": ""عيد ميلاد""}]","[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""شوفوا""]}]","[""حكمة"", ""فخر"", ""أمل""]","[""الزمن والقدر"", ""الوفاء والصبر"", ""المجد والعز"", ""الطموح والنجاح""]",يرى في شيب الشيب دلالة على خبرة وقناعة عميقة يتمنى أن تكون أعياد البشر مثل أعياد ميلاد البدر التي تضيء يؤكد أن الشجاعة والكرم لا تُقبل إلا من الرجال الحقيقيين يعبر عن صعوبة صعود الأحلام وتحدياتها في النفوس,"يرى في شيب الشيب دلالة على خبرة وقناعة عميقة يتمنى أن تكون أعياد البشر مثل أعياد ميلاد البدر التي تضيء يؤكد أن الشجاعة والكرم لا تُقبل إلا من الرجال الحقيقيين يعبر عن صعوبة صعود الأحلام وتحدياتها في النفوس | Mood: حكمة, فخر, أمل | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
75,"[1041, 1042, 1043, 1044]",4,بياض التجربه,بيـاض التجـربـه,معاصر,الهجيني,ها,/images/poems/75_Drive_New_Thumbnail_view.jpg,"انا النزول اصعب علي من الطلوع      ميزه بعض الاحيان ما ودي بها
وقف هنا لحظات خليها سبوع      في الصدر غنوه ودي اغني بها
واللي سواتي غنوته جرح و دموع      بكيه .. ولكن مستحي يبكي بها
اذا الخطا قدام .. ياطيب الرجوع      مالت علي نفس  ما تستر عيبها","أنا النزول أصعب عليّ من الطلوع      ميـزه بعـض الاحـيان ما ودّي بها
وقـّـف هـنا لحـظات خلـّيها سـبـوع      في الصدر غـنوه ودّي آغنـّي بها
واللي سواتي غنوته جرح و دموع      بكـيـه .. ولكن مسـتحي يـبكي بها
إذا الخـطا قـدّام .. ياطـيب الرجـوع      مالت على نـفـس ٍ ما تسـتر عيبها",[],"[{""name"": ""المفاهيم الإيمانية""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]","[""شوق"", ""حزن"", ""حكمة""]","[""الألم والحزن"", ""الشعر والإبداع"", ""الشوق والحنين"", ""الوفاء والصبر""]",يشعر أن الهبوط أصعب من الصعود أحيانًا رغم عيوبه الشاعر يطلب وقوف اللحظة لتخزينها كأغنية في صدره يعبر بها عن مشاعره. يروي كيف غنّى ماضيه المؤلم المليء بالجروح والدموع لكنه يخجل من البكاء علناً. يشير إلى أن التوبة والرجوع للحق ينبغي أن تُقبل رغم العيوب والذنب السابق.,"يشعر أن الهبوط أصعب من الصعود أحيانًا رغم عيوبه الشاعر يطلب وقوف اللحظة لتخزينها كأغنية في صدره يعبر بها عن مشاعره. يروي كيف غنّى ماضيه المؤلم المليء بالجروح والدموع لكنه يخجل من البكاء علناً. يشير إلى أن التوبة والرجوع للحق ينبغي أن تُقبل رغم العيوب والذنب السابق. | Mood: شوق, حزن, حكمة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
75,"[1045, 1046, 1047, 1048]",4,بياض التجربه,بيـاض التجـربـه,معاصر,الهجيني,ها,/images/poems/75_Drive_New_Thumbnail_view.jpg,"واذا الوقوف يصير من بعده وقوع      الجلسه اللي بينهن يا طيبها
ما يذبحك من داخلك الا  الطبوع      اللي تمارسها .. ولا توصي بها
اطلب رضا الله دام قلبك فيه روع      واثني الصلاه اللي تبي تصلي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعوه قبل تدعي بها","واذا الوقوف يصير من بعده وقـوع      الجـلـســــه اللي بيـنهـن يا طـيـبها
ما يـذبحـك من داخـلك إلا ّ الطبـوع      اللي تـمارسـها .. ولا تـوصّـي بها
أطلـب رضا الله دام قـلبك فـيه روع      واثني الصلاه اللي تبي تصلّي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعـوه قبل تدعي بها",[],"[{""name"": ""المفاهيم الإيمانية""}, {""name"": ""الله""}, {""name"": ""العبادة""}, {""name"": ""اقتباسات دينية""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""من داخلك""]}]","[""حزن"", ""أمل"", ""حكمة""]","[""الوفاء والصبر"", ""الألم والحزن"", ""الإيمان والدعاء""]",يحذر من خطوات الاضطراب التي تفضي إلى سقوط بعد كل تردد وتوقف. يؤكد أن أكثر ما يؤلم الإنسان هو طباعه السيئة التي يمارسها بنفسه. يدعو لطلب رضا الله والدعاء بالصلاة بإخلاص وقلب حيّ ينبض بالله. يربط بين وضع السجود والركوع ويحث على استحضار الدعاء بخشوع قبل التضرع.,"يحذر من خطوات الاضطراب التي تفضي إلى سقوط بعد كل تردد وتوقف. يؤكد أن أكثر ما يؤلم الإنسان هو طباعه السيئة التي يمارسها بنفسه. يدعو لطلب رضا الله والدعاء بالصلاة بإخلاص وقلب حيّ ينبض بالله. يربط بين وضع السجود والركوع ويحث على استحضار الدعاء بخشوع قبل التضرع. | Mood: حزن, أمل, حكمة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
75,"[1049, 1050]",2,بياض التجربه,بيـاض التجـربـه,معاصر,الهجيني,ها,/images/poems/75_Drive_New_Thumbnail_view.jpg,"يارب سبحانك عساي من الجموع      اللي علي النار يحرم تعذيبها
القلب في العشر الاواخر جاك طوع      ويقول .. سبحانك يا عالم غيبها","يارب سـبحانك عـساي مْـن الجموع      إللي عـلى النـار يْـحـَرم تعـذيـبها
القلب في العـشر الأواخر جاك طوع      ويقول .. سـبحانك يا عالم غـيبها",[],"[{""name"": ""الله""}, {""name"": ""المفاهيم الإيمانية""}, {""name"": ""العبادة""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""عساي""]}]","[""أمل""]","[""الإيمان والدعاء""]",يطلب من الله أن يرحم المؤمنين ويجنبهم عذاب النار في الآخرة. يعبر عن خضوع القلب في العشر الأواخر من رمضان وتسبيحه لله عالم الغيب.,"يطلب من الله أن يرحم المؤمنين ويجنبهم عذاب النار في الآخرة. يعبر عن خضوع القلب في العشر الأواخر من رمضان وتسبيحه لله عالم الغيب. | Mood: أمل | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
76,"[1051, 1052, 1053, 1054]",4,بيت في حرف,بيت في حرف,معاصر,الهجيني,حرف,/images/poems/76_Drive_New_Thumbnail_view.jpg,"متي ما ينوزن لك بيت لكن يختفي لك حرف      متي كل ما يجي لك حزن لكن ما تبي تلمه
متي كل ما تشوف العين عينك دمعها يذرف      متي كل ما يجيك صديق خايف من بني عمه
متي ما زادت حمولك ع ظهرك ولاتروم تخف      متي ما تنقطف الازهار وريح الزهر ما تشمه
متي ما هم عزوك الناس حتي عرق جدك قف      متي يحتار بني ادم ما بين الشك والذمه","متى ما ينوزن لك بيت لكن يختـفي لك حرف      متى كل ما يجي لك حـزن لكن ما تـبي تلمّه
متى كل ما تـشوف العـين عـينك دمعها يذرف      متى كل ما يجيك صديق خايف من بني عمّه
متى ما زادت حمولك ع ظهرك ولاتروم تخف      متى ما تنقطف الازهار وريح الزهر ما تشمّه
متى ما هم عزوك الناس حتى عرق جدّك قَـف      متى يحـتار بـني آدم ما بيـن الـشـك والذمـّه",[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""لك"", ""حرف""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""العين""]}]","[""حزن"", ""خوف"", ""صبر"", ""تأمل""]","[""الألم والحزن"", ""الشوق والحنين"", ""الصداقة والكرم"", ""الطبيعة والخيل"", ""التراث النبطي""]",الشاعر يصف فقدان الكلمات والحزن المتكرر الذي يرفض جمعه. دموع العين تعكس الحزن والخوف من الصداقات غير المضمونة. يتحدث عن الأعباء الثقيلة وفقدان الفرح والبهجة في الحياة. الشك يشل الإنسان حتى في عراقة الأنساب والعزوة.,"الشاعر يصف فقدان الكلمات والحزن المتكرر الذي يرفض جمعه. دموع العين تعكس الحزن والخوف من الصداقات غير المضمونة. يتحدث عن الأعباء الثقيلة وفقدان الفرح والبهجة في الحياة. الشك يشل الإنسان حتى في عراقة الأنساب والعزوة. | Mood: حزن, خوف, صبر, تأمل | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
76,"[1055, 1056, 1057, 1058]",4,بيت في حرف,بيت في حرف,معاصر,الهجيني,تمه,/images/poems/76_Drive_New_Thumbnail_view.jpg,"متي ما اهتزوا الشجعان بطاري الموت في موقف      متي ما تلتقي الاعدا تشوف الناس ملتمه
متي ما يضحكوا لك ناس لكن بحجاج عكف      هذاك اليوم بني ادم يبي يتبرا من دمه
احس الشوق لي فيني مثل هذا ويزيده رضف      اذا الميعاد يتخالف وهو الميعاد ما يتمه
حبيبي لا تزيد البيت ولا لا تنقصه في حرف      انا وياك نتراضي ونعيش الحب في القمه","متى ما اهتزّوا الشجعان بطاري الموت في موقف      متى ما تـلتـقي الاعـدا تـشوف الـناس ملتمـّه
متى ما يضحـكوا لك ناس لكن بْـحجـاجٍ عكـف      هـذاك اليـوم بنـي آدم يبـي يتـبـرّا مـن دمـّــه
أحس الشوق لي فيني مثل هذا ويزيده رضف      إذا المـيعـاد يتـخالـف وهو الميـعاد ما يـتـمّـه
حبيبي لا تزيد البيت ولا لا تنقـصه في حرف      أنا ويّـاك نتـراضى ونعـيش الـحب في القمـّه","[{""resolved_from"": ""القمه"", ""name"": ""أماكن مجردة""}]",[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""لك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""فيني""]}]","[""خوف"", ""حزن"", ""شوق"", ""حب""]","[""الفخر والشجاعة"", ""المجد والعز"", ""الألم والحزن"", ""الزمن والقدر"", ""الشوق والحنين"", ""الفراق والهجر"", ""الحب والغزل"", ""الشعر والإبداع"", ""الوفاء والصبر""]",الشجعان يرتجفون عند مواجهة الموت وتجمع الأعداء. الضحك الممزوج بالشكوك يفضح نوايا الناس الخفية. الشوق يتزايد رغم تعارض المواعيد وعدم تحققها. نداء للحبيب للحفاظ على الحب والتفاهم بدون نقصان.,"الشجعان يرتجفون عند مواجهة الموت وتجمع الأعداء. الضحك الممزوج بالشكوك يفضح نوايا الناس الخفية. الشوق يتزايد رغم تعارض المواعيد وعدم تحققها. نداء للحبيب للحفاظ على الحب والتفاهم بدون نقصان. | Mood: خوف, حزن, شوق, حب | Location: أماكن مجردة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
77,"[1059, 1060, 1061, 1062]",4,ترنيمه,ترنيمــة,معاصر,الهجيني,قي,/images/poems/77_Drive_New_Thumbnail_view.jpg,"بواحه الاسرار منقود منقود      لا لا تكلم باللسان الطليقي
ترنيمه النهوند وترنيمه النود      قام يعزفها حيل وانا في ضيقي
يا ذا البشر يا راعي الخيل والذود      كيف الخيانه لي تزين الرفيقي
ما كنت بعشقها ولا كنت باعود      لين اكتشفت انه هواها حقيقي","بوّاحـة الأسـرار منـقـود مـنـقود      لا لا تـكـلّـم باللـسان الطـلـيـقي
ترنيمة النهـونـد وترنيـمة النود      قام يعزفها حيل وآنا في ضيقي
يا ذا البشر يا راعي الخيل والذود      كيف الخيانه لي تزين الرفـيقي
ما كنت بعـشقها ولا كنت باعـود      لين اكتـشفت انّه هواها حقيقي","[{""resolved_from"": ""الواحة"", ""name"": ""أراضي إماراتية""}]",[],"[{""name"": ""الحصان"", ""category"": ""حصان"", ""resolved_from"": [""الخيل""]}]",[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""بواحه الاسرار""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يا ذا البشر"", ""يا راعي الخيل"", ""الرفيقي""]}]","[""حزن"", ""غضب"", ""حب""]","[""الشوق والحنين"", ""الألم والحزن"", ""الفراق والهجر"", ""الغيرة والعتاب"", ""التراث النبطي"", ""الحب والغزل""]",يطلب السكوت وعدم الكلام الجارح ليحفظ الأسرار يشعر بالحزن بينما تُعزف ألحان حزينة تنعكس على ضيق قلبه يتساءل كيف تزين الخيانة صديقه الوفي رغم الوفاء كان لا يحبها ولا يعود لها حتى أدرك حبها الحقيقي,"يطلب السكوت وعدم الكلام الجارح ليحفظ الأسرار يشعر بالحزن بينما تُعزف ألحان حزينة تنعكس على ضيق قلبه يتساءل كيف تزين الخيانة صديقه الوفي رغم الوفاء كان لا يحبها ولا يعود لها حتى أدرك حبها الحقيقي | Mood: حزن, غضب, حب | Animals: الحصان | Location: أراضي إماراتية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
77,"[1063, 1064, 1065, 1066]",4,ترنيمه,ترنيمــة,معاصر,الهجيني,قي,/images/poems/77_Drive_New_Thumbnail_view.jpg,"في مقلتيك انهار وبحور وورود      لايق وفيك الوصف كله يليقي
يا معادي للنقص تستاهل الزود      وانا لك بسمع الغرام استريقي
ارحمني بنظره تري نظرتك جود      مشاعري نامت ولا قلت فيقي
ضميان قرب شفتك يا سيد الخود      اخاف اموت فراق ما ابتل ريقي","في مقلتيك انهار وبحور وورود      لايـق وفـيك الوصف كلّه يليقي
يا معاديٍ للنقـص تسـتاهل الزود      وآنا لك بسمع الغـرام اسـتريقي
إرحمني بنظره ترى نظرتك جود      مشاعـري نامـت ولا قـلت فيقي
ضميان قرّب شفـّتك يا سيّد الخود      أخاف اموت فراق ما ابتل ريقي","[{""resolved_from"": ""البحور"", ""name"": ""طبيعة عامة""}]",[],"[{""name"": ""الشاة"", ""category"": ""ماشية"", ""resolved_from"": [""الزود""]}]",[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""مقالتيك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]","[""حب"", ""خوف""]","[""الحب والغزل"", ""الجمال والعيون"", ""الوفاء والصبر"", ""التراث النبطي"", ""الشوق والحنين"", ""الفراق والهجر""]",يرى في عينيها أنهار وبحور وأزهار تناسبها بتمام الوصف يمدحها ويؤكد أنها تستحق الحب والزيادة منه يلتمس رحمته بنظرة تعبر عن العطاء والحنان يعبر عن خوفه من الفراق الذي يميت روحه ويتركه عطشانا,"يرى في عينيها أنهار وبحور وأزهار تناسبها بتمام الوصف يمدحها ويؤكد أنها تستحق الحب والزيادة منه يلتمس رحمته بنظرة تعبر عن العطاء والحنان يعبر عن خوفه من الفراق الذي يميت روحه ويتركه عطشانا | Mood: حب, خوف | Animals: الشاة | Location: طبيعة عامة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
77,"[1067, 1068, 1069]",3,ترنيمه,ترنيمــة,معاصر,الهجيني,قي,/images/poems/77_Drive_New_Thumbnail_view.jpg,"صحيح انا محبوب للبيض والسود      لكن ما غيرك لقلبي عشيقي
اليا فتحت العين القاك موجود      ذكراك ترسم صورتك في طريقي
لا تشعل النارين يا مخصر العود      انا بليا عود .. زايد حريقي","صحيح انا محبوب للبيض والسود      لكن ما غـيـرك لقـلبي عـشـيـقي
إليا فـتحت العـين ألقـاك مـوجـود      ذكراك ترسم صورتك في طريقي
لا تشعل النارين يا مخصّر العـود      آنا بلـيّـا عــــود .. زايـد حـريـقي","[{""resolved_from"": ""الطريق"", ""name"": ""أماكن مجردة""}]",[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""عشيقي""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]","[""حب"", ""حنين""]","[""الحب والغزل"", ""الوفاء والصبر"", ""الذكريات"", ""الشوق والحنين"", ""الألم والحزن""]",يؤكد حبه الخاص لها رغم إعجابه بالآخرين يرى صورتها واضحة في طريقه وذكراها لا تفارقه يطلب منه ألا يزيد ألمه النار تحرقه بشدة,"يؤكد حبه الخاص لها رغم إعجابه بالآخرين يرى صورتها واضحة في طريقه وذكراها لا تفارقه يطلب منه ألا يزيد ألمه النار تحرقه بشدة | Mood: حب, حنين | Location: أماكن مجردة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
78,"[1070, 1071, 1072, 1073]",4,تعال واسالني,تعــال واسـألنـي,حديث,الهجيني,اها,/images/poems/78_Drive_New_Thumbnail_view.jpg,"مفروض لا قلت عني سالفه قلني      مع فعول الرجاجيل اذكر اسماها
ما ابيك لا انته ولاغيرك يجاملني      انا اكبر من النفوس ومن محاباها
في خاطرك شي لي تعال واسالني      لا تحكم بغيب نفسك وترضاها
لا تنوي انك باسلوبك تقللني      تري الله يحاسب الناس بنواياها","مفروض لا قلت عنـّي سالفه قلني      مع فـعـول الرجاجيـل أذكر اسـماها
ما ابيك لا انته ولاغـيرك يـجاملني      أنا اكبر مْن النفـوس وْمن محاباها
في خاطرك شيّ لي تعـال واسألني      لا تـحـكم بغـيـب نفـسـك وترضـّاها
لا تـنـوي انـّك بأسـلـوبـك تـقلـّـلني      تـرى الله يْحاسـب الـناس بنواياها",[],"[{""name"": ""الله""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""عني""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""ابيك""]}]","[""فخر"", ""غضب""]","[""الفخر والشجاعة"", ""الوفاء والصبر"", ""الغيرة والعتاب"", ""الإيمان والدعاء""]",يطلب منه أن يذكر أسماء الرجال الذين يتحدث عنهم بصراحة يرفض المواضيع المجاملة ويؤكد تفوقه على النفوس المتحيزة يدعوه أن يسأله مباشرة بدل الحكم بعشوائية على أخباره ينبهه أن نيته السيئة لن تنقص من قيمته لأن الحساب لله,"يطلب منه أن يذكر أسماء الرجال الذين يتحدث عنهم بصراحة يرفض المواضيع المجاملة ويؤكد تفوقه على النفوس المتحيزة يدعوه أن يسأله مباشرة بدل الحكم بعشوائية على أخباره ينبهه أن نيته السيئة لن تنقص من قيمته لأن الحساب لله | Mood: فخر, غضب | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
78,"[1074, 1075, 1076, 1077]",4,تعال واسالني,تعــال واسـألنـي,حديث,الهجيني,اها,/images/poems/78_Drive_New_Thumbnail_view.jpg,"وتراك ما انته بتفرحني وتزعلني      لان الحقيقه حقيقه لو تناساها
والفرق بين تجاهلني .. وتجهلني      كبر البسيطه من اقصاها لادناها
انا اللي عقول مثلك ما تحللني      الله خلق خلقه وميز مزاياها
خلقني بهالزمان اللي معلمني      كثرت حكايا الرجال وقلت احلاها","وتراك ما انته بتـفـرحني وتزعلني      لان الحـقـيـقه حـقـيـقه لو تـناساها
والفرق بين تجاهـلني .. وتجهـلني      كبـر البسـيطه من اقـصاها لأدناها
أنـا اللي عـقـول مثـلك ما تحـلـّلني      ألله خـلـق خـلـقـه ومـيّـز مـزايـاها
خـلـقـني بهالـزمان إللي معـلـّـمني      كـثرت حكايا الرجال وقلّت احلاها",[],"[{""name"": ""الله""}]",[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""تراك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""تفرحني"", ""تزعلني""]}]","[""حكمة"", ""فخر""]","[""الألم والحزن"", ""الغيرة والعتاب"", ""الفخر والشجاعة"", ""الذكريات"", ""التراث النبطي""]",يؤكد أن أفعاله لا تسعده بل تجرحه لأن الحقيقة لا تخفى يفرق بين تجاهله المتعمد وجهله، مؤكداً أن الفرق كبير يعلن أن عقول الآخرين لا تقدر أن تحلله أو تفهمه بعمق يعبر عن أنه نشأ في زمن قل فيه الرجال الحقيقيون,"يؤكد أن أفعاله لا تسعده بل تجرحه لأن الحقيقة لا تخفى يفرق بين تجاهله المتعمد وجهله، مؤكداً أن الفرق كبير يعلن أن عقول الآخرين لا تقدر أن تحلله أو تفهمه بعمق يعبر عن أنه نشأ في زمن قل فيه الرجال الحقيقيون | Mood: حكمة, فخر | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
78,"[1078, 1079, 1080, 1081]",4,تعال واسالني,تعــال واسـألنـي,معاصر,الهجيني,اها,/images/poems/78_Drive_New_Thumbnail_view.jpg,"تنزيل مثلك لقدري ما ينزلني      ما كل حاجه تمناها با تلقاها
في عيون بيض الوجوه الله مجملني      انا احشم اشنابها وادسم لحاها
لا تعتذر لي ولا ترجي تواصلني      ولا تلحق الذنب مدح وتقصر خطاها
مدايح اللي سواتك ما توصلني      لو تمطر الارض ماوصل السما ماها","تـنـزيـل مثـلك لـقـدري ما يـنـزّلـني      ما كـل حـاجـه تـمـنـّاها با تـلـقـاها
في عيون بيض الوجوه الله مجمّلني      أنا احـشـم اشـنابهـا وآدسّـم لحـاها
لا تـعـتـذر لي ولا ترجـي تواصـلني      ولا تلحق الذنب مدح وتقصر خطاها
مـدايـح اللي ســواتـك ما تـوصّـلني      لو تمطر الأرض ماوصل السما ماها","[{""resolved_from"": ""الأرض"", ""name"": ""أراضي إماراتية""}, {""resolved_from"": ""السما"", ""name"": ""طبيعة عامة""}]","[{""name"": ""الله""}]",[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""مثلك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""قدري""]}]","[""فخر"", ""غضب""]","[""الزمن والقدر"", ""الجمال والعيون"", ""الإيمان والدعاء"", ""الفراق والهجر"", ""الفخر والشجاعة"", ""الغيرة والعتاب""]",يؤكد أن مثل هذا الشخص لا يمكن أن يقلل من قدره ولا يتحقق له كل ما يريد يشير إلى احترامه لنظرات المخلصين له وأصحاب القلوب الطيبة يرفض الاعتذار أو طلب التواصل منه ويبرئ نفسه من أي خطأ يدلل على أن مدحه لن يوصل إليه حتى لو بغزارة الأمطار,"يؤكد أن مثل هذا الشخص لا يمكن أن يقلل من قدره ولا يتحقق له كل ما يريد يشير إلى احترامه لنظرات المخلصين له وأصحاب القلوب الطيبة يرفض الاعتذار أو طلب التواصل منه ويبرئ نفسه من أي خطأ يدلل على أن مدحه لن يوصل إليه حتى لو بغزارة الأمطار | Mood: فخر, غضب | Location: أراضي إماراتية, طبيعة عامة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
79,"[1082, 1083, 1084, 1085]",4,تناهيت المحبه,تناهيت الـمحـبّـه,معاصر,الهجيني,وت,/images/poems/79_Drive_New_Thumbnail_view.jpg,"يا اخر طموحاتي وذروه حنيني      تلبس علي فالك وانا بفالي اموت
اموت في اللبس الخفي المبيني      والشعر لا منه تناثر علي الكوت
الصوره اللي بين خدك و بيني      تقول يالسكر تعال المس التوت
في عيونك اللي تحتها شامتيني      خيل العرب في معركه عين جالوت","يا آخـر طـموحـاتي وذروة حـنيـني      تلـبس على فـالك وانا بْـفالي آمـوت
أمـوت في اللبـس الخـفـيّ المـبـيـني      والشـًّعر لا منـّه تـناثر عـلى الكوت
الـصـوره اللي بيـن خــدّك و بـيـني      تـقـول يالسـكـّر تعال المـس التـوت
في عـيونـك اللي تحـتها شـامـتـيـني      خيل العرب في معركة عين جالوت","[{""resolved_from"": ""عين جالوت"", ""name"": ""مواقع دينية""}]","[{""name"": ""الأنبياء""}]","[{""name"": ""الحصان"", ""category"": ""حصان"", ""resolved_from"": [""خيل""]}]",[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يا اخر طموحاتي""]}]","[""حب""]","[""الحب والغزل"", ""الشوق والحنين"", ""الألم والحزن"", ""الجمال والعيون"", ""الطبيعة والخيل""]",يعبّر الشاعر عن ذروة حبه وشوقه رغم إدراكه بالمخاطر. يشير إلى الموت في حب التفاصيل الخفية والآثار الظاهرة. يصف العلاقة الحميمة التي تجمعهما بلطف وعذوبة. يرى في عيون المحبوبة قوة وشجاعة كخيول معركة عظيمة.,"يعبّر الشاعر عن ذروة حبه وشوقه رغم إدراكه بالمخاطر. يشير إلى الموت في حب التفاصيل الخفية والآثار الظاهرة. يصف العلاقة الحميمة التي تجمعهما بلطف وعذوبة. يرى في عيون المحبوبة قوة وشجاعة كخيول معركة عظيمة. | Mood: حب | Animals: الحصان | Location: مواقع دينية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
