poem_id,Title_cleaned,Poem_line_cleaned
173,لم تري,"للحين يا اغلي من سعر نفط العراق      سعر الذهب في سويسرا وانجلترا
وانا عليك احن يا حلو المذاق      والناس ما تدري لكن قلبك دري
خليتني اخسر منافسه السباق      اقدمك قدام .. وتعود ورا
يا مير قلب متيمك تري الفراق      في ذمتي ما هوب طبع الامرا
صاحبك له سمعه علي اوسع نطاق      ظلاله لحاله لخلق الله ذري
لكنك تحمله حمل ما يطاق      ويقوم به مثل الحصان الابجرا
سريت قلبي في رجا لحظه عناق      واخلفت وعدك ليت قلبي ماسري
والجمله اللي ما تجي ضمن السياق      ما تنكتب اصلا ولا هي تنقرا
وكان احترقت من الهجر موت احتراق      الا بعد باقول له اعصا وري
لاني محذرك من يوم الفراق      اللي يذل اهل المدن واهل القري
محذرنك والعروق اللي دقاق      ما ينفعن وجروح قلبي ما بري
ولكن خيلي يشبهه ذاك البراق      ما كنه الا يوم اقبل ( لم تري )
وخليتني اخسر منافسه السباق      واقدمك قدام .. وتعود ورا"
174,ليل وراه ليل,"ماقد عصاني بعيشتي عمر دنياي      و لوني ابا احكي كيف اقدر احاكيه
مدري وش اللي جاب هالحظ وياي      كل من شكيت لشخص لقيتها فيه
بلواي اصلا كله العمر بلواي      ما ابيه و ياليت اقدر اقول ما ابيه
لاني بعطشان ولا شارب الماي      و لاني انا ماخذ و لاني بمعطيه
لاني انا المذكور و لاني بمنساي      مدري انا اللي غالي او اني اغليه
احسب خطاي وكل خطوه بممشاي      امشي برمش رضاه لو رمش بامشيه
عشت بغرام الموت باحساس منفاي      مدري لايه غربه اليوم انفيه
ذوبت لك عمري مثل سكر بشاي      عمر الحيا يا سكر العمر امليه
كل الحواس تقول وش جاي وش جاي      خايف تضيع اصابعي بصبع ايديه
ابغي اشبه نظرتي ترسم خطاي      حتي القصيده ما لقت اي تشبيه
مدري يا عازف عوده بحزن والناي      ما اقدر المه ولا بعد اقدر اطريه
قالوا لي هذا حزنك وقلت ش الراي      ايه حزن ، ايه كابه .. ش اسميه
يومي انا هذا .. انا عشت دنياي      ليل وراه الليل وش عقبه يجيه
عشت بزمان قلت للطير مولاي      كل من رفع جنحان فزيت لبيه"
175,ليه .. و كيف .. و عن .. و من,"يا هجوسي للزمن حكمه وللمهموم والي      والبنادم راس ماله عزته والله وكيله
اعتزالي للحياه المغريه غير اعتزالي      والدروب الداءريه والدروب المستطيله
ومستحيلات الدروب احبها والاستحالي      ما تخوفني الدروب الكايده والمستحيله
هيبتي فعلا تسولف به رجال وراس مالي      ذكر شيخ لا وقف وقفته تغني عن جزيله
والقصيد يقاسم الاحساس والبيت ارتجالي      عني الساري لا منك ضقت والطرقه طويله
لا تهاب الكوس والا ترهبك ريح الشمالي      دامك تعرف النصر ماهي تشابهه الفشيله
لين تلقي لك وطن كنه من الفكر الخيالي      ينتمي لك وانت من زود المحبه تنتمي له
وان سالت اجاوبك لكن بطرح لك سءالي      والسءال اللي انا بطرحه لا تطلب بديله
من يعلم الاغنيا اللي يحبون الريالي      عن كرم حاتم وفلسفته ووقفته النبيله
ومن يفهم الاغبيا ان البحر ماهوب حالي      لا تلاطم موجه وحول علي التربه مسيله
ومن يترجم لي رموز الوقت وظروف الليالي      كل رمز له حروف وكل حرف فيه ميله
ومن يسولف لي عن دموع الغلا من عين غالي      وعن احاسيس الشجر لا غرقه مزن المخيله
وعن تفاصيل الكلام اللي ابيه وما طري لي      وعن تخباط المضيع يوم ما حصل دليله
وعن حنين النوق لا منها رعت خضر المفالي      وعن غرام الوادي اللي له سنه ما مر سيله
وعن صقور ما تطيح الا علي روس الجبالي      ليه قامت كل عصفور تجي له تنثني له
وعن نهار اشرقت شمسه ولا شفت الظلالي      وعن طموح يمتلك غايه لكن ماله وسيله
وعن علوم ما تقال وعن علوم لو تقالي      كان ميزنا مابين اهل التقي واهل الرذيله
وكيف كل انسان يطمح بانه الشخص المثالي      وكيف انا قلبي سعيد ونفسي القاها عليله
وكيف تعبر فرحه البنت اليتيمه من خلالي      وكيف ازرع حزنها فرحه وضحكتها حصيله
وكيف اكون دوله في القدس من دون احتلالي      وكيف انصب حاكم واعي وطلاته جميله
وكيف اخلي اسمي مقدر اذا ذكروا مجالي      وكيف اداوي بالكرم تفاهه النفس البخيله
وكيف اوضف جهدي لتحقيق صعبات الامالي      وكيف يجيني ما تمنيته وانا وشلون اجي له
وليه حظي ما يساعدني اذا قل احتمالي      وليه غلطات الزميل المحترم يجرح زميله
وليه ليلي ما يقدرني وانا ساهر لحالي      وليه صبحي ما يفرحني كثيره او قليله
وليه ظهري بيح لصبحي سبب قله وصالي      وليه عصري يشتكي ظهره وظلمه عند ليله
وليه ما تخلي قلوب المسلمين من التعالي      وليه جفني ما تبكيه الحمام ولا هديله
ليه والا كيف والا عن ومن هذا سءالي      جاوبه بالطرقي اللي طرقتك طرقه طويله
ولا تضايق للزمن حكمه وللمهموم والي      والبنادم راس ماله عزته والله وكيله"
176,ما كان له داعي,"جرحت قلب الغرام و زدت في عنادك      تبغي الصراحه.. تري ما كان له داعي
من اربع شهور كثر الصد وش فادك ؟      ما غير حرضت طول الليل لاخضاعي
طيرت الاشواق من مرفاك وبلادك      وذبلت رسايلك ، ما جاني بها ساعي
يا زين تتوقع ان اللي حصل زادك      بالعكس ما زادك الا زاد ف اوجاعي
اللي محيرني انك في الزعل عادك      للشك ولهرجه الواشين تنصاعي
لا يكون شي _ في بالك صاير مرادك      اخاف قاعد تفكر تلوي ذراعي
هذي ولا الحلم سولفها علي رقادك      وشلون تبغي تسويها وانا واعي
لو دمعتك سولفت لكبود حسادك      كان الرعيه تقيم قيمه الراعي
من اربع شهور وانت مطول عنادك      اسمع تري صدق ما للي حصل داعي"
177,ما يشل الراس,"صارت الدنيا غريبه وصرت انا متوله      عشتها حلم خيالي والغريب لحالي
عشتها ابكل راحه واصبحت لي ممله      عشتها في ابتسامه وعشتها غربالي
ذاك درب الحبيبي قلت ذاك اسهل له      وهذا دربي لو طويل اسهل لي واسوي لي
لو طريقي في عنا اودرب انا ما ادله      احسن اضيع طريقي لو بربع الخالي
انا ظاري ع الصعايب ، الصعب اوصل له      الصعب سهل عليه ، الصعب يحلالي
الصعب لو هو صعب والله انا لا اذله      لا اذل عينه لاجلها في قولي وافعالي
ما يشل الراس الا لي يحطه يشله      وما يوطي راس دايم في العلا او عالي
كان طبعه مختلف او كلمته في محله      هو رزين ولا حكي يعني تقوم جبالي
ميزته حسنه طبيعي صار كله كله      هو علي بعضه حلو من حسنه القتالي
لكن اللي استوي .. الطين زاده بله      ورحت انا في درب ثاني مالها او مالي
باختصار اقول هذا خل فارق خله      خل يحلي حياته بشخص ثاني بدالي
وبصراحه .. كل كلمه قلتها متوله      ال (دبي) وال (دبي) وهي (دبي) ف بالي"
178,مدخل غرامي,"القلب شال الحب والحب شاله      مدخل غرامي والاحاسيس حوله
وضاع الفكر مابين حاله وحاله      واسهل حلوله صارت اصعب حلوله
الحسن لي يفرض علينا سءاله      كيف الربيع امتد لاربع فصوله
كيف ابتداه الحسن ثم انتهي له      يا لين حتي الحسن منه خذوا له
وانا اتخيل في خيالي خياله      فرصه عمر تحت ابتسامه طفوله
غر _ صفا حسنه وقلبي صفا له      سهل التمني بس صعب وصوله
يحتار فيه اللي يوصف دلاله      ويهين به لي عن جماله حكوا له
يخجل جماله من صفاوه جماله      ويغيض ربات العيون الخجوله
يمشي معاهم بس كنه لحاله      معهم ولكن كن هم لي مشوا له
واللي تعرض في مرامي نباله      والله ما يكسب ولا ربع جوله
عادل ولكن ما برمشه عداله      يظلم محبينه برمشه وطوله
اصلا جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله
ان قال صدي .. قلت : لله قاله      وان قال وصلي قلت : بالله قوله
هذا الذي قلبي من الشوق شاله      مدخل غرامي والاحاسيس حوله"
179,مراجل,"تقزمي في عين حسادي وانا عملاق فرض      لان علوي عن وطاهم شي ربي ملزمه
ماتشوف حجم الشمس متقزم علي اصحاب الارض      متقزمين ويحسبون الشمس جات مقزمه
يارب .. وانا عبدك اللي ما بعد هتكت عرض      واذا لقيت الضايق المحتاج وقفت اعزمه
ما علي اشبهك .. واذا غضبت اقول ارض      رزنامه افضالك مداها ما تشابه الارزمه
زد مشبري في الطول طول ومن قوي العرض عرض      ومد لي النصر المبين اللي ماغيرك يهزمه
لو المراجل تنشري سحبت لي مليون قرض      حتي اثبت محزمي يوم تراخي الاحزمه
شفت الحياه بدنيتي سنه وشفت الموت فرض      يوم اتقزم في عيون العالم المتقزمه"
180,مرثيه زايد,"العذر يا بوي لو ماشلني ساقي      الحزن ما طاقني والقلب ما طاقه
ياعيني ابكي وساعدها يا خفاقي      ماهوب عيب يفيض الدمع ف احداقه
ياموحد الدار .. يا المتفرد الراقي      والغيم حزن جذب الاحساس براقه
اشوف كن النهار يحدر احداقي      واشراقته ما تشابه ايه اشراقه
ومن يعذل القلب عن ضيقته لا ضاقي      انسان مشكوك في مذهبه واخلاقه
يا حاكم الارض واول واخر اشواقي      يفداك قلب حزن فرقاك ما ذاقه
في غيابك الناس ماتت وانته الباقي      لانك الغالي اللي يذبح فراقه
يبكيك من يغرس النخله علي الساقي      يبكيك راعي الشداد وراعي الناقه
والطيب والجود والعزه والاخلاقي      والارض وترابها والبحر واعماقه
شيخ مقامه سكن ما بين الاعماقي      حتي الزمن من محبينه وعشاقه"
181,مريم,"الحلا يحتويها      والغلا يرتجيها
شيخه الحسن مريم      الله هالله عليها
عيدها عاد ثاني      بين قلب ومحاني
قلت ازف التهاني      واتعني واجيها
يالبنات الصبايا      عندي الها هدايا
ما طرته الروايا      واستحيت اهديها
لان مريم هديه      من اله البريه
القلوب النديه      لو ضمت ترتويها
نور شمس تعلي      فوق بدر تجلي
دونه الوصف ولا      غايه الحسن فيها
بنت قرم سنافي      وارف الظل وافي
تبتديه القوافي      قبل لا يبتديها
الصبا مال بانه      وانثني خيزرانه
سموا دبي دانه      لان مريم عليها"
182,مستحيل انساك,"مستحيل انساك هذا مستحيل      مستحيل انساك والله للابد
من يعاشر شخص مثلك ما يميل      لا ولا ينوي علي غيرك احد
يا جميل في جميل في جميل      يا فريد اللون في جيد و خد
ترتسم في وجنتك شمس الاصيل      وجمرتين بينهن صف البرد
والعيون الدعج والرمش الظليل      ونور وجهك منهن نور استمد
تهت في حبك مثل توه الضليل      وزادت جروح الحشا جروح جدد
لا ولا عن حبك ارضي بالبديل      وكن باقي الخود تكماله عدد
لي يسير الدرب يوصل لو طويل      او مثل ما قيل من ( جد وجد )"
183,معلقه الاتحاد,"يا نقاد الشعر صلوا علي محمد ويا سبحان      من اجال البشر بيده واذا ماتت يحاسبها
يارب المغفره والناس ما ترجي سوي الغفران      ولا غيرك يغفر ذنوبها … ولا يعذبها
عزيز و جل شانك واعتلت قدرتك يارحمان      اقوله والقلوب بقدرتك تقدر تقلبها
عسي الله ما يحاسبني علي غلطه فكر بلسان      ويمنعني من اسباب الذنوب اللي تسببها
وانا شاعر يحلق في الفضا لو ما معه جنحان      وصل حد النجوم اللي تراقبه ويراقبها
تهيضه القريحه ويتهيض باعذب الالحان      اصوغ من اغزر بحور القصيد الاجمل الابهي
ابا انحت من صخر واغرف بحر واقطف من البستان      علي شان القريحه تنتهض ويتم واجبها
علي شان اشبع جياع الفكر واروي بها عطشان      كما تروي هشيم الارض ودق من سحايبها
احب من القصيد اللي يشرف مسمع الاذان      تصور ما تكن النفس وتحقق ماربها
واحب من القصيد اللي تحير بوصفها الاذهان      تحير بوصفها الاذهان والشاعر يحير بها
واحب من القصيد اللي مايفني لو فنت الابدان      وتنحته الجبال لكل وادي يستظل بها
علي صهوه بنات الفكر هاجوسي بدون عنان      تتعب غيري القيفان .. لكني اتعبها
من يقول القصايد مالها غارب تري غلطان      جزيلات القصايد كل بيت جزل غاربها
ومن داعب جزيلات البيوت بغالي الاثمان      تراوده الوصوف النادرات اللي يليق بها
وانا وان قيل من يفدا الوطن ما رحت ارد الشان      اسوم الروح لبلادي .. اذا دارت نوايبها
علي قول المثل .. وان صكت الحلقه علي الابطان      تعزوي بالقروم اللي يهاب الضد جانبها
تعزوي من ( بني ياس) برجال _ تعسف الميدان      تقول الله علي طرق البلا والموت حببها
رجال _ كلما العادي غزا ردوا له العدوان      ومن عادي الحرار لزوم يشكي من مخالبها
ومن جانا يمد ايمان .. جينا له بطيب ايمان      ومن جانا بغير الطيب .. لا يحمد عواقبها
اذا الطامع غزانا ما نشذب له خشوم سنان      خشوم سيوفنا في هامه الطامع نشذبها
رفعنا رايه الحق وتركنا رايه الشيطان      يشرقها و يغربها .. و يشرقها و يغربها
تلاقت فيك ( يالظفره ) دروب القلب والشريان      لو ان ذكراك تكتب في الحنايا كان نكتبها
ويا ( ليوا ) كل ما هب النسيم ومالت الاغصان      يناسبك الفخر واللي تربوا فيك ناسبها
تسولف مجدك الركبان لا مروا علي الركبان      ولا تستوعبه حجم الكتب و اكبر مكاتبها
زمان _ كان فيه الفعل غالب والكلام اوزان      و حن بالفعل نوزن كلمه الضد و نغالبها
مرامينا المدي ولنا علي روس الجميم مكان      ولنا المجد انتصر وان ضاقت الارض بكتايبها
خلطنا اوراق من وضب كتايبه و لفي طمعان      لعله عقب ما نخلط له اوراقه يوضبها
لعله يفطن ان بلادنا .. هي دره البلدان      هي اكرم ارض في الدنيا وهي ثامن عجايبها
رملها من ذهب وحدودها عقد من المرجان      حضنها برها من عزها والبحر شاربها
علي ( سيح الشعيب ) وما صفا دونه من النقيان      صفت بيض القلوب و ساقت الوحده ركايبها
بدت فكره توحدنا علي العز وعلي الايمان      حقيقه ثابته ما يقدر العالم يكذبها
سنه واحد وسبعين بشهر ديسمبر و للان      ورايه الاتحاد تعانق الشمس و تجاذبها
ولا ترحل مع الغايب ولا يجتاحها النسيان      مدير المدرسه يكشف وقايعها لطالبها
في ظل المجلس الاعلي عمود الدوله المنصان      ثقتنا في شيوخ بلادنا ماحد يعذربها
نحن من عاصمتنا ( بوظبي ) ياللي بدون اثمان      اهلها تفتديها بالنفوس ولا تحس بها
الي ديره ( دبي ) اللي من النهضه كان الجان      نبي الله ( سليمان ) ارسله حتي يرتبها
ومن (ام قيوين) نبع الطيب واهل الجود في (عجمان )      تزف ( الشارقه ) نور المعارف من جوانبها
الي حدود (الفجيره) لي تخطب حزومها الشطان      ل ( راس الخيمه ) اللي كل يوم العز يخطبها
شيوخ كل شيخ له من اهل الشان قدر وشان      مثل وصف الحرار اللي علي العليا مراقبها
نثمن قدرهم بارواحنا في كفه الميزان      ويرجح وزنهم فوق الكفوف و فوق مطلبها
وتري ما كل من يصهل صهيل حصان صار حصان      واصيلات الخيول فعولها تشهر مدربها
واذا قالت الارامل يرحم الله ( زايد ) كحيلان      وقف تاريخنا يروي حكم ( زايد ) و ينسبها
زعيم المرجله .. شيخ المكارم .. حاكم الازمان      زعيم التوعيه .. اسطوره الارض وتجاربها
خذا من شجره اصحاب النسب اعلي نسب عدنان      تعربه المناسب .. وان تحداها .. يعربها
كان الارض بعده خاليه .. الا من الاحسان      زرع في رملها لين اعشبت منه مناكبها
لو ان عقارب الساعه توقف بعد موت انسان      قسم بالله ما دارت عقب ( زايد ) عقاربها
ياكم سالت دموعه يوم (راشد) ضمته الاكفان      و(راشد) كل ما ثقلت حمول الناس قام بها
هذا (راشد بن سعيد ) وهذا (زايد ابن سلطان)      رجال افعال من قبل تنصب في مناصبها
وانا نصي من المكتوم.. ونصي الثاني نهيان      سمي اكرام قوم _ يفخر المجد بمراتبها
سمي عمي وسمي بن زايد الاول واسم حمدان      اخو عمي رءيس الدوله اللي ابوي نايبها
رجال _ ابصروا بالعقل ما لا تبصره الاعيان      هم عيون البلاد و جفنها الواعي وحاجبها
هم عيال (الفلاحي) و(الفلاسي) قبله الضيفان      اياديهم تمد الكايده … ولا تشح بها
هذا مثل القمر في ليله الظلما الي من بان      وذا شمس _ يسولف شرقها عن طيب مغربها
بنوا للدار ساس _ ما يلين وثبتوا الاركان      شيوخ _ من بعده شيوخ للعليا مطالبها
لهم في النايفات من المكارم والفخر تيجان      تعدي صيتهم فوق المجرات و كواكبها
تقول الله خلقهم رحمه للارض والعربان      اذا مروا علي الارض الخلا تعشب سباسبها
خليفه العارض الهتان، نجل العارض الهتان      نجل العارض الهتان .. لي محيي جدايبها
خليفه ريس الدوله .. زعيم الشعب بوسلطان      تحت ظله بلاده امنه والخير عم بها
نفاخر به علي الدنيا واهلها والزمن لي كان      وما يقبل من الايام .. حاضرها وغايبها
واذا كان الفخر للي كلامه والفعل سيان      ابوسلطان قول و فعل ذلت له صعايبها
نما من كفه الجود و نمت من جوده الاوطان      لو انه ما معاه الا حياته .. كان جاد بها
يهاب يمينه السيف السليل وتحسده الامزان      ومداته يهاب البحر من لجه غبايبها
يهيج البحر لكن السفينه في يد الربان      سياسي يعرف قلوب العرب وشلون يكسبها
علي يمناه رجل _ لو تحط الشمس له نيشان      وتنشد لو يصوبها .. من عزومه يصوبها
هو ناءب ريس الدوله وريس مجلس الفرسان      ابو( راشد ) ( محمد ) رايته بالعز ناصبها
صنع من معجزات ( دبي ) لبلاده فخر ما هان      تنافسه الدول وينافس النهضه ويغلبها
تواكب غيره سنينه و يسبقها بدون رهان      انا اجامل سنينه لو اقول انه يواكبها
عبر حد الزمن .. لين الزمن رد ونشد حيران      متي عقله لحق يرسم له الخطوه ويحسبها ؟
رجل .. كن النهار اهداه من نور الفكر ضيان      اذا مر البلاد المظلمه .. تنور غياهبها
واذا مر البلاد الضاميه .. تثمر بها العيدان      كفوفه موجها البحر و هل الدنيا مراكبها
وابو (خالد ) ولي العهد .. عهد الخير به يزدان      له الفضل وكفوفه بالوفا والطيب طيبها
( محمد ابن زايد ) لي بشوفه تنجلي الاحزان      تباشير الفرح من شوفته الارواح ترقبها
يمينه من مكارمها تغار السحب والوديان      ويساره لو درت عن مده يمينه .. يعاتبها
واذا ضاقت صدور الناس .. لضيوفه فتح بيبان      يوسع صدر من ضاقت علي صدره رحايبها
اغني فيه واحس بفخر طاغي وانا (حمدان)      له عيون العباد بيوت لو يبغي يحل بها
وصفت شيوخنا والحق واضح ما يبا برهان      علي لسان الشعوب اروي لهم الابيات واندبها
حرام ان كل واحد منهم يحتاج له ديوان      شموس _ في سمانا مستحيل الوقت يحجبها
شموس _ نورها ابعد من الوصف ومن القيفان      ولكن القوافي من مداركنا .. تقربها
حنا اللي.. ثم حنا اللي.. ثم حنا اللي.. ثم حنا اللي حان      لنا فرصه تجنبنا المصايب او نجنبها
ولكنا .. وقفنا وقفه الشجعان للشجعان      وعلمنا الرجال توقف وتهزم مصايبها
ثرانا الطاهر من (السلع) لين اخر حدود (عمان)      قبور جدودنا .. والرايه العليا نصايبها
حضاره جيل مسيره بطل دوله لها عنوان      لها يسترسل التاريخ ويعدد مناقبها"
184,مطار,"الحب ذل .. الوصل عار.. لا صار تاليها هوان      ياللي تقول اخبارك .. اخباري بدون مجامله
زعلان منك.. اي نعم زعلان من شهر رمضان      ما تشوف جرحي لي ثمان شهور وانا حامله
رغم قساوه جرحك بقلبي لكن قلبي ما خان      يصحي الي منه صحي وان نام جرحك نام له
فتنتني لين اكتشفت ان اكثر الحب افتتان      واتعبت من مسك القلم كف تجيد انامله
صياغه التعبير في جمله يخلده الزمان      تصويرها يثبت بان الناس ماهي كامله
خلاص بطلنا غلا .. احسن لنا نبقي اخوان      ويعاملك قلبي طبيعي مثل ما انت تعامله
صديت منك مثل ما صد الشجاع من الجبان      واحرمت من وصلك احاسيس الخفوق الشامله
لا صرت دون احساس ما تقدر تقدم لي حنان      لان القلوب بحسها .. و بعطفها .. متكامله
انته علي طياره الهجران حاجز لك مكان      وانا ف مطار مواصلك ناطرك ساعه كامله"
185,مطر .. مطر,"مطر .. مطر.. وترد للتربه الروح      ويخضر ويذعذع نسيم البرادي
والعشب فوق العشب يبني له صروح      في وادي _ رابي علي ظهر وادي
لكن حمام الدوح ما له من النوح      صده .. لو ان العيد شارقه بادي
حمامه الوادي تري الصوت مبحوح      نوحي لكن نوحي بشكل اعتيادي
الحزن برقه كل ليله لي يلوح      احب احزن .. بس في جو هادي
ضايق ما ادري وين انا ابغي اروح      رغم النجاح اللي صنعه انفرادي
لو ان لاعداء النجاحات مصلوح      يتمتها .. لكن .. لا يا اعادي
وكفوف اصحاب الكرم ماهي شحوح      وطموحهم دايم وهو في ازديادي
تشرق مكارمهم علي الارض وتفوح      اذكارهم فوحه بختري وكادي
وفكري وحش في روض الابداع مطروح      نادر ولا يعرض في سوق المزادي
لانسان حفنه طين نفخ بها روح      تكونت علي شعور و مبادي
فزاع حزنه سر ماهو بمفضوح      لو ينفضح يمكن يثور الزنادي
ضيقه شعوب الارض يا عاشق البوح      ماهي مثل ضيقه شيوخ البلادي
عنيد لو قلبي من الحزن مجروح      ولا اعرف وش هو سبب هالعنادي
يمكن لان العمر مجموعه جروح      والا لاني شخص ماهو بعادي"
186,ملاذ عمر,"يا مصبح بالخير مسيت بالخير      انا بدار و انت عني بديره
ايخفق لك قلبي كما خفقه الطير      ع كف غمري سبوقه قصيره
يفرني التفكير فر الاعاصير      وشوق مسبب في الضماير حشيره
يجيبك التفكير صوت وتصوير      واهيم في نور الخدود النضيره
امشي علي حكم الزمن والمقادير      انا بغرب وصاحبي بالجزيره
امري خطير ان صار في الوقت تقصير      لانك طبيب للجروح الخطيره
اخر قراري فيك من دون تفكير      تقرير من يبغي يبري ضميره
انك عن الاقصي والادني وعن الغير      ملاذ عمر في الحياه استخيره
الاوله انته بالغلا وانت الاخير      وانت الوطن والاهل وانت العشيره"
187,من الف ليله وليله,"تبسم يا قمر للي عنالك      بسحب تمطر ويطرب رعدها
سرت لك نجمه من طيب فالك      وراحت من بلدها ليا .. بلدها
بليله حلم ما تخطر ع بالك      بليله والف ليله من وعدها
صباح الورد ياليلي لحالك      ومساك النور ياصبح بوردها
اذا غربت والمجد بوصالك      خطر ع الشمس تشرق من سعدها
هنيالك ومن وصله هنالك      هنياله من الدنيا سهدها
سعي بطيب وبدابك وانتهي لك      و بن العطر من يدها ليدها
وتنشد يا قمر من هو سعي لك      وانا اقول النجوم ومن صعدها
هذاك اللي قبل لاسمع سءالك      سما العليا علي مجده سندها
مادامه من صور قلبك منالك      عسي دنيا الفرح دايم سعدها
سرت لك نجمه من طيب فالك      وراحت من بلدها ليا بلدها"
188,من حاء ميم الي نون الف,"من حاء ميم الي سعاده حضرتك يا نون الف      وشلون تبغيني اخون العهد وانا حالفه
ياصاحبي كانك من اصحاب الضميرالمختلف      لا عاد تطريني علي باب الامل في سالفه
شاعر ومبدع قبل ما انشر بوسط المختلف      واري بخلق الله في طيبي ماهي متخالفه
وكانه تلف قلبك تري قلبي من الفرقا تلف      دروبنا متخالفه .. و قلوبنا متوالفه
اتعب من الفرقا وتتعبني ويلحقني صلف      لكن قلبي صلف ويحب الدروب الصالفه
ان كان حبك لي مجرد حب تقصد به سلف      اذلف من العوج السنين الماضيات الذالفه
قضيتك في المحكمه والجرم مكتوب بملف      والمدعي ياخذ برايك والمحامي خالفه
كلفت نفسك فوق طاقتها وتعبها الكلف      والحين تبغي تموت نفسك من عناها كالفه
لا تفتكر اني معاك افكر اسوي حلف      ما نيب مجبور اي شخص اقابله اوالفه
لا عاد تحلف زور لاني كاشفك قبل تحلف      الحب تالف وانت تالف والعلاقه تالفه"
189,من عرفته ما ذرفته,"من صغر سني وانا انظر للغلا نظره رفيعه      واعرف ان العشره اسمي من غلاك ومن حناني
يوم شفتك من ضياع وشفتني مثل الوديعه      انته اللي ضعت فيني وانت بس اللي لقاني
والله ان الضيعه اللي جابتك ما هي بضيعه      ضيعه العشاق شي وضيعتي بك شي ثاني
يا غرام ما استطيع انساه لو قلت استطيعه      يا كلام من عرفته ما ذرفته من لساني
اشتر اللي تشتري فيني وبيع اللي تبيعه      ما التفت لوجه غيرك باعني والا شراني
خل طعناتك قويه و خل نظراتك سريعه      يعني اضرب اهرب اضرب اضرب اهرب في ثواني
ماانت باول من شرب صيفي وعطشني ربيعه      ولا انت باخر من خذاني من يدي ولا خذاني
انت ما وسعت صدري لين ضيقت الوسيعه      كنك تحطب الجروح من المحاني للمحاني
كل ساعه لك بصدري رمح اقسي من تبيعه      وكل جرح له بوجهي حزن غير الاولاني
وكل ليل يهون لكن ليله البارح فظيعه      يعلم الله كانت اول ليله تزلزل كياني
كن رمحك ما يبات الا وري الحدب المنيعه      وكن جرحي ما يعرف ينام ورماحك تعاني
ول يا كيد الظبا ما شفت من يصنع صنيعه      لو زرعته في حشاك سنين يمحيك بثواني
في زمنا قالوا ان ما طاوعك هالوقت طيعه      وانت مثل الوقت قاسي طاعني والا عصاني
بس ابيك ليا عسفت البعد واسرجت القطيعه      التفت مره علي و حط نفسك في مكاني
انت لو اني خدعتك راح ترضي بالخديعه ؟!      بعتني مليون مره .. حبني مره عشاني
خايف تحمل خفوقي فوق ما لا يستطيعه      ويبتليك الله بغيري مثل ما فيك ابتلاني
خلني مثل الضياع وشلني مثل الوديعه      انت من ضيعتني ، مافي احد غيرك لقاني
واشهد ان الضيعه اللي جابتك ماهي بضيعه      ضيعه العشاق شي وضيعتي بك شي ثاني"
190,من هو فزاع,"انا عنواني اشعاري واسمي في معانيها      واول بيت انا قلته غدي تاريخ ميلادي
اذا تنشد عن اخباري من اولها لتاليها      انا اشعاري هي اخباري علي ما ريد تنقادي
وانا امي اماراتي ولدت وعشت انا فيها      وابوي امجاد عرباني وطاري ماضي اجدادي
واخواني انا المليار مسلم في اراضيها      وانا القران والسنه غدوا زادي وزوادي
اعيش همومي وفرحي ولا لي نيه اخفيها      واكبر همي المقدس وطفل جنبه ينادي
يهز بصرخته ارض نوي الصهيون يمحيها      من التاريخ ، والعالم وقف مكتوف الايادي
وانا ايامي هي استاذي تعلمني لياليها      فلا خير بانسان يفاد ولا بعد فادي
وزايد قدوتي زايد ، وزايد من يزهيها      بلاده شانها عالي باسمه دايم تشادي
وروحي محمد المغوار ابن راشد يغذيها      من اشعاره من افكاره بنيت بمجده امجادي
مربني علي الجود وعلي المعروف واحميها      بلادي حبي الاول ولا لي غيرها بلادي"
191,من يحبك,"من يحبك كثر ما احبك انا      ومن بحبك حاول وياما اجتهد
ومن ف عينه شوفتك كل المني      لا ورب العرش ما غيرك ابد
انت شوفي وانت عمري والهنا      ياجسد بي روح ولروحي جسد
وانت عيني وانت نوري والسنا      وانته اسبابي اذا حبي خمد
وانت ميعادي وسهدي والعنا      وانت تعذيبي وصبري والجلد
وانت راحاتي وروحي والظنا      وانت الاول ..مابها قبل و بعد
لمنا جو المحبه و ضمنا      ومن بعد قربك انا كيف ابتعد
شوف ما اكبر ياحبيبي عشقنا      فاق كل العشق وحده وانفرد
لو يوزع عالبسيطه حبنا      ما بقي حد بها يكره احد"
192,ميلاد مجد,"اليوم عيد .. اليوم اغلي من العيد      اليوم هذا غير عن كل الاعياد
والليله احلي موعد فالمواعيد      تاريخها يحمل معه عيد ميلاد
ميلاد كل الحسن والمجد والغيد      الزين فيها كامل والغلا زاد
ميلادها سموه شيخ المواليد      المجتمع يفرح به جموع وافراد
كنها غزال جافل قاده الصيد      كل الضبا من خلفها جات تنقاد
البحر يحسدها علي السير في البيد      شوف البحر من حسنها صار حساد
هي اغلي عنقود ما بين العناقيد      بنت الشيوخ اللي من امجاد لامجاد
الشوق يحضنها من الايد للايد      متسيده ..لان السياده للاسياد
جمالها يطغي علي فرحه العيد      وياليتها بصحه لها دوم ينعاد"
