poem_id,Row_ID,Title_cleaned,Poem_line_cleaned,places,religion,animals,events,entities,sentiments,subjects,summary,Title_raw,Poem_line_raw,ai_images_thumb,qafiya,rawy,wasl,haraka,meter,category
159,2169,كحل الظلام,جيت اسال الليل لما طول غيابك      وهلت دموع السحاب وبلت احداقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""احداقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""غيابك""]}]",حزن,"[""الشوق والحنين"", ""الفراق والهجر""]",يتساءل الشاعر عن طول الغياب والدموع تبلل عينيه حزناً.,كحل الظــلام,جيت اسأل الليـل لمّـا طـوّل غـيابك      وهلـّت دمـوع السـحاب وبلـّت احـداقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2170,كحل الظلام,واخذت كحل الظلام وجيت لاهدابك      اشوف هي حنه اغصانك علي اوراقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ارواقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""اهدابك"", ""اغصانك""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",يأتي مسلحاً بالظلام يبحث عن حنان محبوبه في عينيه.,كحل الظــلام,واخذت كحل الظلام وجيت لاهـدابك      أشوف هي حنـّة اغصانك على اوراقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2171,كحل الظلام,مليت وانا انتظر طاريك وعتابك      حتي غلا شارع الاشواق باعماقي,"[{""resolved_from"": ""شارع الاشواق"", ""name"": ""أماكن مجردة""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اعماقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""طاريك"", ""عتابك"", ""الاشواق""]}]",حزن,"[""الشوق والحنين"", ""الغيرة والعتاب""]",يعبّر عن ملله وانتظاره لوصول ذكرى وحزن محبوبه.,كحل الظــلام,ملـّيت وانا انتـظر طـاريـك وعـتـابك      حتى غـلا شـارع الأشـواق باعـمـاقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2172,كحل الظلام,يقول.. كل الجفا هذا من اسبابك      ما يدري اني بري من طعم خفاقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""خفاقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""اسبابك""]}]",حب,"[""الغيرة والعتاب"", ""الألم والحزن""]",ينفى مسؤولية محبوبه عن الجفاء ويؤكد براءته من الأذى.,كحل الظــلام,يـقـول.. كل الجـفا هـذا مـن اسـبـابـك      ما يـدري اني بـري من طعـم خفـّاقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2173,كحل الظلام,ما يدري انك قفلت من الزعل بابك      ورقصت نار الغلا في نوته احراقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""احراقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""انك""]}]",غضب,"[""الغيرة والعتاب"", ""الألم والحزن""]",يُبرز إغلاق محبوبه بابه بسبب الزعل ونار حبه المشتعلة.,كحل الظــلام,ما يدري انـّك قـفـلت مْن الزعـل بابـك      ورقـّصت نار الغلا في نوتة احراقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2174,كحل الظلام,وعزمت حزن القصيد ونام بكتابك      واخذت للبرد مني بشت مشراقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""مشراقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""بكتابك""]}]",حزن,"[""الألم والحزن"", ""الشعر والإبداع""]",يحزن ويكتب الأشعار ويستلهم من برد الفقد والألم.,كحل الظــلام,وعـزمت حـزن القـصيد ونـام بكـتابك      واخـذت للبرد منـّي بـشـت مـشراقـي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2175,كحل الظلام,والخيمه اللي بنت لي من علي هضابك      عرضتها للهبوب .. ومزع ارواقي,"[{""resolved_from"": ""هضابك"", ""name"": ""مواقع نبطية""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ارواقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""هضابك""]}]",حزن,"[""الألم والحزن"", ""التراث النبطي""]",يهدم الخيمة التي بنى عليها الأمل بسبب رياح تجتاح روحه.,كحل الظــلام,والخيمه اللي بنت لي من على هضابك      عـرّضتها للهـبـوب .. ومزّع ارواقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2176,كحل الظلام,وعقدت لي حجاجك وكشرت لي نابك      وجردتني من غلاك وضاقت اخلاقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""لي"", ""اخلاقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""حجاجك"", ""نابك"", ""غلاك""]}]",غضب,"[""الغيرة والعتاب"", ""الألم والحزن""]",يشعر بجفاء محبوبه وضيق نفسه بسبب ابتعادها وقسوته.,كحل الظــلام,وعقدت لي حجاجك وكشــّرت لي نابك      وجرّدتني من غلاك وضاقت اخلاقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2177,كحل الظلام,جيت اتشفع بمعسولك وعنابك      وبغصنك اللي تركت القلب له ساقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ساقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""معسولك"", ""عنابك"", ""غصنك""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",يلتمس الرحمة من حلاوة معسول محبوبه وغصنه الداعم لقلبه.,كحل الظــلام,جـيت آتـشـفـّـع بـمعـسـولك وعـنـّابـك      وبغـصنك اللي تركت القلب له ساقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
159,2178,كحل الظلام,يكفي تري ما تحمل طوله غيابك      يكفي زعل كان لك في خافقي باقي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""خافقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""غيابك"", ""زعل""]}]",غضب,"[""الفراق والهجر"", ""الغيرة والعتاب""]",يناشد بأن يكف محبوبه عن طول الغياب والزعل الذي بقي في قلبه.,كحل الظــلام,يكـفي ترى ما تحمّـل طـولـة غـيـابـك      يكـفي زعل كان لك في خافـقي باقي,/images/poems/159_Drive_New_Thumbnail_view.jpg,اقي,ق,لا يوجد,كسرة,الهجيني,معاصر
160,2179,كحيلان,من باب تثبيت الوعي يا كحيلان      لعيون دوله مجتمعها ريادي,"[{""resolved_from"": ""دوله"", ""name"": ""أراضي إماراتية""}]",[],[],[],"[{""name"":""كحيلان"",""relation"":""المحبوب"",""resolved_from"":[""يا كحيلان""]}]",فخر,"[""الإمارات ودبي"", ""الطموح والنجاح""]",تثبيت الوعي وفخر بدولة تحظى بمكانة ريادية.,كـحـيـــلان,من باب تـثبـيت الوعـي يا كـحـيـلان      لعـيـون دولـــه مجـتـمـعها ريـادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2180,كحيلان,زرعت في صحراء الاحساس بستان      يمكن الامس فكره اهل المبادي,"[{""resolved_from"": ""الصحراء"", ""name"": ""طبيعة عامة""}, {""resolved_from"": ""المبادي"", ""name"": ""مواقع نبطية""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""زرعت""]}]",أمل,"[""الشوق والحنين"", ""التراث النبطي""]",زرع الأمل والإحساس في صحراء كانت قاحلة بالمبادئ.,كـحـيـــلان,زرعت في صحراء الاحساس بستان      يمكـن ألامـس فـكرة اهـل المـبادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2181,كحيلان,امثل ( المكتوم ) والا ( النهيان )      والا الشيوخ الشامخه في بلادي,"[{""resolved_from"": ""بلادي"", ""name"": ""أراضي إماراتية""}]",[],[],[],"[{""name"":""آل مكتوم"",""relation"":""آل مكتوم"",""resolved_from"":[""المكتوم""]},{""name"":""آل نهيان"",""relation"":""آل نهيان"",""resolved_from"":[""النهيان""]}]",فخر,"[""القيادة والزعماء""]",تمثيل الشخصيات العظيمة والشيوخ الشامخين في الوطن.,كـحـيـــلان,أمثـّـل ( المكـتوم ) والاّ ( النهـيـّـّان )      والاّ الشـيوخ الشـامخـه في بــلادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2182,كحيلان,حصان عزي يسبق ف كل ميدان      وسهيل مجدي في سما العز بادي,[],[],"[{""name"":""الحصان"",""category"":""حصان"",""resolved_from"":[""حصان""]}]",[],[],فخر,"[""الطبيعة والخيل"", ""المجد والعز""]",الفخر بالقوة والشجاعة التي تسبق الجميع في ساحات التحدي.,كـحـيـــلان,حـصان عـزّي يسـبق ف كل مـيدان      وسهيل مجدي في سما العـز بادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2183,كحيلان,والا انتقدني واحد ما له لسان      والا معاه لسان .. ولسان عادي,[],[],[],[],[],غضب,"[""الغيرة والعتاب""]",الرفض للتعرض للنقد من غير أهل للوجاهة أو الكلام.,كـحـيـــلان,والا انـتـقـدني واحـدٍ ما لـه لـســــان      والاّ مـعـاه لـسـان .. ولـسان عادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2184,كحيلان,احاول اوصل غايتي قدر الامكان      اصنع نجاحي من كثير انتقادي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""احاول""]}]",صبر,"[""الطموح والنجاح""]",السعي لتحقيق الأهداف بالعمل الجاد رغم كثرة الانتقادات.,كـحـيـــلان,أحاول اوصـل غـايـتي قـدر الامكان      أصـنع نجـاحـي من كثـير انتـقادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2185,كحيلان,والمرجله في عيون اهلها لها شان      مع اعتقاد الناس قبل اعتقادي,[],[],[],[],[],فخر,"[""الإمارات ودبي""]",تقدير الرجولة في أعين أهلها رغم اختلاف آراء الناس.,كـحـيـــلان,والمرجـله في عـيون اهلها لها شـان      مع اعـتـقـاد الـناس قـبل اعـتـقادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2186,كحيلان,والسر في قلوب الرجاجيل ينصان      والجاهل بجهله يزيد التمادي,[],[],[],[],[],حكمة,"[""الفخر والشجاعة""]",السر في القلوب الصادقة، والجاهل يزيد من تفاقم الأمور.,كـحـيـــلان,والسر في قـلوب الرجاجيـل ينصان      والجاهـل بجـهـله يـزيـد الـتـمـادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2187,كحيلان,ولو صحت في قلوب المقفين يافلان      ما فيهم اللي يستمع للمنادي,[],[],[],[],[],حزن,"[""الألم والحزن""]",قلة من يسمعون للنداء الحقيقي وسط الجهل والصمم.,كـحـيـــلان,ولو صحت في قلوب المقفّين يافلان      ما فـيـهـم اللي يـسـتـمـع للمـنـادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2188,كحيلان,وهدايه الله ما تحصل بالاثمان      والله يهدينا وهو خير هادي,[],"[""الله""]",[],[],[],أمل,"[""الإيمان والدعاء""]",الهداية من الله ليست بالمال والله هو أفضل هادي.,كـحـيـــلان,وهـدايـة الله ما تحـصّــل بالاثـمــان      والله يـهـــديـنـا وهـو خـيـر هـادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2189,كحيلان,والصبر كنز الروح والذل حقران      واللي ماعنده راي تلقاه غادي,[],[],[],[],[],صبر,"[""الوفاء والصبر""]",الصبر قيمة الروح والذل مهانة، والناس تختلف بأرائهم.,كـحـيـــلان,والصبر كـنز الروح والذل حـقران      واللي ماعـنـده راي تـلـقاه غــادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2190,كحيلان,وانا يابو عسكور احساس فنان      احاول اشرح فكرتي للعبادي,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""وانا""]}]",[],"[""الشعر والإبداع""]",هو شاعر فنان يعبر عن أفكاره ليصل بها للناس.,كـحـيـــلان,وانا يابو عسـكـور إحـساس فـنـّـان      أحـاول اشـرح فـكــرتي للعـبـادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2191,كحيلان,تدري وش احلي بيت سواه حمدان      لعيون دوله مجتمعها ريادي,"[{""resolved_from"": ""دوله"", ""name"": ""أراضي إماراتية""}]",[],[],[],"[{""name"": ""حمدان بن محمد بن راشد آل مكتوم"", ""relation"": ""الذات"", ""resolved_from"": [""حمدان""]}]",فخر,"[""القيادة والزعماء"", ""الإمارات ودبي"", ""الشعر والإبداع""]",فخره بوطنه الحبيب الذي يملك مجتمعًا رياديًا.,كـحـيـــلان,تدري وش احلى بيت سوّاه حمـدان      لعـيـون دولـــه مجـتمعـها ريـادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
160,2192,كحيلان,ما دام كثر الحرب من يد الانسان      افضل خيار نعيش من دون ايادي,[],[],[],[],[],أمل,"[""الطموح والنجاح""]",رغم كثرة الحروب، الأفضل أن نعيش بسلام وبعيدًا عن الأيادي القاتلة.,كـحـيـــلان,ما دام كثر الحرب من يد الانـسـان      أفضل خيار نعيش من دون ايادي,/images/poems/160_Drive_New_Thumbnail_view.jpg,ادي,د,لا يوجد,كسرة,الهجيني,معاصر
161,2193,كش ملك,صاحبي اللي اذا غبت احتريك      اعشق ارضاءك واخاف من ازعلك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اعشق""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""صاحبي"", ""ارضاءك""]}]",خوف,"[""الحب والغزل"", ""الشوق والحنين""]",يصف الصديق الذي يفتقده ويخاف من إغضابه بسبب عشقه لإرضائه,كـش مـلك,صاحبي اللي إذا غبت احـتـــــريك      أعشق ارضائك واخاف مْن ازعلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2194,كش ملك,الخلل ما كان في الايام .. فيك      ليه طيحت ف عيوني منزلك,"[{""resolved_from"": ""منزلك"", ""name"": ""أماكن مجردة""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""في عيوني""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""فيك""]}]",حب,"[""الحب والغزل"", ""الجمال والعيون""]",ينفي أن الخلل من الزمن ويعاتب صديقه على خذلان ثقته,كـش مـلك,الخـلل ما كان في الأيّـام .. فـيك      ليه طـيّـحـت فْ عـيـوني منـزلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2195,كش ملك,التواضع نعمه .. الله يهديك      وانت مغرور و غرورك يقتلك,[],"[""الله""]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""يهديك""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""انت""]}]",حكمة,"[""الألم والحزن"", ""الغيرة والعتاب""]",يشير إلى فضيلة التواضع وينتقد غرور الصديق الذي يضره,كـش مـلك,التـواضـع نعـمــه .. ألله يْهـديـك      وانت مغـرور وْ غـرورك يقـتلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2196,كش ملك,انت تدعس بنص وانا ادعس بريك      شف هداوه بالي وشف ما اعجلك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""انت""]}]",حب,"[""الحب والغزل"", ""الغيرة والعتاب""]",يوضح اختلاف طريقته وموقفه عن صديقه المتكبر,كـش مـلك,إنت تدعس بنص وانا ادعس بريك      شف هداوة بالي وْشف ما أعجلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2197,كش ملك,كل ليل تغيب به وانا احتريك      وكل ليل تردني واستقبلك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""انت""]}]",حب,"[""الشوق والحنين"", ""الحب والغزل""]",يُعبر عن حنينه للصديق في كل ليلة ويتمنى لقياه,كـش مـلك,كل ليـل تغـيب به وانا احـتـريـك      وْكـل لـيـل تـردّنــي واسـتـقـبـلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2198,كش ملك,وكل درب اعشقه دامه يجيك      وانت دربي ما تدانيه ارجلك,"[{""resolved_from"": ""درب"", ""name"": ""أماكن مجردة""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اعشقه""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يجيك""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",يشدد على حبه ودربه المفضل رغم بعد صديقه عنه,كـش مـلك,وْكل دربٍ أعـشـقه دامـه يجـيك      وانـت دربـي ما تـدانـيـه ارجـلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2199,كش ملك,يعتريني حزن ليته يعتريك      يبدع ف حاضرك لي مستقبلك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""يعتريني""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يعتريك""]}]",حزن,"[""الألم والحزن"", ""الشوق والحنين""]",يشعر بحزن عميق ويتمنى أن يمر به صديقه أيضاً,كـش مـلك,يعـتريـني حـزن ليتـه يـعـتــريك      يبـدع ف حاضـرك لى مستـقبلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2200,كش ملك,ساكن في خافقي مالك شريك      غير حب لو تضحي به هلك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ساكن""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""مالك""]}]",حب,"[""الحب والغزل"", ""الوفاء والصبر""]",يُظهر حباً خالصاً لا يقبل شريكاً مهما كانت الظروف,كـش مـلك,ساكـنٍ في خافـقي مـالك شـريك      غـير حـبٍ لو تـضـحّـي به هَـلَـك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2201,كش ملك,لا تساويني بغيري واشتكيك      للطموح اللي رقي بي للفلك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""تساويني""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""اشتكيك""]}]",غضب,"[""الغيرة والعتاب"", ""الطموح والنجاح""]",يطلب ألا يُقارن بالآخرين ويشكو من طموحه العالي,كـش مـلك,لا تـساويـني بغـيـري واشتـكـيك      للطـمـوح اللـي رقـى بي للـفـَـلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,ك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2202,كش ملك,والله ان الحر عن مليون ديك      كان شكل الديك غرك واذهلك,[],"[""الله""]","[{""name"":""الديك"",""category"":""طائر"",""resolved_from"":[""ديك"",""الديك""]}]",[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""غرك""]}]",غضب,"[""الغيرة والعتاب"", ""المجد والعز""]",يحذر من الغرور المضلل مستخدماً تشبيه الديك للحر,كـش مـلك,والله ان الحـر عـن ملـيـون ديـك      كان شـكـل الديـك غـرّك واذهـلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2203,كش ملك,كش ملك راحت علي الحب وعليك      يعني وش عقب الوزير الا الملك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""علي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""عليك"", ""الملك""]}]",حزن,"[""الفراق والهجر"", ""الحب والغزل""]",يعلن نهاية الحب كتحرك الملك في لعبة الشطرنج,كـش مـلك,كش ملك راحت على الحب وْعليك      يعني وش عقب الوزير الاّ الملك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
161,2204,كش ملك,في هلك انته وحيد امك وابيك      بس انا ماني بواحد من هلك,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""انت"", ""امك"", ""ابيك""]}]",[],"[""الفراق والهجر"", ""الألم والحزن""]",يؤكد وحدته واستقلاله بعيدا عن عائلة الصديق,كـش مـلك,في هَـلك إنتـه وحـيد أمّـك وابيـك      بـس انا مانـي بْـواحـد من هَــلك,/images/poems/161_Drive_New_Thumbnail_view.jpg,لك,ك,لا يوجد,كسرة,الهجيني,معاصر
162,2205,كلمه سلام,كيف اجيك وكيف انا ابدي في غرامك      كيف قل لي ابتدي لك بالكلام,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""اجيك"", ""غرامك"", ""لك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]",شوق,"[""الحب والغزل"", ""الشوق والحنين""]",يتساءل الشاعر كيف يبدأ التعبير عن حبه وكيف يبدأ الكلام مع الحبيب,كـلمة سـلام,كيف اجيك وكيف انا ابدى في غرامك      كيـف قـل لي أبتـدي لـك بالـكــــــلام,/images/poems/162_Drive_New_Thumbnail_view.jpg,ام,م,لا يوجد,فتحة,الهجيني,معاصر
162,2206,كلمه سلام,لك اسلم .. بس ما جاني سلامك      يعني مستكثر علي كلمه سلام,[],"[""الله""]",[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""سلامك"", ""كلمه سلام""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اسلم""]}]",حزن,"[""الحب والغزل"", ""الغيرة والعتاب""]",يعبّر عن خيبة أمله لعدم تلقيه تحية السلام من الحبيب,كـلمة سـلام,لك أسـلـّم .. بسّ ما جـاني ســلامـك      يعـني مسـتكـثر عليّ كلـمة ســــــلام,/images/poems/162_Drive_New_Thumbnail_view.jpg,ام,م,لا يوجد,فتحة,الهجيني,معاصر
162,2207,كلمه سلام,وش اسوي حتي استدعي اهتمامك      وافتح الموضوع يا بدر التمام,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""اهتمامك"", ""يا بدر التمام""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اسوي""]}]",شوق,"[""الشوق والحنين"", ""الغيرة والعتاب""]",يحاول استثارة اهتمام الحبيب لبدء حديث بينهما,كـلمة سـلام,وش أسوّي حتى أستـدعي اهـتمامك      وافـتـح المـوضـوع يا بـدر التمـــام,/images/poems/162_Drive_New_Thumbnail_view.jpg,ام,م,لا يوجد,فتحة,الهجيني,معاصر
162,2208,كلمه سلام,ابتسم لك او اقاطع في كلامك      او اجيك بكلمه فيها احترام,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""كلامك"", ""بكلمه""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ابتسم""]}]",حب,"[""الحب والغزل"", ""الوفاء والصبر""]",يفكر في طرق مختلفة لجذب انتباه الحبيب، بين الابتسام والكلام المهذب,كـلمة سـلام,أبتــسـم لك أو أقـاطـع في كـلامـــك      أو أجـيك بكـلمةٍ فـيها احـتــــــــــرام,/images/poems/162_Drive_New_Thumbnail_view.jpg,ام,م,لا يوجد,فتحة,الهجيني,معاصر
162,2209,كلمه سلام,ما قدرت ابعد مادام اني امامك      ولا قدرت اذكر مفاهيم الغرام,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""امامك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اني""]}]",حب,"[""الحب والغزل"", ""الألم والحزن""]",يجد صعوبة في الابتعاد عن الحبيب أو التفكير في مفاهيم الحب التقليدية,كـلمة سـلام,ما قــدرت ابـعـد مادام اني أمـامـك      ولا قـدرت اذكر مفاهـيم الغــــــرام,/images/poems/162_Drive_New_Thumbnail_view.jpg,ام,م,لا يوجد,فتحة,الهجيني,معاصر
162,2210,كلمه سلام,حرت بك واحترت بك خلي مدامك      ما يهمك من غدي بحبك حطام,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""بك"", ""بحبك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""حرت""]}]",حزن,"[""الحب والغزل"", ""الألم والحزن""]",يشعر بالحيرة والتردد تجاه الحبيب ومآلات العلاقة رغم حبه المدمر,كـلمة سـلام,حرت بك واحترت بك خلي مـدامك      ما يهـمّـك من غـدى بحبّك حطــــام,/images/poems/162_Drive_New_Thumbnail_view.jpg,ام,م,لا يوجد,فتحة,الهجيني,معاصر
162,2211,كلمه سلام,ابتدي بك حب ياعمري علامك      ما تحس احساس من صابه هيام,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""ياعمري"", ""علامك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ابتدي""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",يعلن بداية حبه الحقيقي رغم غياب فهم متبادل وشعور بالهيام,كـلمة سـلام,أبتـدي بك حـب ياعـمـري عـلامـك      ما تحـسّ احـساس من صابه هـيـام,/images/poems/162_Drive_New_Thumbnail_view.jpg,ام,م,لا يوجد,فتحة,الهجيني,معاصر
