poem_id,Row_ID,Title_raw,Poem_line_raw,summary,Title_cleaned,Poem_line_cleaned,قافية,البحر,وصل,حركة,نوع,شخص,sentiments,أماكن,أحداث,مواضيع,تصنيف,overall confidence,Status
178,2404,مدخـل غـرامي,كيف ابتداه الحسن ثم انتهى له      يا لين حتى الحـسن منـّه خذوا له,يتعجب من بداية الحب ونهايته التي تأخذ من جماله اللين.,مدخل غرامي,كيف ابتداه الحسن ثم انتهي له      يا لين حتي الحسن منه خذوا له,ه,المتقارب,,سكون,مقيدة,"[{""name"":""الحسن"",""relation"":""المحبوب""}]","[""حزن"",""لين""]",[],[],"[""الحسن""]",معاصر,0.88,Analysed
178,2405,مدخـل غـرامي,وانا اتخـيـّـل في خـيالي خـياله      فرصة عمر تحت إبتسامة طفوله,يتخيل فرصة عمرية تحملها ابتسامة طفولية بريئة في خياله.,مدخل غرامي,وانا اتخيل في خيالي خياله      فرصه عمر تحت ابتسامه طفوله,ه,المتقارب,,سكون,مقيدة,"[{""name"":""المحبوب"",""relation"":""المحبوب""}]","[""حنين"",""خيال""]",[],[],"[""خياله"",""ابتسامه"",""طفوله""]",معاصر,0.82,Analysed
178,2406,مدخـل غـرامي,غرّ ٍ صفا حسنه وقلبي صفا له      سهل التمنـّي بس صعبٍ وصوله,الشاعر يصف صفاء قلبه وصفاء محبوبه وصعوبة تحقيق الأماني.,مدخل غرامي,غر _ صفا حسنه وقلبي صفا له      سهل التمني بس صعب وصوله,ه,المتقارب,,سكون,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""صعوبة""]",[],[],"[""حسنه"",""قلبي"",""صفا""]",معاصر,0.9,Analysed
178,2407,مدخـل غـرامي,يحـتار فيه اللي يوصّـف دلالـه      ويهين به لي عن جماله حكوا له,يحتار الناس في وصف دلال محبوبه لكنهم يظلمون جماله بالكلام.,مدخل غرامي,يحتار فيه اللي يوصف دلاله      ويهين به لي عن جماله حكوا له,ه,المتقارب,,سكون,مقيدة,"[{""name"":""المحبوب"",""relation"":""المحبوب""}]","[""إعجاب"",""حيرة""]",[],[],"[""دلاله"",""جماله""]",معاصر,0.87,Analysed
178,2408,مدخـل غـرامي,يخجل جماله من صفاوة جماله      ويغـيض ربـّات العيون الخجوله,جمال محبوبه يخجل من صفائه ويؤذي خجول العيون بجماله.,مدخل غرامي,يخجل جماله من صفاوه جماله      ويغيض ربات العيون الخجوله,ه,الرجز,,سكون,مقيدة,"[{""name"":""المحبوب"",""relation"":""المحبوب""},{""name"":""ربات العيون"",""relation"":""جماعة""}]","[""إعجاب"",""غيرة""]",[],[],"[""جماله"",""صفاوه"",""ربات العيون"",""الخجوله""]",معاصر,0.91,Analysed
178,2409,مدخـل غـرامي,يمـشي معاهـم بس كنـّه لحـاله      معهم ولكن كن هـم لي مشـوا له,محبوبه يمشي معهم لكنه يشعر بالوحدة كأنه بمفرده.,مدخل غرامي,يمشي معاهم بس كنه لحاله      معهم ولكن كن هم لي مشوا له,ه,الرجز,,سكون,مقيدة,"[{""name"":""المحبوب"",""relation"":""المحبوب""}]","[""عزلة"",""تميز""]",[],[],"[""لحاله""]",معاصر,0.8,Analysed
178,2410,مدخـل غـرامي,واللي تعرّض في مرامي نباله      والله ما يـكـسـب ولا ربـع جـوله,كل من يحاول الوصول إلى محبوبه يفشل مهما حاول.,مدخل غرامي,واللي تعرض في مرامي نباله      والله ما يكسب ولا ربع جوله,ه,الرجز,,سكون,مقيدة,"[{""name"":""المحب"",""relation"":""عاشق""}]","[""صعوبة"",""فشل""]",[],[],"[""اللي تعرض"",""نباله""]",معاصر,0.79,Analysed
178,2411,مدخـل غـرامي,عادل ولكـن ما بـرمـشه عـداله      يظـلم محبـّيـنه بـرمـشـه وطـوله,حبه عادل لكنه يظلم محبيه برمشاته الطويلة والمتكررة.,مدخل غرامي,عادل ولكن ما برمشه عداله      يظلم محبينه برمشه وطوله,ه,الرجز,,سكون,مقيدة,"[{""name"":""المحبوب"",""relation"":""المحبوب""},{""name"":""محبينه"",""relation"":""عشاق""}]","[""ظلم"",""إعجاب""]",[],[],"[""عادل"",""رمشه"",""طوله"",""محبينه""]",معاصر,0.89,Analysed
178,2412,مدخـل غـرامي,أصلاً جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله,جنون الشاعر محاط بحب جارف يصعب وصف تفاصيله.,مدخل غرامي,اصلا جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله,ه,الرجز,,سكون,مقيدة,"[{""name"":""خاله"",""relation"":""المحبوب""}]","[""جنون"",""حب""]",[],[],"[""خاله"",""زوله""]",معاصر,0.93,Analysed
178,2413,مدخـل غـرامي,إن قال صـدّي .. قـلت : لله قاله      وان قال وصلي قلت : بالله قـوله,يرد على كلام المحبوب بالتأكيد أو الرفض استنادا للدين.,مدخل غرامي,ان قال صدي .. قلت : لله قاله      وان قال وصلي قلت : بالله قوله,ه,الرجز,,سكون,مقيدة,"[{""name"":""المحبوب"",""relation"":""المحبوب""}]","[""طاعة"",""شوق""]",[],[],"[""قال""]",معاصر,0.84,Analysed
178,2414,مدخـل غـرامي,هذا الذي قـلبي من الشوق شاله      مدخل غـرامي والأحاسيس حوله,القلب محمل بالشوق في مدخل غرامي محاط بالمشاعر.,مدخل غرامي,هذا الذي قلبي من الشوق شاله      مدخل غرامي والاحاسيس حوله,ه,الرجز,,سكون,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""شوق"",""حب""]",[],[],"[""القلب"",""مدخل غرامي"",""الاحاسيس""]",معاصر,0.91,Analysed
179,2415,مـراجــــــــل,تـقـزّمي في عـين حـسّـادي وانا عـمــلاق فــرض      لأن عـلـوّي عـن وطـاهـم شـيّ ربـّـي ملـزمه,يتحدث عن عظمته الحقيقية رغم تقزيم الحساد له.,مراجل,تقزمي في عين حسادي وانا عملاق فرض      لان علوي عن وطاهم شي ربي ملزمه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""حسادي"",""relation"":""الخصوم""},{""name"":""أنا"",""relation"":""المتكلم""}]","[""فخر"",""عزة""]",[],[],"[""حساد"",""عملاق"",""علوي""]",معاصر,0.88,Analysed
179,2416,مـراجــــــــل,ماتشوف حَجم الشمس متقزّم على أصحاب الارض      مـتـقـزّميـن ويحـسبون الشـمس جات مْـقزّمه,يشبه نفسه بالشمس الكبرى التي لا يراها المتقزمون.,مراجل,ماتشوف حجم الشمس متقزم علي اصحاب الارض      متقزمين ويحسبون الشمس جات مقزمه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""أصحاب الأرض"",""relation"":""الجماعة""},{""name"":""أنا"",""relation"":""المتكلم""}]","[""فخر"",""تكبر""]",[],[],"[""متقزمين"",""الشمس""]",معاصر,0.85,Analysed
179,2417,مـراجــــــــل,يارب .. وآنا عـبـدك اللي ما بعـد هـتـكـت عـرض      واذا لقـيت الضايـق المحـتاج وقـّـفت اعـزمه,يدعو الله ويؤكد وقوفه مع المحتاجين والشرفاء.,مراجل,يارب .. وانا عبدك اللي ما بعد هتكت عرض      واذا لقيت الضايق المحتاج وقفت اعزمه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""رب"",""relation"":""الخالق""},{""name"":""أنا"",""relation"":""عبد""},{""name"":""الضايق المحتاج"",""relation"":""المحتاج""}]","[""تقوى"",""كرم""]",[],[],"[""يارب"",""عبدك"",""محتاج""]",معاصر,0.92,Analysed
179,2418,مـراجــــــــل,ما عـليّ آشـبّـهــك .. واذا غــضـبــت آقـول إرض      رزنـامـة افـضـالك مـداها ما تـشابه الارزمه,يشهد بأن فضائل الله لا يمكن مقارنتها أو تشبيهها.,مراجل,ما علي اشبهك .. واذا غضبت اقول ارض      رزنامه افضالك مداها ما تشابه الارزمه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""أنت"",""relation"":""المخاطب""},{""name"":""أنا"",""relation"":""المتكلم""}]","[""امتنان"",""رضا""]",[],[],"[""اشبهك"",""ارض""]",معاصر,0.82,Analysed
179,2419,مـراجــــــــل,زد مشبري في الطول طول ومن قويّ العرض عرض      ومد لي النصر المبين اللي ماغيرك يهزمه,يطلب من الله أن يمن عليه بالقوة والنصر المؤكد.,مراجل,زد مشبري في الطول طول ومن قوي العرض عرض      ومد لي النصر المبين اللي ماغيرك يهزمه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""رب"",""relation"":""الخالق""},{""name"":""أنا"",""relation"":""المتكلم""}]","[""دعاء"",""أمل""]",[],[],"[""زد"",""مشري"",""محزم""]",معاصر,0.87,Analysed
179,2420,مـراجــــــــل,لو المـراجـل تـنـشـرى سحـبـت لي مـلـيـون قـرض      حتى أثـبـّـت محـزمي يوم تـراخـى الاحـزمه,يؤكد عزيمته وإصراره على التحدي رغم الصعاب.,مراجل,لو المراجل تنشري سحبت لي مليون قرض      حتي اثبت محزمي يوم تراخي الاحزمه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""المراجل"",""relation"":""الخصم""},{""name"":""أنا"",""relation"":""المتكلم""}]","[""عزيمة"",""إثبات""]",[],[],"[""تنشري"",""محزمي""]",معاصر,0.84,Analysed
179,2421,مـراجــــــــل,شـفـت الحـياه بدنـيتـي سنـّه وشـفت المـوت فـرض      يـوم آتـقـزّم في عـيـــون العـالـم المـتـقــزّمه,يشير إلى تجاربه في الحياة والموت وسط أحكام الآخرين.,مراجل,شفت الحياه بدنيتي سنه وشفت الموت فرض      يوم اتقزم في عيون العالم المتقزمه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""المتكلم""},{""name"":""العالم"",""relation"":""الجماعة""}]","[""حكمة"",""تأمل""]",[],[],"[""بدنيتي"",""متقزمه""]",معاصر,0.89,Analysed
180,2422,مرثية زايد,العـذر يا بـوي لو ماشـلـّـني ســاقي      الحــزن ما طاقـني والقـلب ما طـاقـه,يعبر عن حزنه العميق الذي لا يحتمله قلبه ولا ساقه,مرثيه زايد,العذر يا بوي لو ماشلني ساقي      الحزن ما طاقني والقلب ما طاقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""بوي"",""relation"":""الأب""}]","[""حزن"",""ألم""]",[],[],"[""والدي"",""أبي""]",معاصر,0.92,Analysed
180,2423,مرثية زايد,ياعـيني ابـكي وساعـدها يا خـفـّـاقي      ماهوب عيبٍ يفيض الدمع ف احداقه,يدعو عينيه والنبض للبكاء فتفريج الألم ليس عيباً,مرثيه زايد,ياعيني ابكي وساعدها يا خفاقي      ماهوب عيب يفيض الدمع ف احداقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""القلب"",""relation"":""الخفاق""}]","[""حزن"",""بكاء""]",[],[],"[""خفاقي"",""قلبي""]",معاصر,0.88,Analysed
180,2424,مرثية زايد,يامْـوحّـد الدار .. يا المـتـفـرّد الراقي      والغـيم حـزنٍ جـذب الاحسـاس برّاقه,يمجد الفقدان ويصف الحزن بأنه مشحون بالعاطفة الراقية,مرثيه زايد,ياموحد الدار .. يا المتفرد الراقي      والغيم حزن جذب الاحساس براقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""موحد الدار"",""relation"":""القائد""}]","[""حزن"",""حنين""]",[],[],"[""المتفرد"",""الراقي""]",معاصر,0.9,Analysed
180,2425,مرثية زايد,أشـوف كـن الـنهـار يـحـدّر احـداقـي      واشـراقــتـه ما تـشـابـه أيـّـة اشـراقـه,يرى دموعه كأنها النهار تتساقط بنور مختلف وفريد,مرثيه زايد,اشوف كن النهار يحدر احداقي      واشراقته ما تشابه ايه اشراقه,ه,غير محسوم,,سكون,مقيدة,[],"[""حزن"",""فقدان""]",[],[],[],معاصر,0.75,Analysed
180,2426,مرثية زايد,وْمن يعذل القلب عن ضيقته لا ضاقي      إنـسان مشـكـوك في مذهَـبْه واخـلاقه,ينتقد من يلوم القلب على حزنه بأنه مشكوك في أخلاقه,مرثيه زايد,ومن يعذل القلب عن ضيقته لا ضاقي      انسان مشكوك في مذهبه واخلاقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""القلب"",""relation"":""المتألم""},{""name"":""إنسان"",""relation"":""عام""}]","[""ضيق"",""ألم""]",[],[],"[""قلبي"",""مشكوك"",""مذهبه"",""أخلاقه""]",معاصر,0.85,Analysed
180,2427,مرثية زايد,يا حاكم الأرض واوّل وآخر اشواقي      يـفـداك قـلــبٍ حـزن فـرقـاك ما ذاقـه,يوجه حديثه لمن يحكم الأرض ويفدي حبه ولهفته له,مرثيه زايد,يا حاكم الارض واول واخر اشواقي      يفداك قلب حزن فرقاك ما ذاقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""حاكم الأرض"",""relation"":""الحاكم""}]","[""حزن"",""شوق""]","[{""name"":""الأرض"",""type"":""طبيعة""}]",[],"[""أنت"",""أشواقي""]",معاصر,0.93,Analysed
180,2428,مرثية زايد,في غيابك الناس ماتـت وانتـه الباقي      لانـّـك الـغـــــالي اللـي يـذبــح فـراقـه,يصف غيابه بأنه موت للناس لكنه لا يزال موجوداً بقدرته,مرثيه زايد,في غيابك الناس ماتت وانته الباقي      لانك الغالي اللي يذبح فراقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""الناس"",""relation"":""جماعة""},{""name"":""الغالي"",""relation"":""المحبوب""}]","[""حزن"",""فقدان""]",[],[],"[""الناس"",""أنت"",""فراقه""]",معاصر,0.91,Analysed
180,2429,مرثية زايد,يبكيك من يغرس النخله على الساقي      يبكـيـك راعـي الشـداد وْراعي الـناقه,يؤكد أن الجميع يبكيه بمن فيهم من يغرس النخل والراعين,مرثيه زايد,يبكيك من يغرس النخله علي الساقي      يبكيك راعي الشداد وراعي الناقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""راعي الشداد"",""relation"":""البدوي""}]","[""حزن"",""بكاء""]",[],[],"[""راعي الناقة"",""يغرس النخلة""]",معاصر,0.87,Analysed
180,2430,مرثية زايد,والطيب والجـود والعِـزّه والاخلاقي      والأرض وتـرابـها والبـحـر واعـماقه,يمدح الخير والجود والعزة والقيم المرتبطة بالأرض والبحر,مرثيه زايد,والطيب والجود والعزه والاخلاقي      والارض وترابها والبحر واعماقه,ه,غير محسوم,,سكون,مقيدة,[],"[""حزن"",""فخر""]","[{""name"":""الأرض"",""type"":""طبيعة""}]",[],[],معاصر,0.82,Analysed
180,2431,مرثية زايد,شيخٍ مـقامه سكـن ما بيـن الاعـماقي      حـتى الـزمـن من محـبّـيـنه وعـشـّـاقه,يشير إلى مكانة الشيخ التي دخلت أعماق القلوب وعشقها عبر الزمن,مرثيه زايد,شيخ مقامه سكن ما بين الاعماقي      حتي الزمن من محبينه وعشاقه,ه,غير محسوم,,سكون,مقيدة,"[{""name"":""شيخ"",""relation"":""القائد""}]","[""حب"",""حنين""]",[],[],"[""مقامه"",""محبينه"",""عشاقه""]",معاصر,0.89,Analysed
181,2432,مريم,الــــحــــلا يـــحــــتـــويــــهــــــــــــــــا      والـــغــــلا يـــرتــــجــــيــهـــــــــــــــــا,وصف الحلاوة والود الذي يتجلى في شخصية مريم ويُرتجى قربها.,مريم,الحلا يحتويها      والغلا يرتجيها,ها,الرجز,الألف,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""الحبيبة""}]","[""حب"",""غلا""]",[],[],"[""ها"",""الحلا""]",معاصر,0.92,Analysed
181,2433,مريم,شــــيخــــة الــــحــــســــن مــــريــــم      اللـــــــــــه هاللــــــــه عـــــليــــــهــــا,تمجيد لجمال وشخصية مريم بعبارة تعبر عن الإعجاب والدهشة.,مريم,شيخه الحسن مريم      الله هالله عليها,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""شيخة الحسن""}]","[""إعجاب"",""حب""]",[],[],"[""شيخه"",""الحسن"",""مريم""]",معاصر,0.95,Analysed
181,2434,مريم,عــــــيــــدهـــا عَـــــــاد ثــــانــــــــــي      بـــيـــن قـــلــــــب وْمـــحـــانــــــــــــي,استقبال عيد مريم يعيد الفرح والحب إلى القلب.,مريم,عيدها عاد ثاني      بين قلب ومحاني,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""فرح"",""شوق""]",[],"[{""name"":""عيدها"",""type"":""ديني""}]","[""ها"",""قلب"",""محاني""]",معاصر,0.88,Analysed
181,2435,مريم,قــــــلــــــت ازفّ الـــتـــهــــانـــــــــي      وآتـــعــــنـّـــى وآجـــيــــهــــــــــــــــــا,الشاعر يبدي نيته تهنئة مريم ويعزم على زيارتها.,مريم,قلت ازف التهاني      واتعني واجيها,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""امتنان"",""شوق""]",[],[],"[""ها"",""جيها""]",معاصر,0.85,Analysed
181,2436,مريم,يـــالـــبــــنـــــــات الــــصــــبـــايــــــا      عـــنــــدي إلـــهــــــا هــــدايـــــــــــــا,إهداء الهدايا من الشاعر إلى الفتيات بمناسبة مريم.,مريم,يالبنات الصبايا      عندي الها هدايا,ها,الرجز,,فتحة,مقيدة,"[{""name"":""البنات الصبايا"",""relation"":""جماعة""},{""name"":""مريم"",""relation"":""المحبوبة""}]","[""فرح"",""كرم""]",[],[],"[""بنات"",""صبايا"",""ها""]",معاصر,0.9,Analysed
181,2437,مريم,مـــا طــــرتــــه الــــروايــــــــــــــــا      واســـتحـــيـــت آهـــديـــهـــــــــــــــا,تردد الشاعر وخجله في تقديم الهدايا رغم قصص الإعجاب بها.,مريم,ما طرته الروايا      واستحيت اهديها,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""حياء"",""حب""]",[],[],"[""ها"",""هدايا""]",معاصر,0.87,Analysed
181,2438,مريم,لان مـــــــريـــــــم هـــــــديّــــــــــه      مـــن إلــــه الــــبــــريـّــــــــــــــــه,بيان أن مريم هدية من خالق البراءة والجمال.,مريم,لان مريم هديه      من اله البريه,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""هدية إلهية""}]","[""امتنان"",""تقدير""]",[],[],"[""مريم"",""هديه"",""البريه""]",معاصر,0.93,Analysed
181,2439,مريم,القــــلــــوب الـــنــــديّـــــــــــــــــه      لـــو ضـــمـــت تـــرتــــويـــــــــها,القلوب الطيبة تجد راحة وانتعاشاً بالقرب من مريم.,مريم,القلوب النديه      لو ضمت ترتويها,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""حب"",""شفاء""]",[],[],"[""ها"",""القلوب"",""النديه""]",معاصر,0.89,Analysed
181,2440,مريم,نــــور شـــمــــــسٍ تـــعلـّـــــــــى      فــــوق بـــــــدرٍ تــــجــــلـّـــــــــى,مريم تتلألأ كنور الشمس فوق اكتمال القمر.,مريم,نور شمس تعلي      فوق بدر تجلي,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""إعجاب"",""فخر""]",[],[],"[""نور"",""شمس"",""بدر""]",معاصر,0.91,Analysed
181,2441,مريم,دونـــــــه الــــــوصــــــــــف ولا      غــــايـــة الـــحــــســـن فـــيهــــــا,جمال مريم يفوق كل وصف وكل حد للحسن.,مريم,دونه الوصف ولا      غايه الحسن فيها,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""إعجاب"",""تعجب""]",[],[],"[""ها"",""الحسن""]",معاصر,0.86,Analysed
181,2442,مريم,بـــنـــت قـــرمٍ ســـنـــافـــــــــــــي      وارف الـــظــــــــــل وافـــــــــــــي,تعريف مريم بأنها من بيت عالي الشأن وواسع العطاء.,مريم,بنت قرم سنافي      وارف الظل وافي,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""بنت قرم""}]","[""فخر"",""جمال""]",[],[],"[""بنت"",""قرم"",""سنافي""]",معاصر,0.88,Analysed
181,2443,مريم,تـــبـــتــــديـــه القــــوافـــــــــــــي      قـــبــــل لا يـــبــــتــــديـــــــــــــها,الشعراء يبدأون بمدحها قبل أن يبدأوا بقوافيهم.,مريم,تبتديه القوافي      قبل لا يبتديها,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""إلهام"",""شوق""]",[],[],"[""ها"",""القوافي""]",معاصر,0.84,Analysed
181,2444,مريم,الــــصـــبـــا مــــال بـــانــــــــــه      وانـــثــــنـــى خــــيــــزرانـــــــــه,تصوير جمال الصبا ونعومة خيزرانها بجانب جمال مريم.,مريم,الصبا مال بانه      وانثني خيزرانه,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""شباب"",""رقة""]",[],[],"[""الصبا"",""خيزرانه""]",معاصر,0.82,Analysed
181,2445,مريم,ســـمّـــــــوا دبــــــي دانـــــــــــــه      لان مـــريـــــــــم عـــلـــيـــهـــــــــا,مدح وتمجيد لمنطقة دبي لجمالها المرتبط بجمال مريم.,مريم,سموا دبي دانه      لان مريم عليها,ها,الرجز,,فتحة,مقيدة,"[{""name"":""مريم"",""relation"":""المحبوبة""}]","[""فخر"",""حب""]","[{""name"":""دبي"",""type"":""مدينة""}]",[],"[""مريم"",""دانه""]",معاصر,0.94,Analysed
182,2446,مستحيل أنساك,مسـتحـيل أنسـاك هـذا مسـتحـيل      مسـتحـيل أنـســــاك والله للأبـــد,التأكيد على استحالة نسيان الحبيب وديمومة المحبة إلى الأبد,مستحيل انساك,مستحيل انساك هذا مستحيل      مستحيل انساك والله للابد,د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""شوق""]",[],[],"[""أنت"",""انساك""]",معاصر,0.92,Analysed
182,2447,مستحيل أنساك,من يعاشـر شخص مثلك ما يميل      لا ولا ينـوي على غـيــرك أحــد,الإخلاص والتمسك بالحبيب وعدم الميل إلى غيره أبداً,مستحيل انساك,من يعاشر شخص مثلك ما يميل      لا ولا ينوي علي غيرك احد,د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""وفاء""]",[],[],"[""أنت"",""مثلك"",""غيرك""]",معاصر,0.9,Analysed
182,2448,مستحيل أنساك,يا جمــيلٍ في جمــيـلٍ في جمــيـل      يا فـريـــد اللـون في جـيـدٍ و خــد,مدح الحبيب وجماله الفريد والمتفرد,مستحيل انساك,يا جميل في جميل في جميل      يا فريد اللون في جيد و خد,د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""إعجاب""]",[],[],"[""أنت"",""جميل"",""فريد"",""جيد"",""خد""]",معاصر,0.95,Analysed
182,2449,مستحيل أنساك,ترتسـم في وجنتك شمس الأصيل      وجمـرتينٍ بيـنهن صَـفّ الـبَـــرد,وصف جمال الخد وجمعه بين دفء الشمس وبرودة الصفاء,مستحيل انساك,ترتسم في وجنتك شمس الاصيل      وجمرتين بينهن صف البرد,د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""جمال""]",[],[],"[""أنت"",""وجنتك"",""شمس الاصيل"",""جمرتين"",""صف البرد""]",معاصر,0.93,Analysed
182,2450,مستحيل أنساك,والعـيون الدعـج والرمش الظـليل      ونور وجهـك منـّهن نـور اسـتـمد,تأمل جمال العيون والرموش ونور الوجه المتأصل منها,مستحيل انساك,والعيون الدعج والرمش الظليل      ونور وجهك منهن نور استمد,د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""جمال""]",[],[],"[""أنت"",""العيون"",""الدعج"",""رمش"",""الظليل"",""وجهك"",""نور""]",معاصر,0.96,Analysed
182,2451,مستحيل أنساك,تهـت في حبـّك مثـل تـوه الضـليل      وزادت جروح الحشا جْروحٍ جدد,الضياع في الحب وتألم القلب من الجروح المتجددة,مستحيل انساك,تهت في حبك مثل توه الضليل      وزادت جروح الحشا جروح جدد,د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""ألم"",""وجد""]",[],[],"[""أنت"",""حبك""]",معاصر,0.91,Analysed
182,2452,مستحيل أنساك,لا ولا عن حبّـك أرضـى بالـبديـل      وكـن باقـي الخـود تـكـمـالة عــدد,رفض الرضى ببديل عن حب الحبيب والتشبث الكامل به,مستحيل انساك,لا ولا عن حبك ارضي بالبديل      وكن باقي الخود تكماله عدد,د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""وفاء""]",[],[],"[""أنت"",""حبك"",""البديل""]",معاصر,0.89,Analysed
182,2453,مستحيل أنساك,لي يسير الدرب يوصل لو طويل      أو مثل ما قـيل من ( جـدّ وجــد ),العزم على المثابرة للوصول مهما طال الطريق بالجد والاجتهاد,مستحيل انساك,لي يسير الدرب يوصل لو طويل      او مثل ما قيل من ( جد وجد ),د,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""عزيمة""]",[],[],"[""لي""]",معاصر,0.85,Analysed
183,2454,معلّقة الاتحاد,يا نـقـّاد الشِـعِـر صَـلّوا على مْحمّـد وْيا سـبـحان      من آجال البـشر بـيْـده واذا ماتـت يـحاسـبـها,يدعو النقاد للصلاة على محمد ويُذَكر بقدرة الله في محاسبة الناس بعد الموت,معلقه الاتحاد,يا نقاد الشعر صلوا علي محمد ويا سبحان      من اجال البشر بيده واذا ماتت يحاسبها,ها,الرجز,الألف,فتحة,مقيدة,"[{""name"":""محمد"",""relation"":""النبي""},{""name"":""نقاد الشعر"",""relation"":""جماعة""}]","[""امتنان"",""دعاء""]",[],[],"[""محمد"",""نقاد"",""شعر""]",معاصر,0.92,Analysed
183,2455,معلّقة الاتحاد,يارب المغـفره والناس ما ترجي سوى الغـفـران      وَلا غـيـرك يـغـَفـْـر ذنـوبها … وَلا يـعَـذبـهـا,يتوجه بالدعاء للمغفرة، مؤكدًا أن الله وحده يغفر الذنوب ويعفو عن الناس,معلقه الاتحاد,يارب المغفره والناس ما ترجي سوي الغفران      ولا غيرك يغفر ذنوبها … ولا يعذبها,ها,الرجز,الألف,فتحة,مقيدة,"[{""name"":""الناس"",""relation"":""جماعة""}]","[""دعاء"",""توسل""]",[],[],"[""ناس""]",معاصر,0.88,Analysed
183,2456,معلّقة الاتحاد,عـزيز وْ جَـلّ شانـك واعـتلت قـدرتك يارحـمان      أقـولـه والـقـلـوب بْـقـدرتـك تـقــدر تـقـلـّـبـهـا,يثني على عظمت الله وقدرته الرحمانية التي تقلب القلوب بسلطانه,معلقه الاتحاد,عزيز و جل شانك واعتلت قدرتك يارحمان      اقوله والقلوب بقدرتك تقدر تقلبها,ها,الرجز,الألف,فتحة,مقيدة,[],"[""تعظيم"",""تسبيح""]",[],[],[],معاصر,0.85,Analysed
183,2457,معلّقة الاتحاد,عسى الله ما يحاسـبني على غـلطة فـِكِـر بلْـسان      ويـمـنعـني من اسـباب الـذنوب اللي تـسـبّـبها,يتمنى ألا يُحاسب على خطأ في التفكير وأن يبعده الله عن أسباب الذنوب,معلقه الاتحاد,عسي الله ما يحاسبني علي غلطه فكر بلسان      ويمنعني من اسباب الذنوب اللي تسببها,ها,الرجز,الألف,فتحة,مقيدة,[],"[""خوف"",""توبة""]",[],[],[],معاصر,0.82,Analysed
